,hormel_male,hormel_female,tuple,foods_male,foods_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.4667306,-1.531409,"('unsociable', 'sociable')",0.5389632,0.48324776,-0.54474753,-0.63767403,-0.4908383,-0.5619451,-0.0711068
1,-1.3516989,-1.5097526,"('unfriendly', 'friendly')",0.43202645,0.40990293,1.355774,1.2112284,0.1453672,0.0371262,-0.108241
2,0.68403405,0.69930065,"('unlikable', 'likable')",0.50134957,0.49792802,0.49920356,0.51734215,0.561529,0.5715236,0.0099946
3,-1.4263309,-1.353981,"('repellent', 'pleasant')",-1.6270046,-1.4956245,0.39649814,0.507465,-0.8856125,-0.7807136,0.1048989
4,0.5966203,0.5787155,"('disliked', 'liked')",0.027625944,0.039139483,-7.3134737,-7.5819297,-2.2297425,-2.3213582,-0.0916157
5,0.34601516,0.2954833,"('distant', 'outgoing')",0.26101714,0.27465537,-0.5409285,-0.6155553,0.0220346,-0.0151389,-0.0371735
6,0.015956864,-0.028755106,"('distant', 'open')",0.13537867,0.18390644,-0.21139015,-0.29005307,-0.0200182,-0.0449672,-0.024949
7,-1.2616316,-1.274074,"('insensitive', 'sensitive')",-0.42523324,-0.32199076,0.08812076,0.104202494,-0.5329147,-0.4972874,0.0356273
8,-0.23542769,-0.35692966,"('unaffectionate', 'affectionate')",0.68824226,0.6535448,0.86021805,0.7777253,0.4376775,0.3581134,-0.0795641
9,-1.1987984,-1.3028133,"('unaffectionate', 'caring')",0.53203964,0.5131096,1.1502392,1.1631871,0.1611602,0.1244945,-0.0366657
10,-2.350189,-2.3464587,"('unsympathetic', 'sympathetic')",-0.693237,-0.61254466,-0.9707273,-0.9420966,-1.3380512,-1.3003667,0.0376845
11,-1.6017878,-1.6059836,"('unhelpful', 'helpful')",-0.4309857,-0.39700574,1.1398151,1.269302,-0.2976528,-0.2445624,0.0530904
12,-0.6281343,-0.6079665,"('unsupportive', 'supportive')",0.36537495,0.4581689,-2.394523,-2.4470346,-0.8857608,-0.8656108,0.02015
13,-1.3674195,-1.4026917,"('impolite', 'polite')",0.47692466,0.4970969,-1.053292,-0.9887138,-0.647929,-0.6314362,0.0164928
14,-0.7911988,-0.7948107,"('antisocial', 'social')",0.51954824,0.521429,-0.46520936,-0.5113862,-0.24562,-0.2615893,-0.0159693
15,0.18462107,0.19332242,"('boring', 'funny')",0.10335353,0.07105906,-0.06999858,-0.09094432,0.0726587,0.0578124,-0.0148463
16,-0.21647188,-0.22931069,"('unpopular', 'popular')",-0.63086015,-0.6127063,0.19715765,0.1574645,-0.2167248,-0.2281842,-0.0114594
17,-0.59224993,-0.5333545,"('nasty', 'nice')",-0.83359987,-0.7330825,-0.48017374,-0.38278043,-0.6353412,-0.5497392,0.085602
18,0.48766622,0.41697705,"('disagreeable', 'welcoming')",-0.4534099,-0.40975702,-0.5656094,-0.64786935,-0.1771177,-0.2135498,-0.0364321
