,allstate_male,allstate_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.6710874,-1.7681514,"('unsociable', 'sociable')",-0.10195848,-0.20881322,-0.8865229,-0.9884823,-0.1019594
1,-1.2225176,-1.3239871,"('unfriendly', 'friendly')",1.4952478,1.3498672,0.1363651,0.01294,-0.1234251
2,0.18478891,0.18348615,"('unlikable', 'likable')",0.6711165,0.7403709,0.4279527,0.4619285,0.0339758
3,-0.1041015,0.0416245,"('repellent', 'pleasant')",0.7194401,0.73526347,0.3076693,0.388444,0.0807747
4,-0.616184,-0.58214223,"('disliked', 'liked')",-7.2305765,-7.1807504,-3.9233804,-3.8814464,0.041934
5,0.31449544,0.3677162,"('distant', 'outgoing')",-0.28696996,-0.28391886,0.0137627,0.0418987,0.028136
6,0.1634637,0.22744893,"('distant', 'open')",-0.11208238,-0.1635019,0.0256907,0.0319735,0.0062828
7,-0.44200805,-0.3770934,"('insensitive', 'sensitive')",0.5432953,0.60422975,0.0506436,0.1135682,0.0629246
8,-1.1303005,-1.1730658,"('unaffectionate', 'affectionate')",0.8947025,0.82090133,-0.117799,-0.1760822,-0.0582832
9,-1.1696442,-1.1435685,"('unaffectionate', 'caring')",1.3450298,1.3205874,0.0876928,0.0885094,0.0008166
10,-2.0455687,-1.9371158,"('unsympathetic', 'sympathetic')",-0.23958297,-0.2676223,-1.1425759,-1.1023691,0.0402068
11,-0.9171293,-0.8376643,"('unhelpful', 'helpful')",1.5767983,1.719423,0.3298345,0.4408794,0.1110449
12,-0.79501325,-0.60834813,"('unsupportive', 'supportive')",-1.8627665,-1.7803363,-1.3288898,-1.1943421,0.1345477
13,-1.3578038,-1.4480058,"('impolite', 'polite')",-0.8118931,-0.76958466,-1.0848484,-1.1087952,-0.0239468
14,-0.5009032,-0.4971056,"('antisocial', 'social')",-0.14522964,-0.19512881,-0.3230664,-0.3461172,-0.0230508
15,0.033032876,-0.062123686,"('boring', 'funny')",-0.28282192,-0.28258404,-0.1248945,-0.1723539,-0.0474594
16,-0.8059521,-0.7337902,"('unpopular', 'popular')",0.2103953,0.16973805,-0.2977784,-0.2820261,0.0157523
17,-0.18222976,-0.03565634,"('nasty', 'nice')",-0.6111384,-0.54165006,-0.3966841,-0.2886532,0.1080309
18,-0.22956118,-0.14828046,"('disagreeable', 'welcoming')",-0.45571846,-0.4916246,-0.3426398,-0.3199525,0.0226873
19,-0.36406547,-0.2829547,"('inhospitable', 'hospitable')",-0.41815045,-0.32847077,-0.391108,-0.3057127,0.0853953
20,-0.397466,-0.41071293,"('rough', 'thoughtful')",1.1014742,1.090408,0.3520041,0.3398475,-0.0121566
21,-0.8855117,-0.85429573,"('immoral', 'moral')",-0.4161362,-0.29701543,-0.650824,-0.5756556,0.0751684
22,-0.364629,-0.33656198,"('untrustworthy', 'trustworthy')",-0.9375137,-0.94597965,-0.6510714,-0.6412708,0.0098006
23,-0.85219103,-0.8604091,"('insincere', 'sincere')",5.8875318,5.813178,2.5176704,2.4763844,-0.041286
24,-0.63203704,-0.6982098,"('dishonest', 'honest')",0.8604946,0.8669144,0.1142288,0.0843523,-0.0298765
25,-0.019202538,-0.07624624,"('egoistic', 'altruistic')",1.3365588,1.252177,0.6586781,0.5879654,-0.0707127
26,0.33939216,0.20471734,"('hardhearted', 'benevolent')",1.7134666,1.6425804,1.0264294,0.9236488,-0.1027806
27,0.098118655,0.13428643,"('hardhearted', 'softhearted')",1.4565549,1.3646969,0.7773368,0.7494916,-0.0278452
28,-1.5756783,-1.6555672,"('disloyal', 'loyal')",1.0838001,0.9938369,-0.2459391,-0.3308651,-0.084926
29,-0.39952534,-0.43920037,"('unfair', 'fair')",-0.2838055,-0.38339013,-0.3416654,-0.4112952,-0.0696298
30,-0.46506372,-0.50366926,"('intolerant', 'tolerant')",0.88926476,0.87285835,0.2121005,0.1845945,-0.027506
31,-0.5956269,-0.54208905,"('evil', 'good')",-0.8094404,-0.92654455,-0.7025336,-0.7343168,-0.0317832
32,-0.09987624,-0.11856357,"('unkind', 'kind')",0.79481506,0.661606,0.3474694,0.2715212,-0.0759482
33,0.21222931,0.15101555,"('wrong', 'right')",-0.54444855,-0.57006407,-0.1661096,-0.2095243,-0.0434147
34,0.33992377,0.4960142,"('mean', 'honorable')",5.6539445,5.85529,2.9969342,3.175652,0.1787178
35,0.7902464,0.7847668,"('corrupt', 'incorrupt')",-0.45078918,-0.52921796,0.1697286,0.1277744,-0.0419542
36,-0.54284924,-0.5616225,"('hostile', 'amicable')",-0.32055822,-0.48718566,-0.4317037,-0.524404,-0.0927003
37,0.2042975,0.27408165,"('fake', 'genuine')",0.29653025,0.31938258,0.2504139,0.2967321,0.0463182
38,-0.9942912,-0.89758396,"('untruthful', 'truthful')",-0.1759122,-0.043725148,-0.5851017,-0.4706545,0.1144472
39,0.7422658,0.7415463,"('exploitative', 'cooperative')",0.4205137,0.47314617,0.5813898,0.6073462,0.0259564
40,0.36286125,0.3285349,"('stingy', 'generous')",-1.7260311,-1.8065462,-0.6815849,-0.7390057,-0.0574208
41,-1.0618438,-1.0683199,"('unforgiving', 'forgiving')",-0.061617468,-0.11498411,-0.5617306,-0.591652,-0.0299214
42,0.57305,0.7956948,"('unreliable', 'reliable')",-3.0365088,-2.9337628,-1.2317294,-1.069034,0.1626954
43,-0.94070387,-0.8608949,"('irresponsible', 'responsible')",0.6327684,0.6776028,-0.1539677,-0.091646,0.0623217
44,1.0056458,1.0650567,"('prejudiced', 'unprejudiced')",-1.4313512,-1.4495302,-0.2128527,-0.1922368,0.0206159
45,-1.5752069,-1.4803972,"('incompetent', 'competent')",0.11327903,0.15515357,-0.7309639,-0.6626219,0.068342
46,-1.3589159,-1.2435191,"('uncompetitive', 'competitive')",-0.7761205,-0.7231857,-1.0675182,-0.9833524,0.0841658
47,0.009478074,-0.00724617,"('stupid', 'smart')",5.686875,5.728408,2.8481765,2.8605809,0.0124044
48,-0.8628214,-0.935007,"('unintelligent', 'intelligent')",0.8660083,0.91525656,0.0015934,-0.0098752,-0.0114686
49,-0.6488808,-0.4917304,"('unable', 'able')",-0.22775549,-0.14211884,-0.4383181,-0.3169246,0.1213935
50,0.18244553,0.32862303,"('clumsy', 'skillful')",-0.08964482,-0.13957699,0.0464004,0.094523,0.0481226
51,-1.1851357,-1.2783967,"('uneducated', 'educated')",0.15930466,0.13970295,-0.5129156,-0.5693469,-0.0564313
52,-0.36088875,-0.5703612,"('irrational', 'rational')",0.06700626,-0.10926525,-0.1469412,-0.3398132,-0.192872
53,-1.2202516,-1.1917278,"('uncreative', 'creative')",0.67522407,0.57029504,-0.2725137,-0.3107164,-0.0382027
54,-0.5735588,-0.53813547,"('incapable', 'capable')",0.7643423,0.7901981,0.0953918,0.1260313,0.0306395
55,-1.5094106,-1.4623897,"('incompetent', 'clever')",0.43714392,0.5104296,-0.5361333,-0.47598,0.0601533
56,0.035095483,0.100730956,"('impractical', 'practical')",-0.35965744,-0.24472351,-0.162281,-0.0719963,0.0902847
57,-1.9165294,-1.8940623,"('unimaginative', 'imaginative')",-3.1299539,-3.1049168,-2.5232415,-2.4994895,0.023752
58,-0.58638227,-0.5391213,"('undiscriminating', 'discriminating')",0.31014386,0.2983166,-0.1381192,-0.1204024,0.0177168
59,0.363788,0.294698,"('foolish', 'wise')",0.25420913,0.22909316,0.3089986,0.2618956,-0.047103
60,-0.4104465,-0.327827,"('inefficient', 'efficient')",-0.016062008,0.16301344,-0.2132543,-0.0824068,0.1308475
61,-0.33236948,-0.48252833,"('illogical', 'logical')",0.83255553,0.6897204,0.250093,0.103596,-0.146497
62,-0.61364025,-0.49192268,"('incompetent', 'brilliant')",0.50570244,0.69334584,-0.0539689,0.1007116,0.1546805
63,-0.65734786,-0.5253099,"('unperceptive', 'insightful')",0.63500583,0.7506439,-0.011171,0.112667,0.123838
64,0.3201151,0.31048965,"('shy', 'confident')",-6.436696,-6.3919315,-3.0582905,-3.0407209,0.0175696
65,-0.4556884,-0.544465,"('insecure', 'secure')",-0.19566171,-0.13580956,-0.325675,-0.3401373,-0.0144623
66,-0.41519386,-0.3525677,"('inactive', 'active')",0.31584457,0.33825508,-0.0496746,-0.0071563,0.0425183
67,0.3806261,0.3704486,"('doubtful', 'determined')",-0.45745474,-0.4632574,-0.0384143,-0.0464044,-0.0079901
68,0.23080716,0.22620535,"('dependent', 'independent')",-0.62596965,-0.5984822,-0.1975812,-0.1861384,0.0114428
69,1.2709306,1.3189553,"('lazy', 'industrious')",-0.5789286,-0.52570134,0.346001,0.396627,0.050626
70,-0.31778225,-0.19463809,"('lethargic', 'energetic')",0.2568555,0.31911948,-0.0304634,0.0622407,0.0927041
71,0.0063026026,0.09685776,"('diffident', 'self-confident')",0.7461777,0.73026294,0.3762401,0.4135603,0.0373202
72,-0.60692376,-0.5939823,"('unambitious', 'ambitious')",-0.27818733,-0.29881856,-0.4425555,-0.4464004,-0.0038449
73,1.5258838,1.5471805,"('helpless', 'self-reliant')",-3.0667279,-3.0129266,-0.770422,-0.732873,0.037549
74,-0.6192263,-0.5047773,"('undedicated', 'dedicated')",-0.18772042,-0.18964362,-0.4034733,-0.3472105,0.0562628
75,0.41977343,0.497307,"('meek', 'impulsive')",-0.8140305,-0.73608476,-0.1971285,-0.1193889,0.0777396
76,-0.30666703,-0.14076532,"('anxious', 'daring')",-0.43586546,-0.31883806,-0.3712662,-0.2298017,0.1414645
77,-0.98261946,-0.9113525,"('unmotivated', 'motivated')",-1.25722,-1.102603,-1.1199198,-1.0069778,0.112942
78,-1.4540069,-1.2658212,"('nonresilient', 'resilient')",-0.085946426,-0.019290155,-0.7699767,-0.6425557,0.127421
79,-0.30806077,-0.24478105,"('wavering', 'unwavering')",-0.5809206,-0.5353964,-0.4444907,-0.3900887,0.054402
80,0.28619483,0.27400953,"('dominated', 'dominating')",-1.0419794,-0.889188,-0.3778923,-0.3075892,0.0703031
81,-0.25785655,-0.33546737,"('submissive', 'aggressive')",-0.81236947,-0.6545425,-0.535113,-0.495005,0.040108
82,-0.3646573,-0.34809098,"('poor', 'rich')",6.4188685,6.401612,3.0271056,3.0267603,-0.0003453
83,-0.14411466,-0.14081141,"('powerless', 'powerful')",-0.92072463,-0.924519,-0.5324196,-0.5326652,-0.0002456
84,-0.18641122,-0.2781582,"('inferior', 'superior')",0.87454647,0.87269515,0.3440676,0.2972685,-0.0467991
85,0.1915282,0.22173697,"('insignificant', 'prestigious')",0.13444121,0.060988262,0.1629847,0.1413626,-0.0216221
86,-1.5595363,-1.6145945,"('uninfluential', 'influential')",-0.112935215,-0.14881466,-0.8362358,-0.8817046,-0.0454688
87,-0.40937582,-0.46707338,"('unsuccessful', 'successful')",0.73188263,0.8196194,0.1612534,0.176273,0.0150196
88,-0.3803809,-0.39177147,"('low', 'eminent')",-0.47772837,-0.4982312,-0.4290546,-0.4450013,-0.0159467
