,amerisourcebergen_male,amerisourcebergen_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.5668513,-1.593983,"('unsociable', 'sociable')",-0.3340062,-0.4207654,-0.9504287,-1.0073743,-0.0569456
1,-1.752521,-1.9048587,"('unfriendly', 'friendly')",1.6871071,1.536597,-0.032707,-0.1841308,-0.1514238
2,0.95560086,0.96354556,"('unlikable', 'likable')",0.6926574,0.72545975,0.8241291,0.8445027,0.0203736
3,-0.44117647,-0.34370226,"('repellent', 'pleasant')",0.4953897,0.5712573,0.0271066,0.1137775,0.0866709
4,-0.2882202,-0.36251077,"('disliked', 'liked')",-7.4176135,-7.602531,-3.852917,-3.9825208,-0.1296038
5,-0.37587905,-0.40969244,"('distant', 'outgoing')",-0.45094875,-0.55271304,-0.4134139,-0.4812027,-0.0677888
6,-0.45066375,-0.4726822,"('distant', 'open')",-0.1592155,-0.26311958,-0.3049396,-0.3679009,-0.0629613
7,-0.74515337,-0.66517884,"('insensitive', 'sensitive')",0.0035150396,0.09204054,-0.3708192,-0.2865691,0.0842501
8,-1.6696684,-1.7535329,"('unaffectionate', 'affectionate')",0.9911294,0.885847,-0.3392695,-0.433843,-0.0945735
9,-1.6926775,-1.7659469,"('unaffectionate', 'caring')",1.2439706,1.2122022,-0.2243534,-0.2768723,-0.0525189
10,-1.9317265,-1.8600754,"('unsympathetic', 'sympathetic')",-0.7890904,-0.7221205,-1.3604084,-1.2910979,0.0693105
11,-0.9875062,-0.9577245,"('unhelpful', 'helpful')",1.3475225,1.4362116,0.1800081,0.2392435,0.0592354
12,-1.4621476,-1.3939868,"('unsupportive', 'supportive')",-2.402692,-2.4095476,-1.9324198,-1.9017673,0.0306525
13,-0.054847103,-0.01720616,"('impolite', 'polite')",-1.0751274,-0.9848734,-0.5649872,-0.5010398,0.0639474
14,-0.22121626,-0.109161116,"('antisocial', 'social')",-0.0623449,-0.05017489,-0.1417806,-0.079668,0.0621126
15,0.6912218,0.6424061,"('boring', 'funny')",0.1909826,0.19763619,0.4411022,0.4200211,-0.0210811
16,-0.19938262,-0.23686814,"('unpopular', 'popular')",0.31896707,0.24832574,0.0597922,0.0057288,-0.0540634
17,0.117855914,0.19186352,"('nasty', 'nice')",-0.18917182,-0.15556026,-0.035658,0.0181516,0.0538096
18,-0.5442733,-0.48086393,"('disagreeable', 'welcoming')",-0.52449054,-0.592417,-0.5343819,-0.5366405,-0.0022586
19,-1.1351602,-1.1331649,"('inhospitable', 'hospitable')",-0.7613724,-0.7669922,-0.9482663,-0.9500785,-0.0018122
20,0.4274039,0.5004615,"('rough', 'thoughtful')",0.9847991,0.9860046,0.7061015,0.7432331,0.0371316
21,-0.47067562,-0.45429936,"('immoral', 'moral')",-0.9885046,-0.89887667,-0.7295901,-0.676588,0.0530021
22,-0.21552417,-0.15482321,"('untrustworthy', 'trustworthy')",-1.1184541,-1.1403118,-0.6669891,-0.6475675,0.0194216
23,-1.1243005,-1.1251694,"('insincere', 'sincere')",5.610412,5.688482,2.2430558,2.2816563,0.0386005
24,-1.0758063,-1.0759801,"('dishonest', 'honest')",0.35098046,0.37650928,-0.3624129,-0.3497354,0.0126775
25,-0.074884646,-0.18135393,"('egoistic', 'altruistic')",1.6711154,1.6020473,0.7981154,0.7103467,-0.0877687
26,-0.40760306,-0.42082608,"('hardhearted', 'benevolent')",1.7124239,1.653761,0.6524104,0.6164675,-0.0359429
27,-0.4841121,-0.4390487,"('hardhearted', 'softhearted')",1.1687756,1.1043682,0.3423317,0.3326598,-0.0096719
28,-1.3401532,-1.4404749,"('disloyal', 'loyal')",1.0560745,0.9704327,-0.1420394,-0.2350211,-0.0929817
29,-0.4668743,-0.50281405,"('unfair', 'fair')",-0.57313234,-0.6943671,-0.5200033,-0.5985906,-0.0785873
30,-0.12376058,-0.088579886,"('intolerant', 'tolerant')",0.96263593,1.0104145,0.4194377,0.4609173,0.0414796
31,-0.5777023,-0.58838284,"('evil', 'good')",-0.50615233,-0.62257487,-0.5419273,-0.6054789,-0.0635516
32,-0.7831617,-0.7573892,"('unkind', 'kind')",0.3962309,0.34989077,-0.1934654,-0.2037492,-0.0102838
33,0.44051993,0.36548758,"('wrong', 'right')",-0.5130647,-0.5650363,-0.0362724,-0.0997744,-0.063502
34,0.08482128,0.14462458,"('mean', 'honorable')",5.508573,5.661543,2.7966971,2.9030838,0.1063867
35,1.0485874,0.9440088,"('corrupt', 'incorrupt')",-0.18126656,-0.34249994,0.4336604,0.3007544,-0.132906
