,globe_male,globe_female,tuple,life_male,life_female,inc_male,inc_female,average_male,average_female,female-male
0,0.049325425,0.011210993,"('unsociable', 'sociable')",0.7605812,0.7023637,-0.3713446,-0.42270622,0.1461873,0.0969562,-0.0492311
1,0.26224208,0.24593447,"('unfriendly', 'friendly')",1.061105,0.87403744,2.240816,2.1704519,1.1880544,1.096808,-0.0912464
2,-0.06852673,-0.02350138,"('unlikable', 'likable')",0.7179484,0.7844442,0.7212269,0.843367,0.4568828,0.5347699,0.0778871
3,-0.3938864,-0.19607264,"('repellent', 'pleasant')",-0.18056315,-0.013246925,-0.10009777,0.009781937,-0.2248491,-0.0665125,0.1583366
4,-0.90482587,-0.9916424,"('disliked', 'liked')",0.19792177,0.09716201,-5.916365,-5.9550095,-2.2077564,-2.2831632,-0.0754068
5,-0.87200654,-0.83611,"('distant', 'outgoing')",0.48413604,0.46942356,-0.063406356,0.0141198635,-0.1504256,-0.1175222,0.0329034
6,-1.392379,-1.3480408,"('distant', 'open')",-0.3291043,-0.33113045,0.32242537,0.36831376,-0.4663527,-0.4369525,0.0294002
7,1.2956295,1.4181699,"('insensitive', 'sensitive')",0.18488929,0.272122,0.9423247,0.9788973,0.8076145,0.8897297,0.0821152
8,0.528363,0.56947017,"('unaffectionate', 'affectionate')",0.31689447,0.30234694,0.8379915,0.8204446,0.561083,0.5640872,0.0030042
9,1.0352031,1.1158038,"('unaffectionate', 'caring')",1.1745695,1.1664774,1.2144089,1.2391294,1.1413938,1.1738036,0.0324098
10,0.61858946,0.74015564,"('unsympathetic', 'sympathetic')",-0.9187313,-0.80314374,-0.409356,-0.39931637,-0.2364993,-0.1541015,0.0823978
11,0.2390786,0.3669889,"('unhelpful', 'helpful')",0.038842652,0.15515406,1.812114,1.9115999,0.6966784,0.8112476,0.1145692
12,1.3885658,1.6115677,"('unsupportive', 'supportive')",0.49519956,0.67102164,-1.3841574,-1.2929282,0.166536,0.3298871,0.1633511
13,1.1341337,1.1220696,"('impolite', 'polite')",-0.11280888,-0.14689103,-0.16798657,-0.20611852,0.2844461,0.2563534,-0.0280927
14,0.4324749,0.4388318,"('antisocial', 'social')",1.4493846,1.5295225,-0.5679759,-0.5641667,0.4379612,0.4680626,0.0301014
15,1.0759779,0.962323,"('boring', 'funny')",-0.04808985,-0.06188078,0.4339088,0.41966504,0.4872656,0.4400357,-0.0472299
16,-1.2996936,-1.3091216,"('unpopular', 'popular')",-1.0069263,-0.9160676,0.2917185,0.39333963,-0.6716338,-0.6106165,0.0610173
17,-0.16544549,-0.06704439,"('nasty', 'nice')",0.48412502,0.6742888,-0.33705804,-0.1972098,-0.0061262,0.1366782,0.1428044
18,0.41823962,0.5231052,"('disagreeable', 'welcoming')",-0.62825906,-0.4956188,-0.18983185,-0.14353521,-0.1332838,-0.0386829,0.0946009
19,-0.32077503,-0.23052521,"('inhospitable', 'hospitable')",0.32052782,0.28435636,0.2559263,0.36425874,0.0852264,0.1393633,0.0541369
20,-0.62253904,-0.58792955,"('rough', 'thoughtful')",-0.51759917,-0.4953033,0.8223239,0.8188115,-0.1059381,-0.0881405,0.0177976
21,-0.03196626,-0.01689195,"('immoral', 'moral')",0.73799646,0.7635319,-0.5053484,-0.38069573,0.0668939,0.1219814,0.0550875
22,0.633383,0.65080655,"('untrustworthy', 'trustworthy')",0.10362068,0.09296381,-0.9041976,-0.8542973,-0.0557313,-0.0368423,0.018889
23,0.56554306,0.705438,"('insincere', 'sincere')",0.33912256,0.43218377,5.645812,5.6331058,2.1834925,2.2569092,0.0734167
24,1.1877159,1.2005659,"('dishonest', 'honest')",0.657834,0.65348274,0.93075186,0.8754338,0.9254339,0.9098276,-0.0156063
25,-0.7167775,-0.7307708,"('egoistic', 'altruistic')",0.37714452,0.2990829,1.6705191,1.6245428,0.4436287,0.3976183,-0.0460104
26,2.1572464,2.0232222,"('hardhearted', 'benevolent')",1.7030396,1.6080898,1.8155972,1.7311082,1.8919611,1.7874734,-0.1044877
27,0.31776354,0.32703048,"('hardhearted', 'softhearted')",-0.16982822,-0.06593225,1.731168,1.6379644,0.6263678,0.6330209,0.0066531
28,0.33761504,0.25017336,"('disloyal', 'loyal')",0.47922128,0.2901366,0.94214284,0.79362166,0.5863264,0.4446439,-0.1416825
29,0.17312723,0.15705806,"('unfair', 'fair')",-0.21272826,-0.18719967,-0.06295656,-0.19486667,-0.0341859,-0.0750028,-0.0408169
30,1.8705435,1.9937016,"('intolerant', 'tolerant')",1.3633356,1.4435949,1.4591874,1.4334835,1.5643555,1.6235933,0.0592378
31,-0.6771761,-0.62003595,"('evil', 'good')",-0.41825455,-0.46605814,-0.89650655,-0.9132927,-0.6639791,-0.6664623,-0.0024832
32,0.43995917,0.3830028,"('unkind', 'kind')",1.1380088,1.1303722,1.3684573,1.3024529,0.9821418,0.9386093,-0.0435325
33,0.051743295,-0.02743376,"('wrong', 'right')",0.50362027,0.3620079,-0.17703804,-0.22461277,0.1261085,0.0366538,-0.0894547
34,0.41046283,0.6108592,"('mean', 'honorable')",0.84570503,0.99574333,5.750469,5.9143243,2.3355457,2.5069757,0.17143
35,-0.7651967,-0.9250252,"('corrupt', 'incorrupt')",-0.31179464,-0.44991308,0.18233244,-0.012653997,-0.2982196,-0.4625307,-0.1643111
36,-1.6171105,-1.6586791,"('hostile', 'amicable')",-0.17669584,-0.29345322,0.23848829,0.05851127,-0.5184393,-0.631207,-0.1127677
37,-0.09584835,-0.06527171,"('fake', 'genuine')",0.7838943,0.78665715,0.6645382,0.6322398,0.4508614,0.4512084,0.000347
38,0.1757575,0.2550112,"('untruthful', 'truthful')",-0.005380407,0.042131368,0.29052812,0.3726154,0.1536351,0.2232527,0.0696176
