,xilinx_male,xilinx_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.226743,-1.3429857,"('unsociable', 'sociable')",-0.387264,-0.4753941,-0.8070035,-0.9091899,-0.1021864
1,0.705489,0.45720646,"('unfriendly', 'friendly')",1.8915149,1.694026,1.298502,1.0756162,-0.2228858
2,0.8408383,0.892211,"('unlikable', 'likable')",0.479028,0.5461751,0.6599331,0.7191931,0.05926
3,-0.8927861,-0.81069696,"('repellent', 'pleasant')",-0.06193086,0.0050362833,-0.4773585,-0.4028303,0.0745282
4,-0.08148021,-0.14242637,"('disliked', 'liked')",-6.043147,-6.132979,-3.0623136,-3.1377027,-0.0753891
5,0.6233404,0.55686486,"('distant', 'outgoing')",0.052017026,-0.02654948,0.3376787,0.2651577,-0.072521
6,0.7662188,0.6636205,"('distant', 'open')",0.6544019,0.5363534,0.7103103,0.5999869,-0.1103234
7,-1.0213974,-0.98353696,"('insensitive', 'sensitive')",0.14193124,0.18880412,-0.4397331,-0.3973664,0.0423667
8,0.22870444,0.09403976,"('unaffectionate', 'affectionate')",1.051803,0.85668844,0.6402537,0.4753641,-0.1648896
9,0.01572606,-0.14793243,"('unaffectionate', 'caring')",1.088093,0.9596824,0.5519096,0.405875,-0.1460346
10,-2.4689038,-2.4239712,"('unsympathetic', 'sympathetic')",-0.91249084,-0.9149437,-1.6906973,-1.6694574,0.0212399
11,-1.0611703,-1.0481066,"('unhelpful', 'helpful')",1.0199468,1.1196818,-0.0206118,0.0357876,0.0563994
12,-0.5717193,-0.5064229,"('unsupportive', 'supportive')",-1.9807979,-1.9677583,-1.2762586,-1.2370906,0.039168
13,-1.5569564,-1.5133693,"('impolite', 'polite')",-0.91098714,-0.84292,-1.2339718,-1.1781447,0.0558271
14,-0.87047297,-0.8123511,"('antisocial', 'social')",-0.8270512,-0.80741316,-0.8487621,-0.8098822,0.0388799
15,0.39734316,0.30203733,"('boring', 'funny')",0.6186376,0.5747312,0.5079904,0.4383842,-0.0696062
16,0.08388509,0.07588285,"('unpopular', 'popular')",0.81655157,0.8284724,0.4502183,0.4521776,0.0019593
17,-0.16895008,-0.1804174,"('nasty', 'nice')",-0.28746623,-0.27458817,-0.2282082,-0.2275028,0.0007054
18,0.21448357,0.19097534,"('disagreeable', 'welcoming')",-0.2205764,-0.31600076,-0.0030464,-0.0625127,-0.0594663
19,-0.08460217,-0.14560905,"('inhospitable', 'hospitable')",0.022892464,0.057589285,-0.0308549,-0.0440099,-0.013155
20,0.53930986,0.5354938,"('rough', 'thoughtful')",1.3796288,1.3405243,0.9594693,0.938009,-0.0214603
21,-1.4119297,-1.4018738,"('immoral', 'moral')",-0.9765579,-0.8980913,-1.1942438,-1.1499826,0.0442612
22,-0.39449576,-0.42576382,"('untrustworthy', 'trustworthy')",-1.1516984,-1.2325221,-0.773097,-0.829143,-0.056046
23,-0.9354634,-1.018313,"('insincere', 'sincere')",5.0522203,4.9712663,2.0583785,1.9764767,-0.0819018
24,-0.6582722,-0.65667677,"('dishonest', 'honest')",0.43897164,0.36322594,-0.1096503,-0.1467254,-0.0370751
25,0.7460968,0.6762357,"('egoistic', 'altruistic')",1.7606158,1.6974024,1.2533563,1.1868191,-0.0665372
26,0.5937729,0.49111682,"('hardhearted', 'benevolent')",1.867679,1.7499596,1.230726,1.1205382,-0.1101878
27,-0.6595293,-0.652699,"('hardhearted', 'softhearted')",1.4078773,1.2810144,0.374174,0.3141577,-0.0600163
28,-0.5025815,-0.6556491,"('disloyal', 'loyal')",0.7186928,0.60495335,0.1080557,-0.0253479,-0.1334036
29,0.0258987,-0.08406294,"('unfair', 'fair')",-0.42903084,-0.5922376,-0.2015661,-0.3381503,-0.1365842
30,-0.32435447,-0.33889472,"('intolerant', 'tolerant')",1.0622003,1.0506363,0.3689229,0.3558708,-0.0130521
31,1.007261,0.94997936,"('evil', 'good')",-0.44619167,-0.5763894,0.2805347,0.186795,-0.0937397
32,-0.70469815,-0.7063094,"('unkind', 'kind')",0.3414777,0.20168625,-0.1816102,-0.2523116,-0.0707014
33,0.8004906,0.6833721,"('wrong', 'right')",-0.2584239,-0.31569403,0.2710333,0.183839,-0.0871943
34,-0.44693023,-0.3350927,"('mean', 'honorable')",5.758339,5.8934455,2.6557043,2.7791765,0.1234722
35,1.3367888,1.222379,"('corrupt', 'incorrupt')",0.55354804,0.40892613,0.9451684,0.8156525,-0.1295159
36,0.9598842,0.7503182,"('hostile', 'amicable')",0.97269964,0.7050124,0.9662919,0.7276653,-0.2386266
37,-0.35829374,-0.3380785,"('fake', 'genuine')",0.048448663,0.04140602,-0.1549225,-0.1483362,0.0065863
38,-0.6966331,-0.6915955,"('untruthful', 'truthful')",-0.35169995,-0.2733282,-0.5241665,-0.4824619,0.0417046
