,filth_male,filth_female,tuple,average_male,average_female,female-male
0,-0.6531909,-0.7351282,"('unsociable', 'sociable')",-0.6531909,-0.7351282,-0.0819373
1,-0.9061353,-0.91008115,"('unfriendly', 'friendly')",-0.9061353,-0.9100811,-0.0039458
2,-1.4160396,-1.5749652,"('unlikable', 'likable')",-1.4160396,-1.5749652,-0.1589256
3,-1.397702,-1.3851252,"('repellent', 'pleasant')",-1.397702,-1.3851252,0.0125768
4,-1.1442529,-0.797509,"('disliked', 'liked')",-1.1442529,-0.797509,0.3467439
5,-0.5715104,-0.44367993,"('distant', 'outgoing')",-0.5715104,-0.4436799,0.1278305
6,-0.9896789,-0.9067234,"('distant', 'open')",-0.9896789,-0.9067234,0.0829555
7,-1.2186757,-1.2886021,"('insensitive', 'sensitive')",-1.2186757,-1.2886021,-0.0699264
8,-1.2916837,-1.3601121,"('unaffectionate', 'affectionate')",-1.2916837,-1.3601121,-0.0684284
9,-0.8558159,-0.8874168,"('unaffectionate', 'caring')",-0.8558159,-0.8874168,-0.0316009
10,-1.3410816,-1.4474614,"('unsympathetic', 'sympathetic')",-1.3410816,-1.4474614,-0.1063798
11,-0.4619819,-0.5422992,"('unhelpful', 'helpful')",-0.4619819,-0.5422992,-0.0803173
12,-0.7842117,-0.6349147,"('unsupportive', 'supportive')",-0.7842117,-0.6349147,0.149297
13,-0.6997477,-0.85307616,"('impolite', 'polite')",-0.6997477,-0.8530762,-0.1533285
14,-0.3205809,-0.47094834,"('antisocial', 'social')",-0.3205809,-0.4709483,-0.1503674
15,-0.22900787,-0.31235015,"('boring', 'funny')",-0.2290079,-0.3123502,-0.0833423
16,-1.2266389,-1.1951798,"('unpopular', 'popular')",-1.2266389,-1.1951798,0.0314591
17,-0.66304696,-0.67399913,"('nasty', 'nice')",-0.663047,-0.6739991,-0.0109521
18,-1.7043772,-1.852898,"('disagreeable', 'welcoming')",-1.7043772,-1.852898,-0.1485208
19,-2.0491443,-1.890911,"('inhospitable', 'hospitable')",-2.0491443,-1.890911,0.1582333
20,-0.6981557,-0.81518143,"('rough', 'thoughtful')",-0.6981557,-0.8151814,-0.1170257
21,-0.9822289,-1.110632,"('immoral', 'moral')",-0.9822289,-1.1106319,-0.128403
22,-0.94685036,-1.1285183,"('untrustworthy', 'trustworthy')",-0.9468504,-1.1285183,-0.1816679
23,-0.21144323,-0.5441536,"('insincere', 'sincere')",-0.2114432,-0.5441536,-0.3327104
24,-1.1716981,-1.4368325,"('dishonest', 'honest')",-1.1716981,-1.4368325,-0.2651344
25,-0.45379966,-0.64117485,"('egoistic', 'altruistic')",-0.4537997,-0.6411749,-0.1873752
26,0.18807255,0.05365455,"('hardhearted', 'benevolent')",0.1880725,0.0536546,-0.1344179
27,-0.0154463975,-0.3174174,"('hardhearted', 'softhearted')",-0.0154464,-0.3174174,-0.301971
28,-0.87040454,-0.98848706,"('disloyal', 'loyal')",-0.8704045,-0.9884871,-0.1180826
29,-1.3375618,-1.4504967,"('unfair', 'fair')",-1.3375618,-1.4504967,-0.1129349
30,-0.37906048,-0.45604387,"('intolerant', 'tolerant')",-0.3790605,-0.4560439,-0.0769834
31,-1.9361905,-1.7030234,"('evil', 'good')",-1.9361905,-1.7030234,0.2331671
32,-0.2843928,-0.5062971,"('unkind', 'kind')",-0.2843928,-0.5062971,-0.2219043
33,-0.023565892,-0.12704566,"('wrong', 'right')",-0.0235659,-0.1270457,-0.1034798
34,0.71138763,0.735265,"('mean', 'honorable')",0.7113876,0.735265,0.0238774
35,-0.30474007,-0.45647922,"('corrupt', 'incorrupt')",-0.3047401,-0.4564792,-0.1517391
36,-1.0372858,-0.9070781,"('hostile', 'amicable')",-1.0372858,-0.9070781,0.1302077
37,-0.98063916,-1.1585685,"('fake', 'genuine')",-0.9806392,-1.1585685,-0.1779293
38,-0.85246027,-0.80364054,"('untruthful', 'truthful')",-0.8524603,-0.8036405,0.0488198
39,-0.2866168,-0.44711244,"('exploitative', 'cooperative')",-0.2866168,-0.4471124,-0.1604956
40,-0.660872,-0.7438838,"('stingy', 'generous')",-0.660872,-0.7438838,-0.0830118
41,-0.5694832,-0.58092725,"('unforgiving', 'forgiving')",-0.5694832,-0.5809273,-0.0114441
