,trane_male,trane_female,tuple,technologies_male,technologies_female,plc_male,plc_female,average_male,average_female,female-male
0,-0.2651139,-0.34726074,"('unsociable', 'sociable')",-0.4266502,-0.52395904,-0.47185048,-0.6290756,-0.3878715,-0.5000985,-0.112227
1,-1.8185004,-1.8422097,"('unfriendly', 'friendly')",-0.32225168,-0.4367594,1.6221008,1.5235626,-0.1728837,-0.2518022,-0.0789185
2,0.644973,0.6683171,"('unlikable', 'likable')",0.32845613,0.3373031,0.75715494,0.75004447,0.5768613,0.5852216,0.0083603
3,-0.6192597,-0.5624225,"('repellent', 'pleasant')",-0.064127356,-0.01963687,-0.56578255,-0.5159305,-0.4163899,-0.3659966,0.0503933
4,-0.5241985,-0.5739532,"('disliked', 'liked')",-0.13454622,-0.19148597,-2.7899659,-2.9287705,-1.1495701,-1.2314032,-0.0818331
5,-1.7646697,-1.7002636,"('distant', 'outgoing')",-0.87708205,-0.80660546,0.11098491,0.095081806,-0.843589,-0.8039291,0.0396599
6,-1.9583076,-1.8822631,"('distant', 'open')",-1.3143766,-1.2760665,0.08372891,0.035720013,-1.0629851,-1.0408698,0.0221153
7,0.2713687,0.21510237,"('insensitive', 'sensitive')",0.36198914,0.35648024,-0.09816216,-0.08639835,0.1783986,0.1617281,-0.0166705
8,-1.0786905,-1.0754201,"('unaffectionate', 'affectionate')",-0.10548925,-0.13934359,0.5461806,0.4698763,-0.2126664,-0.2482958,-0.0356294
9,-1.5838553,-1.5899948,"('unaffectionate', 'caring')",-0.13257435,-0.20100842,0.7908608,0.71948636,-0.3085229,-0.3571723,-0.0486494
10,-0.6062356,-0.6450503,"('unsympathetic', 'sympathetic')",-0.74151736,-0.8108785,-1.1022104,-1.0881246,-0.8166545,-0.8480179,-0.0313634
11,-0.35880423,-0.39646512,"('unhelpful', 'helpful')",0.9058844,0.86997604,0.43438488,0.3646979,0.327155,0.2794029,-0.0477521
12,-0.3152473,-0.2613574,"('unsupportive', 'supportive')",0.74190915,0.809938,-1.2054521,-1.1890067,-0.2595967,-0.2134753,0.0461214
13,0.2677766,0.25939137,"('impolite', 'polite')",-0.14490178,-0.14081693,-0.8310211,-0.902943,-0.2360487,-0.2614562,-0.0254075
14,0.86061335,0.8461541,"('antisocial', 'social')",1.1657994,1.192531,0.700751,0.7129068,0.9090546,0.9171973,0.0081427
15,0.6574569,0.5186509,"('boring', 'funny')",0.18821068,0.09883161,0.58682483,0.43342707,0.4774975,0.3503032,-0.1271943
16,-0.72282887,-0.71703327,"('unpopular', 'popular')",-0.21359229,-0.23424228,0.10158886,-0.031583145,-0.2782774,-0.3276196,-0.0493422
17,-0.0848732,-0.076985374,"('nasty', 'nice')",-0.6187627,-0.59293354,-0.90765065,-0.96087086,-0.5370955,-0.5435966,-0.0065011
18,-0.52563465,-0.52798754,"('disagreeable', 'welcoming')",0.3125314,0.34715182,-0.80743414,-0.8704196,-0.3401791,-0.3504184,-0.0102393
19,-1.4861741,-1.5048182,"('inhospitable', 'hospitable')",-1.1807249,-1.2361187,-0.46008623,-0.5070523,-1.0423284,-1.0826631,-0.0403347
20,0.2812451,0.28356713,"('rough', 'thoughtful')",0.58005697,0.64525974,0.8539905,0.7964983,0.5717642,0.5751084,0.0033442
21,0.68906367,0.57770747,"('immoral', 'moral')",0.4803555,0.41385168,-1.2247157,-1.2068847,-0.0184322,-0.0717752,-0.053343
