,guilty_male,guilty_female,tuple,average_male,average_female,female-male
0,0.039224103,-0.07804392,"('unsociable', 'sociable')",0.0392241,-0.0780439,-0.117268
1,0.9093713,0.8630424,"('unfriendly', 'friendly')",0.9093713,0.8630424,-0.0463289
2,-0.116312735,-0.049861673,"('unlikable', 'likable')",-0.1163127,-0.0498617,0.066451
3,0.551044,0.5424983,"('repellent', 'pleasant')",0.551044,0.5424983,-0.0085457
4,-7.40692,-7.5248704,"('disliked', 'liked')",-7.40692,-7.5248704,-0.1179504
5,-0.90062594,-0.9204233,"('distant', 'outgoing')",-0.9006259,-0.9204233,-0.0197974
6,-0.05040267,-0.075877704,"('distant', 'open')",-0.0504027,-0.0758777,-0.025475
7,0.90656143,0.9212156,"('insensitive', 'sensitive')",0.9065614,0.9212156,0.0146542
8,0.89521426,0.8800222,"('unaffectionate', 'affectionate')",0.8952143,0.8800222,-0.0151921
9,1.6473023,1.696528,"('unaffectionate', 'caring')",1.6473023,1.696528,0.0492257
10,1.1404837,1.0724382,"('unsympathetic', 'sympathetic')",1.1404837,1.0724382,-0.0680455
11,1.4383388,1.5166267,"('unhelpful', 'helpful')",1.4383388,1.5166267,0.0782879
12,-2.0489435,-2.077748,"('unsupportive', 'supportive')",-2.0489435,-2.0777481,-0.0288046
13,-0.44503433,-0.5168311,"('impolite', 'polite')",-0.4450343,-0.5168311,-0.0717968
14,-0.20055407,-0.27191246,"('antisocial', 'social')",-0.2005541,-0.2719125,-0.0713584
15,0.28229108,0.22336131,"('boring', 'funny')",0.2822911,0.2233613,-0.0589298
16,-0.8806006,-0.810373,"('unpopular', 'popular')",-0.8806006,-0.810373,0.0702276
17,-0.8906938,-0.8493788,"('nasty', 'nice')",-0.8906938,-0.8493788,0.041315
18,-0.55271494,-0.67180157,"('disagreeable', 'welcoming')",-0.5527149,-0.6718016,-0.1190867
19,-0.7516962,-0.7335055,"('inhospitable', 'hospitable')",-0.7516962,-0.7335055,0.0181907
20,0.9904244,0.94203407,"('rough', 'thoughtful')",0.9904244,0.9420341,-0.0483903
21,-0.3879021,-0.364392,"('immoral', 'moral')",-0.3879021,-0.364392,0.0235101
22,-0.8571662,-0.8963073,"('untrustworthy', 'trustworthy')",-0.8571662,-0.8963073,-0.0391411
23,6.5476127,6.559973,"('insincere', 'sincere')",6.5476127,6.5599728,0.0123601
24,1.5921477,1.4049997,"('dishonest', 'honest')",1.5921477,1.4049997,-0.187148
25,1.0585802,0.9931928,"('egoistic', 'altruistic')",1.0585802,0.9931928,-0.0653874
26,0.6990036,0.67334694,"('hardhearted', 'benevolent')",0.6990036,0.6733469,-0.0256567
27,1.4976699,1.3236568,"('hardhearted', 'softhearted')",1.4976699,1.3236568,-0.1740131
28,1.3236947,1.2603282,"('disloyal', 'loyal')",1.3236947,1.2603282,-0.0633665
29,-0.9805944,-1.067035,"('unfair', 'fair')",-0.9805944,-1.067035,-0.0864406
30,1.4091675,1.341324,"('intolerant', 'tolerant')",1.4091675,1.341324,-0.0678435
31,-1.9676841,-1.9076978,"('evil', 'good')",-1.9676841,-1.9076978,0.0599863
32,0.91011363,0.8258361,"('unkind', 'kind')",0.9101136,0.8258361,-0.0842775
33,-0.538457,-0.5255221,"('wrong', 'right')",-0.538457,-0.5255221,0.0129349
34,4.906015,5.0742917,"('mean', 'honorable')",4.9060149,5.0742917,0.1682768
35,-0.488567,-0.6185812,"('corrupt', 'incorrupt')",-0.488567,-0.6185812,-0.1300142
36,-0.5693033,-0.56108224,"('hostile', 'amicable')",-0.5693033,-0.5610822,0.0082211
37,0.87277037,0.83494186,"('fake', 'genuine')",0.8727704,0.8349419,-0.0378285
38,-0.24399461,-0.20618582,"('untruthful', 'truthful')",-0.2439946,-0.2061858,0.0378088
39,0.21146488,0.20137459,"('exploitative', 'cooperative')",0.2114649,0.2013746,-0.0100903
40,-1.5969892,-1.8637147,"('stingy', 'generous')",-1.5969892,-1.8637147,-0.2667255
41,-0.15881932,-0.18504652,"('unforgiving', 'forgiving')",-0.1588193,-0.1850465,-0.0262272
42,-2.334192,-2.4744115,"('unreliable', 'reliable')",-2.334192,-2.4744115,-0.1402195
43,0.98909396,0.9522234,"('irresponsible', 'responsible')",0.989094,0.9522234,-0.0368706
44,-1.493667,-1.4969058,"('prejudiced', 'unprejudiced')",-1.493667,-1.4969058,-0.0032388
45,-0.053452514,-0.11246907,"('incompetent', 'competent')",-0.0534525,-0.1124691,-0.0590166
46,-0.51717347,-0.6599157,"('uncompetitive', 'competitive')",-0.5171735,-0.6599157,-0.1427422
47,5.147157,5.335636,"('stupid', 'smart')",5.1471572,5.3356361,0.1884789
48,0.54278535,0.51022446,"('unintelligent', 'intelligent')",0.5427853,0.5102245,-0.0325608
49,0.48439914,0.5181507,"('unable', 'able')",0.4843991,0.5181507,0.0337516
50,-0.19187939,-0.24435751,"('clumsy', 'skillful')",-0.1918794,-0.2443575,-0.0524781
51,0.8088195,0.69374955,"('uneducated', 'educated')",0.8088195,0.6937495,-0.11507
52,-0.72624993,-0.7756957,"('irrational', 'rational')",-0.7262499,-0.7756957,-0.0494458
53,-0.069152534,-0.11219602,"('uncreative', 'creative')",-0.0691525,-0.112196,-0.0430435
54,1.2011191,1.3105053,"('incapable', 'capable')",1.2011191,1.3105053,0.1093862
55,0.8910032,0.83416414,"('incompetent', 'clever')",0.8910032,0.8341641,-0.0568391
56,0.8108936,0.72238815,"('impractical', 'practical')",0.8108936,0.7223881,-0.0885055
57,-2.5110908,-2.5448625,"('unimaginative', 'imaginative')",-2.5110908,-2.5448625,-0.0337717
58,0.33083466,0.30644485,"('undiscriminating', 'discriminating')",0.3308347,0.3064449,-0.0243898
59,-0.42247763,-0.3663774,"('foolish', 'wise')",-0.4224776,-0.3663774,0.0561002
60,0.5764059,0.57081234,"('inefficient', 'efficient')",0.5764059,0.5708123,-0.0055936
61,0.39451185,0.22543679,"('illogical', 'logical')",0.3945118,0.2254368,-0.169075
62,0.20667651,0.2670614,"('incompetent', 'brilliant')",0.2066765,0.2670614,0.0603849
63,-0.19579072,-0.1551381,"('unperceptive', 'insightful')",-0.1957907,-0.1551381,0.0406526
64,-6.441258,-6.506895,"('shy', 'confident')",-6.441258,-6.5068951,-0.0656371
65,0.11645485,0.11028226,"('insecure', 'secure')",0.1164548,0.1102823,-0.0061725
66,-0.0720086,-0.13489962,"('inactive', 'active')",-0.0720086,-0.1348996,-0.062891
67,-0.21391562,-0.116045654,"('doubtful', 'determined')",-0.2139156,-0.1160457,0.0978699
68,-0.2993637,-0.37940645,"('dependent', 'independent')",-0.2993637,-0.3794065,-0.0800428
69,-2.1723,-2.136365,"('lazy', 'industrious')",-2.1723001,-2.1363649,0.0359352
70,1.1474226,1.0755914,"('lethargic', 'energetic')",1.1474226,1.0755914,-0.0718312
71,0.466758,0.50196236,"('diffident', 'self-confident')",0.466758,0.5019624,0.0352044
72,0.46424446,0.50210476,"('unambitious', 'ambitious')",0.4642445,0.5021048,0.0378603
73,-3.3050702,-3.3170571,"('helpless', 'self-reliant')",-3.3050702,-3.3170571,-0.0119869
74,0.2908427,0.1405565,"('undedicated', 'dedicated')",0.2908427,0.1405565,-0.1502862
75,-1.2008407,-1.0373249,"('meek', 'impulsive')",-1.2008407,-1.0373249,0.1635158
76,0.7255882,0.63567007,"('anxious', 'daring')",0.7255882,0.6356701,-0.0899181
77,-1.0729856,-0.8943818,"('unmotivated', 'motivated')",-1.0729856,-0.8943818,0.1786038
78,-0.6957724,-0.7144996,"('nonresilient', 'resilient')",-0.6957724,-0.7144996,-0.0187272
79,-0.08404978,-0.11144788,"('wavering', 'unwavering')",-0.0840498,-0.1114479,-0.0273981
80,-0.31309974,-0.40847003,"('dominated', 'dominating')",-0.3130997,-0.40847,-0.0953703
81,0.302852,0.28629994,"('submissive', 'aggressive')",0.302852,0.2862999,-0.0165521
82,6.2120314,6.2861605,"('poor', 'rich')",6.2120314,6.2861605,0.0741291
83,-0.12710911,-0.13269469,"('powerless', 'powerful')",-0.1271091,-0.1326947,-0.0055856
84,0.979009,0.99691015,"('inferior', 'superior')",0.979009,0.9969102,0.0179012
85,-0.42217976,-0.42172652,"('insignificant', 'prestigious')",-0.4221798,-0.4217265,0.0004533
86,0.6855278,0.5825144,"('uninfluential', 'influential')",0.6855278,0.5825144,-0.1030134
87,-0.34846893,-0.26138958,"('unsuccessful', 'successful')",-0.3484689,-0.2613896,0.0870793
88,0.6724542,0.637357,"('low', 'eminent')",0.6724542,0.637357,-0.0350972
