,pepco_male,pepco_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,0.020301536,-0.18171827,"('unsociable', 'sociable')",0.4179096,0.13851288,-0.26534754,-0.4568651,0.0576212,-0.1666902,-0.2243114
1,-0.8717734,-0.8925827,"('unfriendly', 'friendly')",0.32466656,0.21446152,1.4311457,1.2247577,0.2946796,0.1822122,-0.1124674
2,0.88641775,1.0075237,"('unlikable', 'likable')",1.8291926,1.9984741,0.9310217,1.1089934,1.2155441,1.3716637,0.1561196
3,-0.14129585,-0.17472209,"('repellent', 'pleasant')",0.79575366,0.7913425,0.3025774,0.37589845,0.3190117,0.3308396,0.0118279
4,-0.2197732,-0.2198721,"('disliked', 'liked')",-0.3134032,-0.31116554,-6.029738,-5.9144144,-2.1876381,-2.1484841,0.039154
5,-0.74700284,-0.65193266,"('distant', 'outgoing')",-0.91473925,-0.8262708,-0.23402539,-0.17505875,-0.6319225,-0.5510874,0.0808351
6,-1.5077219,-1.3997098,"('distant', 'open')",-1.2268784,-1.1260283,0.38606057,0.38825998,-0.7828466,-0.7124928,0.0703538
7,-0.19410083,-0.26993415,"('insensitive', 'sensitive')",0.76700497,0.688405,0.6150276,0.44097948,0.3959773,0.2864834,-0.1094939
8,-0.8521999,-0.8263464,"('unaffectionate', 'affectionate')",-0.6812056,-0.6077996,0.3277518,0.25825495,-0.4018846,-0.3919636,0.009921
9,-0.67305267,-0.74848735,"('unaffectionate', 'caring')",0.21300173,0.0974452,0.890859,0.83185947,0.1436027,0.0602724,-0.0833303
10,0.1644728,-0.074902475,"('unsympathetic', 'sympathetic')",0.5026824,0.38739166,0.008520409,-0.11308424,0.2252252,0.0664683,-0.1587569
11,0.60583395,0.5526675,"('unhelpful', 'helpful')",-0.05552191,-0.0986799,2.002079,2.061267,0.850797,0.8384182,-0.0123788
12,0.37618303,0.3463537,"('unsupportive', 'supportive')",0.4832381,0.56186557,-1.6142093,-1.600727,-0.2515961,-0.2308359,0.0207602
13,0.45873192,0.30775502,"('impolite', 'polite')",0.38500303,0.24849871,0.12892601,0.03911851,0.3242203,0.1984574,-0.1257629
14,0.3387158,0.30927157,"('antisocial', 'social')",2.1660635,2.1406994,-0.38148552,-0.4583621,0.7077646,0.6638696,-0.043895
15,0.030076496,0.04439149,"('boring', 'funny')",-1.3518416,-1.350534,0.47170493,0.41432193,-0.2833534,-0.2972735,-0.0139201
16,-1.0597962,-0.92506,"('unpopular', 'popular')",-0.84188247,-0.65566623,0.4334176,0.5012023,-0.4894204,-0.3598413,0.1295791
17,0.031220362,0.14392795,"('nasty', 'nice')",-1.0892053,-0.8890932,-0.49132788,-0.3875979,-0.5164376,-0.3775877,0.1388499
18,-0.4127845,-0.38157567,"('disagreeable', 'welcoming')",-0.09512925,0.020477079,-0.25934207,-0.2326852,-0.2557519,-0.1979279,0.057824
19,-1.1237932,-1.025878,"('inhospitable', 'hospitable')",-1.1047555,-0.9570735,-0.11419558,-0.03348208,-0.7809148,-0.6721445,0.1087703
20,0.04917431,0.082568735,"('rough', 'thoughtful')",0.340363,0.48568705,1.027908,0.9849059,0.4724818,0.5177205,0.0452387
21,0.98960066,0.84598774,"('immoral', 'moral')",0.7829128,0.71167284,-0.3968043,-0.48152602,0.4585697,0.3587115,-0.0998582
22,0.5108749,0.4038523,"('untrustworthy', 'trustworthy')",-0.0014307783,-0.06971088,-0.96035206,-1.0424818,-0.1503026,-0.2361134,-0.0858108
23,-0.026195044,-0.17168872,"('insincere', 'sincere')",0.41539174,0.23153046,5.5715294,5.357826,1.9869088,1.8058893,-0.1810195
24,0.72992504,0.58948517,"('dishonest', 'honest')",-0.12706637,-0.18084048,0.7212963,0.5946411,0.441385,0.3344286,-0.1069564
25,-0.58049023,-0.5434117,"('egoistic', 'altruistic')",0.36871058,0.33436772,1.3625858,1.2989755,0.3836021,0.3633105,-0.0202916
26,-0.72062427,-0.747462,"('hardhearted', 'benevolent')",1.5447031,1.5289342,1.3991278,1.2478415,0.7410689,0.6764379,-0.064631
27,0.082232304,0.057772934,"('hardhearted', 'softhearted')",0.20814537,0.21579233,1.381204,1.2404311,0.5571939,0.5046655,-0.0525284
28,-0.83930784,-0.95923406,"('disloyal', 'loyal')",-0.0012078304,-0.21879342,1.1534362,0.94322246,0.1043068,-0.0782683,-0.1825751
29,-0.10196887,-0.072494626,"('unfair', 'fair')",-0.5310227,-0.51162255,-0.43264398,-0.6380749,-0.3552119,-0.4073973,-0.0521854
30,1.0179429,0.95052654,"('intolerant', 'tolerant')",2.100108,2.0681438,1.2245182,1.2719646,1.447523,1.4302117,-0.0173113
31,-1.3162336,-1.1551572,"('evil', 'good')",-1.7624896,-1.6953398,-1.4427654,-1.5518918,-1.5071629,-1.4674629,0.0397
32,0.51338655,0.38274252,"('unkind', 'kind')",0.89550483,0.7500724,1.0237128,0.82403475,0.8108681,0.6522832,-0.1585849
33,0.08180207,0.029527524,"('wrong', 'right')",0.016350769,0.043760695,-0.6389013,-0.7031229,-0.1802495,-0.2099449,-0.0296954
34,-0.2324172,-0.032478414,"('mean', 'honorable')",0.24672785,0.44074965,6.141726,6.220291,2.0520123,2.2095208,0.1575085
35,-0.991122,-0.8717898,"('corrupt', 'incorrupt')",-1.9546267,-1.8202293,-0.27414492,-0.39106196,-1.0732979,-1.0276937,0.0456042
36,-1.5633163,-1.4850543,"('hostile', 'amicable')",-1.4657028,-1.4888175,0.26364487,0.07088195,-0.9217914,-0.9676633,-0.0458719
37,0.075502425,-0.02524117,"('fake', 'genuine')",0.005990736,0.046871178,0.44194904,0.3992989,0.1744807,0.1403096,-0.0341711
38,-0.15624267,-0.17204079,"('untruthful', 'truthful')",-0.42834255,-0.43657926,0.19744848,0.25034067,-0.1290456,-0.1194265,0.0096191
39,1.3585566,1.3668935,"('exploitative', 'cooperative')",-0.105906524,-0.08141591,-0.28951982,-0.28632355,0.3210435,0.3330514,0.0120079
40,0.21796079,0.14947899,"('stingy', 'generous')",0.5064215,0.43519783,-1.3970642,-1.5128462,-0.2242273,-0.3093898,-0.0851625
41,0.19732499,0.23706007,"('unforgiving', 'forgiving')",0.09453565,0.13687637,0.47920758,0.43218523,0.2570227,0.2687072,0.0116845
42,1.1054839,1.0795208,"('unreliable', 'reliable')",1.5675043,1.7439368,-2.4337296,-2.2714834,0.0797528,0.1839914,0.1042386
43,0.6905083,0.6851136,"('irresponsible', 'responsible')",0.5103674,0.5828235,0.723722,0.6829433,0.6415326,0.6502935,0.0087609
44,0.6182705,0.65523654,"('prejudiced', 'unprejudiced')",-0.83101416,-0.67402667,-1.4712884,-1.40196,-0.561344,-0.4735834,0.0877606
45,-0.27635548,-0.29808554,"('incompetent', 'competent')",0.58447087,0.47754055,-0.14248846,-0.27101985,0.055209,-0.0305216,-0.0857306
46,0.35184562,0.27599788,"('uncompetitive', 'competitive')",1.6229682,1.5695565,-0.0306983,0.0025623199,0.6480385,0.6160389,-0.0319996
47,0.28227887,0.3809585,"('stupid', 'smart')",0.9292897,0.987128,5.6444383,5.576295,2.2853355,2.3147939,0.0294584
48,0.12673113,0.06689106,"('unintelligent', 'intelligent')",-0.1828399,-0.23406082,0.32119668,0.25190076,0.0883626,0.0282437,-0.0601189
49,-0.5347056,-0.38357335,"('unable', 'able')",-0.8346355,-0.6849716,-0.33264956,-0.16504194,-0.5673302,-0.4111956,0.1561346
50,-0.32883838,-0.30611867,"('clumsy', 'skillful')",-0.10629515,-0.045250848,-0.04315545,0.033764366,-0.1594297,-0.1058684,0.0535613
51,-0.62085164,-0.81434065,"('uneducated', 'educated')",0.8639313,0.73661983,0.465148,0.41083091,0.2360759,0.1110367,-0.1250392
52,-0.8243171,-0.9357852,"('irrational', 'rational')",-1.2271754,-1.2899272,-0.13554032,-0.28848037,-0.7290109,-0.8380642,-0.1090533
53,-0.7525066,-0.7067549,"('uncreative', 'creative')",0.5431243,0.56010664,1.1683317,1.0657351,0.3196498,0.3063623,-0.0132875
