,scana_male,scana_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.4731114,-0.57630336,"('unsociable', 'sociable')",-0.18447515,-0.34158584,-0.3287933,-0.4589446,-0.1301513
1,-2.0934062,-2.2223115,"('unfriendly', 'friendly')",0.9143609,0.7421743,-0.5895227,-0.7400686,-0.1505459
2,0.28112388,0.19844817,"('unlikable', 'likable')",0.79247046,0.747953,0.5367972,0.4732006,-0.0635966
3,0.44457874,0.675669,"('repellent', 'pleasant')",0.63969946,0.6465046,0.5421391,0.6610868,0.1189477
4,-0.4370195,-0.4714039,"('disliked', 'liked')",-5.6191673,-5.646902,-3.0280933,-3.0591531,-0.0310598
5,-2.3852346,-2.4793134,"('distant', 'outgoing')",-0.60991347,-0.5584991,-1.4975741,-1.5189062,-0.0213321
6,-2.3801558,-2.4723182,"('distant', 'open')",-0.7617816,-0.76513875,-1.5709686,-1.6187284,-0.0477598
7,0.011648815,0.260113,"('insensitive', 'sensitive')",0.06987156,0.07783419,0.0407602,0.1689736,0.1282134
8,-1.283497,-1.4775298,"('unaffectionate', 'affectionate')",0.19529478,0.054044757,-0.5441011,-0.7117425,-0.1676414
9,-1.6794833,-1.8131728,"('unaffectionate', 'caring')",0.5103349,0.43470812,-0.5845742,-0.6892323,-0.1046581
10,-0.6245955,-0.49266335,"('unsympathetic', 'sympathetic')",-0.8441811,-0.9622325,-0.7343884,-0.7274479,0.0069405
11,-0.3252224,-0.30334976,"('unhelpful', 'helpful')",1.5104138,1.4828197,0.5925957,0.589735,-0.0028607
12,-0.6077427,-0.44842973,"('unsupportive', 'supportive')",-2.0025632,-2.0234754,-1.305153,-1.2359526,0.0692004
13,-0.072390676,-0.19380575,"('impolite', 'polite')",-0.5794301,-0.541706,-0.3259104,-0.3677559,-0.0418455
14,1.4176369,1.5211343,"('antisocial', 'social')",0.5313012,0.44468215,0.9744691,0.9829082,0.0084391
15,-0.43115,-0.6628729,"('boring', 'funny')",0.30106542,0.23701629,-0.0650423,-0.2129283,-0.147886
16,-0.63257515,-0.7068181,"('unpopular', 'popular')",0.58844376,0.57822615,-0.0220657,-0.064296,-0.0422303
17,-0.27917406,-0.2681291,"('nasty', 'nice')",-0.49037004,-0.4476802,-0.3847721,-0.3579047,0.0268674
18,-0.4347359,-0.3883676,"('disagreeable', 'welcoming')",-0.45373833,-0.5226339,-0.4442371,-0.4555008,-0.0112637
19,-1.8909091,-2.0017695,"('inhospitable', 'hospitable')",-0.81355447,-0.80572957,-1.3522317,-1.4037496,-0.0515179
20,0.68785125,0.73337793,"('rough', 'thoughtful')",0.6725447,0.56142914,0.680198,0.6474035,-0.0327945
21,0.49994016,0.5512877,"('immoral', 'moral')",-0.24317497,-0.28479758,0.1283826,0.1332451,0.0048625
