,ptc_male,ptc_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.46503994,0.26412538,"('unsociable', 'sociable')",-0.04159335,-0.21536902,0.2117233,0.0243782,-0.1873451
1,-0.64415354,-0.79816943,"('unfriendly', 'friendly')",1.5564377,1.3394785,0.4561421,0.2706545,-0.1854876
2,1.2910842,1.3272167,"('unlikable', 'likable')",1.0019022,1.0909859,1.1464932,1.2091013,0.0626081
3,0.43272558,0.4803023,"('repellent', 'pleasant')",0.37170094,0.42197254,0.4022133,0.4511374,0.0489241
4,0.33839017,0.32610393,"('disliked', 'liked')",-5.799674,-5.8536453,-2.7306418,-2.7637706,-0.0331288
5,-1.0733805,-1.0229009,"('distant', 'outgoing')",-0.47048807,-0.49303088,-0.7719343,-0.7579659,0.0139684
6,-1.5349915,-1.4527549,"('distant', 'open')",-0.17723176,-0.22502565,-0.8561116,-0.8388903,0.0172213
7,0.41306883,0.3547203,"('insensitive', 'sensitive')",0.4926516,0.5024959,0.4528602,0.4286081,-0.0242521
8,-1.2880983,-1.2862302,"('unaffectionate', 'affectionate')",0.44304457,0.343943,-0.4225269,-0.4711436,-0.0486167
9,-0.5652652,-0.61985993,"('unaffectionate', 'caring')",1.1862509,1.1286765,0.3104929,0.2544083,-0.0560846
10,0.026359722,0.0021686377,"('unsympathetic', 'sympathetic')",-0.4865679,-0.45051962,-0.2301041,-0.2241755,0.0059286
11,1.2251701,1.1644127,"('unhelpful', 'helpful')",2.206495,2.278759,1.7158326,1.7215859,0.0057533
12,0.35135645,0.42935592,"('unsupportive', 'supportive')",-1.8844492,-1.8660337,-0.7665464,-0.7183388,0.0482076
13,0.46742314,0.39051473,"('impolite', 'polite')",-0.3509598,-0.32747626,0.0582317,0.0315192,-0.0267125
14,1.4594167,1.3453463,"('antisocial', 'social')",-0.07080643,-0.117351815,0.6943052,0.6139973,-0.0803079
15,0.82422376,0.74168056,"('boring', 'funny')",1.1551268,1.1048994,0.9896753,0.92329,-0.0663853
16,-0.50207376,-0.4393999,"('unpopular', 'popular')",0.9399865,0.91576207,0.2189564,0.2381811,0.0192247
17,0.21934414,0.2799803,"('nasty', 'nice')",-0.23580427,-0.24448504,-0.0082301,0.0177476,0.0259777
18,-1.1354252,-1.0591505,"('disagreeable', 'welcoming')",-0.404534,-0.47825503,-0.7699796,-0.7687027,0.0012769
19,-0.03348668,0.0011061728,"('inhospitable', 'hospitable')",-0.10156425,-0.084368244,-0.0675255,-0.041631,0.0258945
20,0.74490714,0.70987296,"('rough', 'thoughtful')",0.8958481,0.88290584,0.8203776,0.7963894,-0.0239882
21,1.1660085,1.1307148,"('immoral', 'moral')",-0.24729353,-0.20909399,0.4593575,0.4608104,0.0014529
22,0.4099231,0.4062557,"('untrustworthy', 'trustworthy')",-0.74121976,-0.7553959,-0.1656483,-0.1745701,-0.0089218
23,0.38440233,0.28355512,"('insincere', 'sincere')",5.8095355,5.702865,3.0969689,2.9932101,-0.1037588
24,0.019802924,-0.030879863,"('dishonest', 'honest')",0.6745632,0.69263196,0.3471831,0.3308761,-0.016307
25,-0.5106582,-0.5307747,"('egoistic', 'altruistic')",1.5118283,1.4177419,0.5005851,0.4434836,-0.0571015
26,0.64194214,0.4824346,"('hardhearted', 'benevolent')",1.8660064,1.7655259,1.2539742,1.1239803,-0.1299939
