,ust_male,ust_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.24984887,-0.41310725,"('unsociable', 'sociable')",-0.19017744,-0.36487445,-0.2200132,-0.3889908,-0.1689776
1,-0.9206058,-0.9365913,"('unfriendly', 'friendly')",1.6058512,1.5347384,0.3426227,0.2990735,-0.0435492
2,0.7723841,0.8489822,"('unlikable', 'likable')",0.737761,0.7617141,0.7550726,0.8053482,0.0502756
3,0.48944202,0.51735026,"('repellent', 'pleasant')",0.6646087,0.7119117,0.5770254,0.6146309,0.0376055
4,-0.11065056,-0.20824298,"('disliked', 'liked')",-6.659292,-6.760233,-3.3849714,-3.4842379,-0.0992665
5,-1.5029725,-1.4240896,"('distant', 'outgoing')",-0.58373135,-0.5872202,-1.0433519,-1.0056548,0.0376971
6,-1.8398895,-1.6878413,"('distant', 'open')",-0.22557957,-0.19126809,-1.0327345,-0.9395547,0.0931798
7,0.11664447,0.15280128,"('insensitive', 'sensitive')",0.59141695,0.62458456,0.3540307,0.3886929,0.0346622
8,-1.1653632,-1.1363121,"('unaffectionate', 'affectionate')",0.6714486,0.6432863,-0.2469573,-0.2465129,0.0004444
9,-1.0289463,-1.0048945,"('unaffectionate', 'caring')",0.95309675,0.98398715,-0.0379248,-0.0104537,0.0274711
10,0.37757185,0.34036106,"('unsympathetic', 'sympathetic')",-0.3006655,-0.27639505,0.0384532,0.031983,-0.0064702
11,0.5057475,0.5006356,"('unhelpful', 'helpful')",1.90895,2.017483,1.2073487,1.2590593,0.0517106
12,-0.27692723,-0.19783974,"('unsupportive', 'supportive')",-2.0345,-2.015561,-1.1557136,-1.1067004,0.0490132
13,0.21236256,0.15916461,"('impolite', 'polite')",-0.23673375,-0.19283454,-0.0121856,-0.016835,-0.0046494
14,0.43770534,0.34315354,"('antisocial', 'social')",-0.09005596,-0.2186183,0.1738247,0.0622676,-0.1115571
15,0.015512016,-0.024341192,"('boring', 'funny')",0.5122462,0.47883448,0.2638791,0.2272466,-0.0366325
16,-0.043920726,-0.11697362,"('unpopular', 'popular')",0.83826065,0.83002406,0.3971699,0.3565252,-0.0406447
17,-0.09837498,0.07771053,"('nasty', 'nice')",-0.49410462,-0.43334842,-0.2962398,-0.1778189,0.1184209
18,-0.6009383,-0.5471024,"('disagreeable', 'welcoming')",-0.25805086,-0.29029807,-0.4294946,-0.4187002,0.0107944
19,-0.99834657,-0.8496687,"('inhospitable', 'hospitable')",-0.3816588,-0.31081936,-0.6900027,-0.580244,0.1097587
20,0.39095503,0.49530482,"('rough', 'thoughtful')",1.389552,1.3702044,0.8902535,0.9327546,0.0425011
