,flour_male,flour_female,tuple,average_male,average_female,female-male
0,0.2729763,0.117851496,"('unsociable', 'sociable')",0.2729763,0.1178515,-0.1551248
1,1.277131,1.3117158,"('unfriendly', 'friendly')",1.277131,1.3117158,0.0345848
2,0.21016598,0.4227769,"('unlikable', 'likable')",0.210166,0.4227769,0.2126109
3,0.38354328,0.65642774,"('repellent', 'pleasant')",0.3835433,0.6564277,0.2728844
4,-7.379373,-7.5061207,"('disliked', 'liked')",-7.3793731,-7.5061207,-0.1267476
5,-0.61033034,-0.47390613,"('distant', 'outgoing')",-0.6103303,-0.4739061,0.1364242
6,-0.4344997,-0.26487866,"('distant', 'open')",-0.4344997,-0.2648787,0.169621
7,0.8357276,0.85025716,"('insensitive', 'sensitive')",0.8357276,0.8502572,0.0145296
8,1.1547434,1.1116534,"('unaffectionate', 'affectionate')",1.1547434,1.1116534,-0.04309
9,1.6297218,1.7079991,"('unaffectionate', 'caring')",1.6297218,1.7079991,0.0782773
10,1.1198077,1.3252547,"('unsympathetic', 'sympathetic')",1.1198077,1.3252547,0.205447
11,1.8995433,1.9617468,"('unhelpful', 'helpful')",1.8995433,1.9617468,0.0622035
12,-1.3818496,-1.3406327,"('unsupportive', 'supportive')",-1.3818496,-1.3406327,0.0412169
13,0.5162694,0.57148814,"('impolite', 'polite')",0.5162694,0.5714881,0.0552187
14,0.10578531,-0.09521022,"('antisocial', 'social')",0.1057853,-0.0952102,-0.2009955
15,0.5583284,0.39611477,"('boring', 'funny')",0.5583284,0.3961148,-0.1622136
16,-0.40061882,-0.36608693,"('unpopular', 'popular')",-0.4006188,-0.3660869,0.0345319
17,-0.32110965,-0.32963365,"('nasty', 'nice')",-0.3211097,-0.3296337,-0.008524
18,-1.0153687,-0.8757829,"('disagreeable', 'welcoming')",-1.0153687,-0.8757829,0.1395858
19,-0.67281073,-0.5871431,"('inhospitable', 'hospitable')",-0.6728107,-0.5871431,0.0856676
20,0.82243645,0.6686152,"('rough', 'thoughtful')",0.8224365,0.6686152,-0.1538213
21,-0.061432816,0.28839678,"('immoral', 'moral')",-0.0614328,0.2883968,0.3498296
22,-0.67345023,-0.6031497,"('untrustworthy', 'trustworthy')",-0.6734502,-0.6031497,0.0703005
23,6.3634205,6.499599,"('insincere', 'sincere')",6.3634205,6.499599,0.1361785
24,1.5560502,1.617563,"('dishonest', 'honest')",1.5560502,1.617563,0.0615128
25,0.45381284,0.47370774,"('egoistic', 'altruistic')",0.4538128,0.4737077,0.0198949
26,1.2059512,0.72188365,"('hardhearted', 'benevolent')",1.2059512,0.7218837,-0.4840675
27,1.245149,1.2518562,"('hardhearted', 'softhearted')",1.245149,1.2518562,0.0067072
28,1.4722183,1.3660876,"('disloyal', 'loyal')",1.4722183,1.3660876,-0.1061307
29,-0.6085701,-0.76534647,"('unfair', 'fair')",-0.6085701,-0.7653465,-0.1567764
30,0.8469138,0.9691291,"('intolerant', 'tolerant')",0.8469138,0.9691291,0.1222153
31,-1.3208107,-1.4786068,"('evil', 'good')",-1.3208107,-1.4786068,-0.1577961
32,1.5582327,1.4709661,"('unkind', 'kind')",1.5582327,1.4709661,-0.0872666
33,-0.3412582,-0.3622348,"('wrong', 'right')",-0.3412582,-0.3622348,-0.0209766
34,4.3754053,4.7008476,"('mean', 'honorable')",4.3754053,4.7008476,0.3254423
35,-0.95380914,-1.3164467,"('corrupt', 'incorrupt')",-0.9538091,-1.3164467,-0.3626376
36,-0.97427,-1.0195291,"('hostile', 'amicable')",-0.97427,-1.0195291,-0.0452591
37,1.0982096,1.1210781,"('fake', 'genuine')",1.0982096,1.1210781,0.0228685
38,0.003545016,0.088876754,"('untruthful', 'truthful')",0.003545,0.0888768,0.0853318
39,0.04411065,0.076605216,"('exploitative', 'cooperative')",0.0441106,0.0766052,0.0324946
40,-2.0813854,-2.2145338,"('stingy', 'generous')",-2.0813854,-2.2145338,-0.1331484
41,0.26039064,0.22349544,"('unforgiving', 'forgiving')",0.2603906,0.2234954,-0.0368952
42,-2.1595795,-2.118868,"('unreliable', 'reliable')",-2.1595795,-2.1188681,0.0407114
43,1.0426953,1.2795906,"('irresponsible', 'responsible')",1.0426953,1.2795906,0.2368953
44,-1.4173067,-1.3356527,"('prejudiced', 'unprejudiced')",-1.4173067,-1.3356527,0.081654
45,0.5776245,0.4277877,"('incompetent', 'competent')",0.5776245,0.4277877,-0.1498368
46,-0.61668307,-0.448048,"('uncompetitive', 'competitive')",-0.6166831,-0.448048,0.1686351
47,5.2862854,5.535433,"('stupid', 'smart')",5.2862854,5.5354328,0.2491474
48,0.7152727,0.73886025,"('unintelligent', 'intelligent')",0.7152727,0.7388602,0.0235875
49,-0.070024855,0.19295706,"('unable', 'able')",-0.0700249,0.1929571,0.262982
50,-0.23650298,-0.24580498,"('clumsy', 'skillful')",-0.236503,-0.245805,-0.009302
51,0.43029112,0.46085006,"('uneducated', 'educated')",0.4302911,0.4608501,0.030559
52,-0.568252,-0.680668,"('irrational', 'rational')",-0.568252,-0.680668,-0.112416
53,0.10347538,0.08824381,"('uncreative', 'creative')",0.1034754,0.0882438,-0.0152316
54,1.1887047,1.3803647,"('incapable', 'capable')",1.1887047,1.3803647,0.19166
55,0.8660932,0.97814757,"('incompetent', 'clever')",0.8660932,0.9781476,0.1120544
56,1.1131846,1.0091959,"('impractical', 'practical')",1.1131846,1.0091959,-0.1039887
57,-2.554566,-2.5651245,"('unimaginative', 'imaginative')",-2.5545659,-2.5651245,-0.0105586
58,0.16975485,0.035346877,"('undiscriminating', 'discriminating')",0.1697548,0.0353469,-0.1344079
59,-0.2220167,-0.18957998,"('foolish', 'wise')",-0.2220167,-0.18958,0.0324367
60,0.733947,1.072923,"('inefficient', 'efficient')",0.733947,1.0729229,0.3389759
61,0.18074879,0.04277687,"('illogical', 'logical')",0.1807488,0.0427769,-0.1379719
62,1.0266243,1.2395475,"('incompetent', 'brilliant')",1.0266243,1.2395475,0.2129232
63,0.42277622,0.60295796,"('unperceptive', 'insightful')",0.4227762,0.602958,0.1801818
64,-6.179803,-6.086812,"('shy', 'confident')",-6.1798029,-6.086812,0.0929909
65,0.3866835,0.42169487,"('insecure', 'secure')",0.3866835,0.4216949,0.0350114
66,-0.048893347,-0.23578526,"('inactive', 'active')",-0.0488933,-0.2357853,-0.186892
67,0.18757251,0.0492426,"('doubtful', 'determined')",0.1875725,0.0492426,-0.1383299
68,-1.0063425,-0.73778766,"('dependent', 'independent')",-1.0063425,-0.7377877,0.2685548
69,-2.0431259,-2.14543,"('lazy', 'industrious')",-2.0431259,-2.1454301,-0.1023042
70,0.9579493,1.0648565,"('lethargic', 'energetic')",0.9579493,1.0648565,0.1069072
