,cardinal_male,cardinal_female,tuple,health_male,health_female,inc_male,inc_female,average_male,average_female,female-male
0,0.36026818,0.32784343,"('unsociable', 'sociable')",0.7957548,0.63286406,-0.15846148,-0.3769425,0.3325205,0.1945883,-0.1379322
1,-0.5267905,-0.49933904,"('unfriendly', 'friendly')",0.705897,0.64365894,1.5429891,1.4799244,0.5740319,0.5414148,-0.0326171
2,0.8311492,0.83332324,"('unlikable', 'likable')",1.6352819,1.6543051,0.66798586,0.74196196,1.0448057,1.0765301,0.0317244
3,-0.5938218,-0.4118993,"('repellent', 'pleasant')",-0.8864937,-0.6978017,9.255484e-06,0.08476072,-0.4934354,-0.3416468,0.1517886
4,-0.97313166,-0.9873258,"('disliked', 'liked')",0.5574547,0.5777813,-6.0539246,-5.9613123,-2.1565339,-2.1236189,0.032915
5,-1.0049727,-1.0117334,"('distant', 'outgoing')",-0.1865115,-0.15430954,-0.3320645,-0.27074355,-0.5078496,-0.4789288,0.0289208
6,-1.4215147,-1.4008818,"('distant', 'open')",-0.27259555,-0.2218063,0.12978303,0.17163,-0.5214424,-0.483686,0.0377564
7,0.9559042,1.0256945,"('insensitive', 'sensitive')",0.22848602,0.37421063,0.92196655,0.9103235,0.7021189,0.7700762,0.0679573
8,-0.9965028,-1.028813,"('unaffectionate', 'affectionate')",-0.620715,-0.6918745,0.12788644,0.10604641,-0.4964438,-0.5382137,-0.0417699
9,0.07053797,0.12331723,"('unaffectionate', 'caring')",0.8165333,0.8404246,1.0774702,1.0865254,0.6548471,0.6834224,0.0285753
10,1.0385052,1.1943532,"('unsympathetic', 'sympathetic')",0.53930527,0.6620772,0.1474472,0.053083453,0.5750859,0.6365046,0.0614187
11,0.81024164,0.9174713,"('unhelpful', 'helpful')",0.58045083,0.66813165,2.0772343,2.0364091,1.1559756,1.2073374,0.0513618
12,1.5679737,1.7616618,"('unsupportive', 'supportive')",2.3385699,2.5493443,-1.3555595,-1.2882135,0.8503281,1.0075975,0.1572694
13,0.5778493,0.5464334,"('impolite', 'polite')",1.005359,0.910065,0.024576373,-0.11103182,0.5359282,0.4484889,-0.0874393
14,0.20261514,0.26400933,"('antisocial', 'social')",0.47628254,0.4722568,-0.3079863,-0.36178923,0.1236371,0.1248256,0.0011885
15,-0.17497924,-0.33073214,"('boring', 'funny')",0.2659968,0.11198405,0.62678164,0.5649035,0.2392664,0.1153851,-0.1238813
16,-1.7969322,-1.7990481,"('unpopular', 'popular')",-0.3964174,-0.32161075,0.39210922,0.41696462,-0.6004135,-0.5678981,0.0325154
17,-0.76109815,-0.7167419,"('nasty', 'nice')",-0.21112621,-0.03730727,-0.032086104,0.035424303,-0.3347702,-0.2395416,0.0952286
18,1.2359376,1.1547909,"('disagreeable', 'welcoming')",-0.32101429,-0.3043305,-0.1541014,-0.12009145,0.2536073,0.2434563,-0.010151
19,-0.35599843,-0.31833237,"('inhospitable', 'hospitable')",0.25677717,0.27145937,0.027586628,0.08072953,-0.0238782,0.0112855,0.0351637
20,0.165283,0.24484365,"('rough', 'thoughtful')",-0.27018428,-0.19258744,0.8749685,0.8533056,0.2566891,0.3018539,0.0451648
21,2.7602425,2.717077,"('immoral', 'moral')",1.8681376,1.8890475,0.06027063,0.034991756,1.5628835,1.5470387,-0.0158448
22,0.6715997,0.64676744,"('untrustworthy', 'trustworthy')",0.502327,0.49077848,-0.82918113,-0.8420512,0.1149152,0.0984982,-0.016417
23,1.7095081,1.7562505,"('insincere', 'sincere')",0.6711568,0.72513795,6.266593,6.1087117,2.8824193,2.8633668,-0.0190525
24,0.9965848,0.92644274,"('dishonest', 'honest')",0.7177113,0.725722,1.2459208,1.1284891,0.986739,0.9268847,-0.0598543
25,-0.69806904,-0.7274277,"('egoistic', 'altruistic')",-0.22511852,-0.23911786,1.327056,1.3238574,0.1346228,0.1191039,-0.0155189
26,1.1937989,1.0624766,"('hardhearted', 'benevolent')",1.3313241,1.3082435,1.6451759,1.6388726,1.3900997,1.336531,-0.0535687
27,0.36753583,0.39102685,"('hardhearted', 'softhearted')",0.66165394,0.76271856,1.6380836,1.6342907,0.8890912,0.9293454,0.0402542
28,0.36475083,0.34995264,"('disloyal', 'loyal')",-0.043478563,-0.10999925,0.8681877,0.71349114,0.3964867,0.3178148,-0.0786719
29,0.015064251,0.011269588,"('unfair', 'fair')",-0.042324632,-0.01369616,-0.48569512,-0.61721325,-0.1709852,-0.2065466,-0.0355614
30,0.50348413,0.57327443,"('intolerant', 'tolerant')",1.2122408,1.1725866,1.7877668,1.6530346,1.1678306,1.1329652,-0.0348654
