,mgm_male,mgm_female,tuple,resorts_male,resorts_female,international_male,international_female,average_male,average_female,female-male
0,1.820435,1.7018347,"('unsociable', 'sociable')",0.9697357,0.89209807,0.45565638,0.4663406,1.0819423,1.0200911,-0.0618512
1,0.7746158,0.7908373,"('unfriendly', 'friendly')",1.9554206,2.1000578,1.6003563,1.5642413,1.4434643,1.4850454,0.0415811
2,0.92244273,0.99736893,"('unlikable', 'likable')",1.4394051,1.4823655,0.4959618,0.5813418,0.9526032,1.0203587,0.0677555
3,-0.592792,-0.56249416,"('repellent', 'pleasant')",-1.3230704,-1.2508303,0.9024163,0.95705503,-0.3378154,-0.2854231,0.0523923
4,-0.34485286,-0.3457374,"('disliked', 'liked')",0.2453071,0.22964816,-7.203614,-7.117598,-2.4343867,-2.4112291,0.0231576
5,0.46293768,0.56592554,"('distant', 'outgoing')",1.7758658,1.8439797,-0.25229526,-0.19064169,0.6621694,0.7397545,0.0775851
6,0.7044233,0.81992376,"('distant', 'open')",1.6090324,1.7199222,0.120014355,0.129435,0.8111567,0.8897603,0.0786036
7,0.85699177,0.8239599,"('insensitive', 'sensitive')",0.17605728,0.24639666,0.3598265,0.38443995,0.4642919,0.4849322,0.0206403
8,1.1215043,1.1718855,"('unaffectionate', 'affectionate')",1.5851542,1.5788306,0.6030483,0.5552766,1.1032356,1.1019976,-0.001238
9,2.0067134,2.0409412,"('unaffectionate', 'caring')",2.180185,2.2031252,1.6558053,1.6414601,1.9475679,1.9618421,0.0142742
10,0.5486558,0.46131244,"('unsympathetic', 'sympathetic')",-1.9610806,-1.9168905,-0.22164032,-0.20972408,-0.5446884,-0.5551007,-0.0104123
11,-0.08966121,-0.10437494,"('unhelpful', 'helpful')",-0.8971348,-0.8956436,2.748981,2.7240615,0.587395,0.574681,-0.012714
12,1.6316174,1.614244,"('unsupportive', 'supportive')",1.0675359,1.1111748,-1.7215847,-1.6666063,0.3258562,0.3529375,0.0270813
13,0.3745654,0.26921707,"('impolite', 'polite')",-0.42478675,-0.46307546,0.73015106,0.7281701,0.2266432,0.1781039,-0.0485393
14,1.3220912,1.2282417,"('antisocial', 'social')",0.37361684,0.35691276,-0.1700975,-0.1663433,0.5085369,0.472937,-0.0355999
15,0.16559961,0.12925297,"('boring', 'funny')",0.8046342,0.70952463,0.17078453,0.17812265,0.3803395,0.3389668,-0.0413727
16,0.119288445,0.21483904,"('unpopular', 'popular')",2.1268363,2.197536,1.100784,1.2205873,1.1156362,1.2109874,0.0953512
17,-0.9860515,-0.9042593,"('nasty', 'nice')",-0.31055352,-0.26461774,-0.85174304,-0.77078474,-0.716116,-0.646554,0.069562
18,1.2275938,1.2207364,"('disagreeable', 'welcoming')",1.1715236,1.2306244,-0.3159247,-0.31284022,0.6943976,0.7128402,0.0184426
19,-1.0788068,-0.99285734,"('inhospitable', 'hospitable')",-1.1575614,-1.0933152,-0.3273023,-0.2616847,-0.8545568,-0.7826191,0.0719377
20,-0.38457224,-0.41320652,"('rough', 'thoughtful')",-0.75931686,-0.72172755,0.44116527,0.40373448,-0.2342413,-0.2437332,-0.0094919
21,0.3093771,0.21282348,"('immoral', 'moral')",-1.4933857,-1.52015,-0.25667292,-0.23531783,-0.4802272,-0.5142148,-0.0339876
22,-1.1726807,-1.2504568,"('untrustworthy', 'trustworthy')",-0.8088896,-0.7879175,-1.2045165,-1.275482,-1.062029,-1.1046189,-0.0425899
23,1.0904795,1.0327152,"('insincere', 'sincere')",-0.28856778,-0.2326023,6.4296045,6.2448406,2.4105055,2.3483178,-0.0621877
24,0.6284098,0.53840506,"('dishonest', 'honest')",-0.9302603,-0.96464795,0.3803113,0.19408785,0.0261536,-0.077385,-0.1035386
25,0.15208822,0.18793233,"('egoistic', 'altruistic')",1.4323995,1.4316049,0.78093886,0.73631334,0.7884755,0.7852836,-0.0031919
26,1.2127258,1.1665288,"('hardhearted', 'benevolent')",1.6503832,1.7881768,0.6585585,0.6200694,1.1738892,1.1915917,0.0177025
27,0.26231542,0.22423989,"('hardhearted', 'softhearted')",0.15287915,0.10900777,0.9347735,0.796067,0.4499894,0.3764382,-0.0735512
28,0.21645132,0.1124874,"('disloyal', 'loyal')",-0.111431025,-0.104135364,0.70304126,0.5235304,0.2693538,0.1772942,-0.0920596
29,-0.35853848,-0.36051476,"('unfair', 'fair')",0.21513346,0.22944823,-0.93978584,-1.0346992,-0.3610636,-0.3885886,-0.027525
30,1.4152884,1.2910421,"('intolerant', 'tolerant')",0.6029818,0.5588905,0.09775789,-0.029145213,0.7053427,0.6069291,-0.0984136
31,-1.5435717,-1.4060984,"('evil', 'good')",0.13112366,0.27362072,-2.0733993,-2.0617108,-1.1619492,-1.0647295,0.0972197
32,1.1385958,1.0722435,"('unkind', 'kind')",0.4788251,0.4490519,0.1355202,0.022092406,0.5843137,0.5144626,-0.0698511
33,1.2271906,1.1598693,"('wrong', 'right')",1.7232375,1.6747421,-0.3301715,-0.3512937,0.8734188,0.8277725,-0.0456463
34,-0.1010995,-0.042393345,"('mean', 'honorable')",-0.16547705,-0.105705716,6.139547,6.095201,1.9576567,1.9823674,0.0247107
35,-1.4739867,-1.4409868,"('corrupt', 'incorrupt')",0.21944457,0.20041718,-0.29318747,-0.38741767,-0.5159099,-0.5426624,-0.0267525
36,-0.3858764,-0.33059776,"('hostile', 'amicable')",1.1138787,1.2189665,0.8772078,0.86864877,0.53507,0.5856725,0.0506025
37,-0.4149853,-0.4430757,"('fake', 'genuine')",-1.3038908,-1.3539816,0.035423838,-0.06171774,-0.5611507,-0.6195917,-0.058441
38,0.34884357,0.4014665,"('untruthful', 'truthful')",-0.32396623,-0.30760634,0.76605386,0.77689135,0.2636437,0.2902505,0.0266068
39,0.3527423,0.36316565,"('exploitative', 'cooperative')",0.7053399,0.7213316,-0.049994178,-0.12598933,0.3360293,0.3195026,-0.0165267
40,1.0498043,0.99946094,"('stingy', 'generous')",1.077955,1.0879062,-2.105565,-2.0669854,0.0073981,0.0067939,-0.0006042
41,0.7302559,0.7068092,"('unforgiving', 'forgiving')",0.473445,0.5076269,0.1636967,0.15132597,0.4557992,0.455254,-0.0005452
42,0.8206493,0.78037274,"('unreliable', 'reliable')",0.47225747,0.45616326,-3.0609956,-3.0443227,-0.5893629,-0.6025956,-0.0132327
43,0.6733673,0.62027514,"('irresponsible', 'responsible')",-0.61561584,-0.6004167,0.3092314,0.2542171,0.1223276,0.0913585,-0.0309691
44,-1.3480668,-1.2833076,"('prejudiced', 'unprejudiced')",-0.5716978,-0.5465359,-0.72658354,-0.651183,-0.882116,-0.8270089,0.0551071
45,-1.0362079,-1.0839709,"('incompetent', 'competent')",-1.8061115,-1.6971909,-0.59542364,-0.6273061,-1.1459144,-1.1361559,0.0097585
46,0.8042471,0.7391848,"('uncompetitive', 'competitive')",-0.6821132,-0.64340353,0.4518918,0.5330792,0.1913419,0.2096202,0.0182783
47,0.101043426,0.077080406,"('stupid', 'smart')",-0.22239895,-0.13580307,5.362815,5.2963476,1.7471531,1.745875,-0.0012781
