,factset_male,factset_female,tuple,research_male,research_female,systems_male,systems_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.41386086,-0.62325585,"('unsociable', 'sociable')",0.052658036,-0.08314246,-0.28988582,-0.33128548,-0.31944856,-0.4167255,-0.2426343,-0.3636023,-0.120968
1,-1.4463073,-1.6454979,"('unfriendly', 'friendly')",-0.6211836,-0.80704606,-0.14521094,-0.37036914,2.0660396,1.8100469,-0.0366656,-0.2532166,-0.216551
2,0.039902702,0.11616443,"('unlikable', 'likable')",0.4495984,0.52121764,0.7897483,0.8217361,0.6639824,0.71300685,0.485808,0.5430312,0.0572232
3,-0.22887857,-0.09357338,"('repellent', 'pleasant')",0.39794752,0.6045369,0.50047445,0.71565664,0.08182235,0.25371197,0.1878414,0.370083,0.1822416
4,-0.46146423,-0.40705478,"('disliked', 'liked')",-0.5291847,-0.5296613,-0.46701714,-0.5008513,-5.4292226,-5.603178,-1.7217221,-1.7601863,-0.0384642
5,-0.56446916,-0.54015464,"('distant', 'outgoing')",-0.28138363,-0.29179063,-0.2939548,-0.3401543,0.2844209,0.25501662,-0.2138467,-0.2292707,-0.015424
6,-0.8609298,-0.79217863,"('distant', 'open')",-0.69359726,-0.6347726,-0.97696674,-1.030825,0.66130704,0.61741924,-0.4675466,-0.4600892,0.0074574
7,0.02669218,0.024300825,"('insensitive', 'sensitive')",0.8463762,0.9218136,-0.13158749,-0.009828284,0.51556844,0.60648894,0.3142623,0.3856938,0.0714315
8,-1.3737679,-1.4772561,"('unaffectionate', 'affectionate')",-0.564341,-0.7358441,-1.1197149,-1.2854087,0.3606313,0.18219787,-0.6742981,-0.8290778,-0.1547797
9,-1.0010623,-1.0930046,"('unaffectionate', 'caring')",0.47699323,0.3971724,-0.33282,-0.3908495,1.2043184,1.1761034,0.0868573,0.0223554,-0.0645019
10,-0.40143675,-0.497861,"('unsympathetic', 'sympathetic')",0.67297196,0.6711281,-1.1888068,-1.1237595,-0.2541958,-0.2061652,-0.2928668,-0.2891644,0.0037024
11,0.5239385,0.48505285,"('unhelpful', 'helpful')",0.6440445,0.6641487,0.6824777,0.695006,1.78613,1.8284805,0.9091477,0.918172,0.0090243
12,0.006291058,0.016612574,"('unsupportive', 'supportive')",0.46865648,0.6015499,0.21120107,0.33087948,-1.6655632,-1.6815894,-0.2448536,-0.1831369,0.0617167
13,0.92000246,0.78395957,"('impolite', 'polite')",0.35467824,0.3231308,0.5362922,0.49968413,0.20056567,0.21703325,0.5028846,0.4559519,-0.0469327
