,cummins_male,cummins_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.22848035,-0.3551253,"('unsociable', 'sociable')",-0.20992312,-0.3641072,-0.2192017,-0.3596162,-0.1404145
1,0.20864889,0.012482526,"('unfriendly', 'friendly')",1.7089432,1.5030063,0.9587961,0.7577444,-0.2010517
2,0.41991282,0.49227878,"('unlikable', 'likable')",0.21658026,0.28220835,0.3182465,0.3872436,0.0689971
3,-0.6039519,-0.49231702,"('repellent', 'pleasant')",0.09930224,0.18612179,-0.2523248,-0.1530976,0.0992272
4,0.24638358,0.1157514,"('disliked', 'liked')",-5.9109898,-5.965787,-2.832303,-2.9250178,-0.0927148
5,0.33281383,0.21613112,"('distant', 'outgoing')",-0.14340602,-0.27978876,0.0947039,-0.0318288,-0.1265327
6,-0.6438111,-0.7065036,"('distant', 'open')",0.3561476,0.17946856,-0.1438318,-0.2635175,-0.1196857
7,-0.4908866,-0.32181776,"('insensitive', 'sensitive')",0.68847626,0.6817098,0.0987948,0.179946,0.0811512
8,-1.1884682,-1.3067987,"('unaffectionate', 'affectionate')",0.44106513,0.34314656,-0.3737015,-0.4818261,-0.1081246
9,-0.19774404,-0.30211163,"('unaffectionate', 'caring')",1.1116637,1.0042017,0.4569598,0.351045,-0.1059148
10,-0.6775526,-0.5954725,"('unsympathetic', 'sympathetic')",0.31952018,0.2985744,-0.1790162,-0.1484491,0.0305671
11,0.07278764,0.15049456,"('unhelpful', 'helpful')",2.1690927,2.202528,1.1209402,1.1765113,0.0555711
12,0.027340652,0.0815907,"('unsupportive', 'supportive')",-1.4346313,-1.413076,-0.7036453,-0.6657427,0.0379026
13,0.07246648,0.06101694,"('impolite', 'polite')",-0.108983204,-0.12456228,-0.0182584,-0.0317727,-0.0135143
14,-0.27916276,-0.25721052,"('antisocial', 'social')",-0.7335685,-0.7109358,-0.5063657,-0.4840732,0.0222925
15,-0.31157306,-0.4081337,"('boring', 'funny')",0.3209229,0.21792336,0.0046749,-0.0951052,-0.0997801
16,-0.5394607,-0.5526885,"('unpopular', 'popular')",0.5343771,0.54281896,-0.0025418,-0.0049348,-0.002393
17,-0.57628745,-0.55331403,"('nasty', 'nice')",-0.14132926,-0.083600394,-0.3588083,-0.3184572,0.0403511
18,-1.3064209,-1.290356,"('disagreeable', 'welcoming')",-0.6078911,-0.7180537,-0.957156,-1.0042049,-0.0470489
19,-0.5407691,-0.62018925,"('inhospitable', 'hospitable')",0.06692858,0.032642152,-0.2369203,-0.2937736,-0.0568533
20,-0.2835469,-0.18676178,"('rough', 'thoughtful')",1.2048303,1.198912,0.4606417,0.5060751,0.0454334
21,-0.18790057,-0.10514387,"('immoral', 'moral')",-0.39733782,-0.3179023,-0.2926192,-0.2115231,0.0810961
22,-0.010447133,-0.0073430846,"('untrustworthy', 'trustworthy')",-1.3271664,-1.2995858,-0.6688068,-0.6534644,0.0153424
23,0.11358304,0.107249066,"('insincere', 'sincere')",5.927166,5.8570347,3.0203745,2.982142,-0.0382325
24,0.35791266,0.31933162,"('dishonest', 'honest')",0.8510998,0.7914854,0.6045063,0.5554085,-0.0490978
25,-0.2244811,-0.21151873,"('egoistic', 'altruistic')",0.9817717,0.9922106,0.3786453,0.3903459,0.0117006
26,0.71730584,0.647851,"('hardhearted', 'benevolent')",1.481952,1.3344984,1.0996289,0.9911747,-0.1084542
27,-0.6924826,-0.5301052,"('hardhearted', 'softhearted')",1.4193333,1.3971797,0.3634254,0.4335373,0.0701119
28,-0.3938754,-0.5655936,"('disloyal', 'loyal')",0.7845667,0.6610518,0.1953457,0.0477291,-0.1476166
