,prostacyclin_male,prostacyclin_female,tuple,average_male,average_female,female-male
0,-1.4081502,-1.4475147,"('unsociable', 'sociable')",-1.4081502,-1.4475147,-0.0393645
1,-0.8260085,-0.898107,"('unfriendly', 'friendly')",-0.8260085,-0.898107,-0.0720985
2,0.446644,0.44304425,"('unlikable', 'likable')",0.446644,0.4430442,-0.0035998
3,-1.4088539,-1.3114277,"('repellent', 'pleasant')",-1.4088539,-1.3114277,0.0974262
4,-0.5978973,-0.6365983,"('disliked', 'liked')",-0.5978973,-0.6365983,-0.038701
5,-0.0004172707,0.04358735,"('distant', 'outgoing')",-0.0004173,0.0435873,0.0440046
6,0.2002902,0.2393735,"('distant', 'open')",0.2002902,0.2393735,0.0390833
7,-2.2711775,-2.2149253,"('insensitive', 'sensitive')",-2.2711775,-2.2149253,0.0562522
8,-1.0709683,-1.2507076,"('unaffectionate', 'affectionate')",-1.0709683,-1.2507076,-0.1797393
9,-1.3614908,-1.468599,"('unaffectionate', 'caring')",-1.3614908,-1.468599,-0.1071082
10,-2.4249644,-2.3522518,"('unsympathetic', 'sympathetic')",-2.4249644,-2.3522518,0.0727126
11,-0.8143878,-0.8393886,"('unhelpful', 'helpful')",-0.8143878,-0.8393886,-0.0250008
12,-0.95554936,-0.8355587,"('unsupportive', 'supportive')",-0.9555494,-0.8355587,0.1199907
13,-1.451196,-1.4606289,"('impolite', 'polite')",-1.451196,-1.4606289,-0.0094329
14,-1.2036015,-1.1514558,"('antisocial', 'social')",-1.2036015,-1.1514558,0.0521457
15,0.5170116,0.41618603,"('boring', 'funny')",0.5170116,0.416186,-0.1008256
16,0.0966555,0.12347638,"('unpopular', 'popular')",0.0966555,0.1234764,0.0268209
17,-0.06636123,-0.063542284,"('nasty', 'nice')",-0.0663612,-0.0635423,0.0028189
18,-0.15888728,-0.15479065,"('disagreeable', 'welcoming')",-0.1588873,-0.1547907,0.0040966
19,-0.85801154,-0.845946,"('inhospitable', 'hospitable')",-0.8580115,-0.845946,0.0120655
20,-0.64080006,-0.6587274,"('rough', 'thoughtful')",-0.6408001,-0.6587274,-0.0179273
21,-0.82580775,-0.7686761,"('immoral', 'moral')",-0.8258078,-0.7686761,0.0571317
22,-0.9669849,-0.938892,"('untrustworthy', 'trustworthy')",-0.9669849,-0.938892,0.0280929
23,-0.82196677,-0.9079621,"('insincere', 'sincere')",-0.8219668,-0.9079621,-0.0859953
24,-0.9930367,-1.0345886,"('dishonest', 'honest')",-0.9930367,-1.0345886,-0.0415519
25,-0.10137018,-0.14389247,"('egoistic', 'altruistic')",-0.1013702,-0.1438925,-0.0425223
26,0.35614976,0.2839621,"('hardhearted', 'benevolent')",0.3561498,0.2839621,-0.0721877
27,-0.13111524,-0.18386383,"('hardhearted', 'softhearted')",-0.1311152,-0.1838638,-0.0527486
28,-1.2130882,-1.3413856,"('disloyal', 'loyal')",-1.2130882,-1.3413856,-0.1282974
29,-0.5064825,-0.48724568,"('unfair', 'fair')",-0.5064825,-0.4872457,0.0192368
30,-0.9683437,-1.0001798,"('intolerant', 'tolerant')",-0.9683437,-1.0001798,-0.0318361
31,-0.09958702,0.0352759,"('evil', 'good')",-0.099587,0.0352759,0.1348629
32,0.5980334,0.45604375,"('unkind', 'kind')",0.5980334,0.4560438,-0.1419896
33,0.18870421,0.15298522,"('wrong', 'right')",0.1887042,0.1529852,-0.035719
34,0.54837584,0.7245917,"('mean', 'honorable')",0.5483758,0.7245917,0.1762159
35,1.3509824,1.2692163,"('corrupt', 'incorrupt')",1.3509824,1.2692163,-0.0817661
36,-0.27761543,-0.25733507,"('hostile', 'amicable')",-0.2776154,-0.2573351,0.0202803
37,-0.36015862,-0.3549523,"('fake', 'genuine')",-0.3601586,-0.3549523,0.0052063
38,-0.7509622,-0.7475584,"('untruthful', 'truthful')",-0.7509622,-0.7475584,0.0034038
39,0.041015897,-0.04101439,"('exploitative', 'cooperative')",0.0410159,-0.0410144,-0.0820303
40,-0.2389221,-0.21000777,"('stingy', 'generous')",-0.2389221,-0.2100078,0.0289143
41,-0.5330379,-0.47956824,"('unforgiving', 'forgiving')",-0.5330379,-0.4795682,0.0534697
42,-0.2300201,-0.16727948,"('unreliable', 'reliable')",-0.2300201,-0.1672795,0.0627406
43,-1.072261,-1.0678146,"('irresponsible', 'responsible')",-1.072261,-1.0678146,0.0044464
44,0.81111825,0.80164045,"('prejudiced', 'unprejudiced')",0.8111182,0.8016405,-0.0094777
45,-1.7741922,-1.60779,"('incompetent', 'competent')",-1.7741922,-1.60779,0.1664022
46,-1.6532174,-1.5147496,"('uncompetitive', 'competitive')",-1.6532174,-1.5147496,0.1384678
47,0.9468914,0.9423189,"('stupid', 'smart')",0.9468914,0.9423189,-0.0045725
48,-0.53754705,-0.51226676,"('unintelligent', 'intelligent')",-0.5375471,-0.5122668,0.0252803
49,0.22056925,0.28205985,"('unable', 'able')",0.2205693,0.2820598,0.0614905
50,0.40290004,0.331357,"('clumsy', 'skillful')",0.4029,0.331357,-0.071543
51,-0.9330545,-0.9751626,"('uneducated', 'educated')",-0.9330545,-0.9751626,-0.0421081
