,disregard_male,disregard_female,tuple,average_male,average_female,female-male
22,-0.082465306,-0.10347817,"('untrustworthy', 'trustworthy')",-0.0824653,-0.1034782,-0.0210129
23,5.7677197,5.884187,"('insincere', 'sincere')",5.7677197,5.8841872,0.1164675
24,1.5401486,1.5094883,"('dishonest', 'honest')",1.5401486,1.5094883,-0.0306603
25,0.2801608,0.26267278,"('egoistic', 'altruistic')",0.2801608,0.2626728,-0.017488
26,0.5377418,0.3525815,"('hardhearted', 'benevolent')",0.5377418,0.3525815,-0.1851603
27,1.6683824,1.4495142,"('hardhearted', 'softhearted')",1.6683824,1.4495142,-0.2188682
28,1.025141,0.9946218,"('disloyal', 'loyal')",1.025141,0.9946218,-0.0305192
29,-0.45724875,-0.5695425,"('unfair', 'fair')",-0.4572487,-0.5695425,-0.1122938
30,0.67345923,0.73227423,"('intolerant', 'tolerant')",0.6734592,0.7322742,0.058815
31,-1.2451682,-1.3936857,"('evil', 'good')",-1.2451682,-1.3936857,-0.1485175
32,1.1004741,1.0561771,"('unkind', 'kind')",1.1004741,1.0561771,-0.044297
33,-0.5279432,-0.5447324,"('wrong', 'right')",-0.5279432,-0.5447324,-0.0167892
34,4.272235,4.46383,"('mean', 'honorable')",4.2722349,4.46383,0.1915951
35,-1.0008572,-1.2454085,"('corrupt', 'incorrupt')",-1.0008572,-1.2454085,-0.2445513
36,-0.76616883,-0.8836587,"('hostile', 'amicable')",-0.7661688,-0.8836587,-0.1174899
37,0.8917861,0.8747896,"('fake', 'genuine')",0.8917861,0.8747896,-0.0169965
38,-0.49665403,-0.3819326,"('untruthful', 'truthful')",-0.496654,-0.3819326,0.1147214
39,0.2122818,0.2781279,"('exploitative', 'cooperative')",0.2122818,0.2781279,0.0658461
40,-1.1407627,-1.367912,"('stingy', 'generous')",-1.1407627,-1.3679121,-0.2271494
41,0.2243458,0.19891526,"('unforgiving', 'forgiving')",0.2243458,0.1989153,-0.0254305
42,-1.5097702,-1.5753474,"('unreliable', 'reliable')",-1.5097702,-1.5753474,-0.0655772
43,1.1803763,1.2889329,"('irresponsible', 'responsible')",1.1803763,1.2889329,0.1085566
44,-0.79351175,-0.8143372,"('prejudiced', 'unprejudiced')",-0.7935117,-0.8143372,-0.0208255
45,0.53601885,0.39186597,"('incompetent', 'competent')",0.5360188,0.391866,-0.1441528
46,-0.30229735,-0.23453943,"('uncompetitive', 'competitive')",-0.3022974,-0.2345394,0.067758
47,4.699272,4.873689,"('stupid', 'smart')",4.6992722,4.8736892,0.174417
48,0.31643152,0.3223021,"('unintelligent', 'intelligent')",0.3164315,0.3223021,0.0058706
49,-0.16133776,-0.040467158,"('unable', 'able')",-0.1613378,-0.0404672,0.1208706
50,-0.17253682,-0.20734686,"('clumsy', 'skillful')",-0.1725368,-0.2073469,-0.0348101
51,0.1154587,0.11102073,"('uneducated', 'educated')",0.1154587,0.1110207,-0.004438
52,-0.37646458,-0.54826623,"('irrational', 'rational')",-0.3764646,-0.5482662,-0.1718016
53,-0.15009692,-0.20329589,"('uncreative', 'creative')",-0.1500969,-0.2032959,-0.053199
54,0.7802458,0.88978434,"('incapable', 'capable')",0.7802458,0.8897843,0.1095385
55,0.75008804,0.79686487,"('incompetent', 'clever')",0.750088,0.7968649,0.0467769
56,0.72032905,0.7691921,"('impractical', 'practical')",0.720329,0.7691921,0.0488631
57,-2.1551902,-2.2156293,"('unimaginative', 'imaginative')",-2.1551902,-2.2156293,-0.0604391
58,0.17826931,0.09172329,"('undiscriminating', 'discriminating')",0.1782693,0.0917233,-0.086546
59,-0.12869127,-0.11825224,"('foolish', 'wise')",-0.1286913,-0.1182522,0.0104391
60,0.6227891,0.8326824,"('inefficient', 'efficient')",0.6227891,0.8326824,0.2098933
61,0.23315078,0.09878181,"('illogical', 'logical')",0.2331508,0.0987818,-0.134369
62,0.9141865,1.0085288,"('incompetent', 'brilliant')",0.9141865,1.0085288,0.0943423
63,0.12679183,0.195797,"('unperceptive', 'insightful')",0.1267918,0.195797,0.0690052
64,-5.357173,-5.3365455,"('shy', 'confident')",-5.357173,-5.3365455,0.0206275
65,0.91176105,0.99726075,"('insecure', 'secure')",0.911761,0.9972607,0.0854997
66,-0.10415803,-0.25345644,"('inactive', 'active')",-0.104158,-0.2534564,-0.1492984
67,-0.7387583,-0.64397645,"('doubtful', 'determined')",-0.7387583,-0.6439764,0.0947819
68,-0.6440137,-0.57441056,"('dependent', 'independent')",-0.6440137,-0.5744106,0.0696031
69,-1.761405,-1.8199894,"('lazy', 'industrious')",-1.761405,-1.8199894,-0.0585844
70,1.6210035,1.5788745,"('lethargic', 'energetic')",1.6210035,1.5788745,-0.042129
71,0.48019028,0.43146148,"('diffident', 'self-confident')",0.4801903,0.4314615,-0.0487288
72,0.9398713,1.0349634,"('unambitious', 'ambitious')",0.9398713,1.0349634,0.0950921
73,-2.763698,-2.7848992,"('helpless', 'self-reliant')",-2.7636981,-2.7848992,-0.0212011
74,0.09690427,-0.020978529,"('undedicated', 'dedicated')",0.0969043,-0.0209785,-0.1178828
75,-0.6860616,-0.60543585,"('meek', 'impulsive')",-0.6860616,-0.6054358,0.0806258
76,0.74143535,0.7913054,"('anxious', 'daring')",0.7414353,0.7913054,0.0498701
77,-1.3605344,-1.1689962,"('unmotivated', 'motivated')",-1.3605344,-1.1689962,0.1915382
78,-0.79482955,-0.83855134,"('nonresilient', 'resilient')",-0.7948295,-0.8385513,-0.0437218
79,-0.252775,-0.2614664,"('wavering', 'unwavering')",-0.252775,-0.2614664,-0.0086914
80,-0.071084425,-0.12233892,"('dominated', 'dominating')",-0.0710844,-0.1223389,-0.0512545
81,0.021290183,0.17788935,"('submissive', 'aggressive')",0.0212902,0.1778893,0.1565991
82,5.9550447,6.087683,"('poor', 'rich')",5.9550447,6.0876832,0.1326385
83,-0.43598214,-0.38933378,"('powerless', 'powerful')",-0.4359821,-0.3893338,0.0466483
84,-0.006685283,0.039862644,"('inferior', 'superior')",-0.0066853,0.0398626,0.0465479
85,-1.2932056,-1.3841772,"('insignificant', 'prestigious')",-1.2932056,-1.3841772,-0.0909716
86,0.37996587,0.33467498,"('uninfluential', 'influential')",0.3799659,0.334675,-0.0452909
87,-0.33115065,-0.27537152,"('unsuccessful', 'successful')",-0.3311507,-0.2753715,0.0557792
88,-0.15489073,-0.06781044,"('low', 'eminent')",-0.1548907,-0.0678104,0.0870803
