,run_male,run_female,tuple,average_male,average_female,female-male
0,0.19875221,0.0461296,"('unsociable', 'sociable')",0.1987522,0.0461296,-0.1526226
1,0.6751055,0.6320024,"('unfriendly', 'friendly')",0.6751055,0.6320024,-0.0431031
2,-0.06472996,0.05667999,"('unlikable', 'likable')",-0.06473,0.05668,0.12141
3,0.928618,0.9103348,"('repellent', 'pleasant')",0.928618,0.9103348,-0.0182832
4,-6.671702,-6.7970943,"('disliked', 'liked')",-6.6717019,-6.7970943,-0.1253924
5,-0.99262446,-0.8373173,"('distant', 'outgoing')",-0.9926245,-0.8373173,0.1553072
6,-0.3149286,-0.24558786,"('distant', 'open')",-0.3149286,-0.2455879,0.0693407
7,1.1417739,1.1179072,"('insensitive', 'sensitive')",1.1417739,1.1179072,-0.0238667
8,0.73107713,0.66651815,"('unaffectionate', 'affectionate')",0.7310771,0.6665182,-0.0645589
9,1.4350418,1.478,"('unaffectionate', 'caring')",1.4350418,1.478,0.0429582
10,1.3693404,1.2795644,"('unsympathetic', 'sympathetic')",1.3693404,1.2795644,-0.089776
11,1.5952393,1.6940342,"('unhelpful', 'helpful')",1.5952393,1.6940342,0.0987949
12,-1.4311197,-1.4220973,"('unsupportive', 'supportive')",-1.4311197,-1.4220973,0.0090224
13,0.13297196,0.062946,"('impolite', 'polite')",0.132972,0.062946,-0.070026
14,0.3228833,0.23287521,"('antisocial', 'social')",0.3228833,0.2328752,-0.0900081
15,-0.009337224,-0.037516918,"('boring', 'funny')",-0.0093372,-0.0375169,-0.0281797
16,-0.13765931,-0.15005136,"('unpopular', 'popular')",-0.1376593,-0.1500514,-0.0123921
17,-0.25995228,-0.24250506,"('nasty', 'nice')",-0.2599523,-0.2425051,0.0174472
18,-0.59104985,-0.59796745,"('disagreeable', 'welcoming')",-0.5910498,-0.5979674,-0.0069176
19,-0.9088071,-0.72414935,"('inhospitable', 'hospitable')",-0.9088071,-0.7241493,0.1846578
20,0.9419846,0.7733889,"('rough', 'thoughtful')",0.9419846,0.7733889,-0.1685957
21,0.27499005,0.31309843,"('immoral', 'moral')",0.2749901,0.3130984,0.0381083
22,-0.055295344,-0.216349,"('untrustworthy', 'trustworthy')",-0.0552953,-0.216349,-0.1610537
23,5.832813,5.9580092,"('insincere', 'sincere')",5.8328128,5.9580092,0.1251964
24,1.6428285,1.5608764,"('dishonest', 'honest')",1.6428285,1.5608764,-0.0819521
25,0.19352046,0.115982756,"('egoistic', 'altruistic')",0.1935205,0.1159828,-0.0775377
26,0.9240818,0.78946835,"('hardhearted', 'benevolent')",0.9240818,0.7894683,-0.1346135
27,1.2637976,1.0093697,"('hardhearted', 'softhearted')",1.2637976,1.0093697,-0.2544279
28,1.0482188,1.0103345,"('disloyal', 'loyal')",1.0482188,1.0103345,-0.0378843
29,-0.4681115,-0.5931971,"('unfair', 'fair')",-0.4681115,-0.5931971,-0.1250856
30,0.82251817,0.83416075,"('intolerant', 'tolerant')",0.8225182,0.8341607,0.0116425
31,-1.8464732,-1.8150989,"('evil', 'good')",-1.8464732,-1.8150989,0.0313743
32,1.4780977,1.4725064,"('unkind', 'kind')",1.4780977,1.4725064,-0.0055913
33,-0.40457103,-0.39693817,"('wrong', 'right')",-0.404571,-0.3969382,0.0076328
34,4.374371,4.7117834,"('mean', 'honorable')",4.3743711,4.7117834,0.3374123
35,-1.320213,-1.4527533,"('corrupt', 'incorrupt')",-1.320213,-1.4527533,-0.1325403
36,-0.87831175,-0.89433247,"('hostile', 'amicable')",-0.8783118,-0.8943325,-0.0160207
37,1.0833814,1.0434918,"('fake', 'genuine')",1.0833814,1.0434918,-0.0398896
38,-0.16713136,-0.05928669,"('untruthful', 'truthful')",-0.1671314,-0.0592867,0.1078447
39,0.23601796,0.22028929,"('exploitative', 'cooperative')",0.236018,0.2202893,-0.0157287
40,-1.7430506,-1.9994441,"('stingy', 'generous')",-1.7430506,-1.9994441,-0.2563935
41,0.30674344,0.21348897,"('unforgiving', 'forgiving')",0.3067434,0.213489,-0.0932544
42,-1.7638725,-1.8947386,"('unreliable', 'reliable')",-1.7638725,-1.8947386,-0.1308661
43,0.9864823,1.0015885,"('irresponsible', 'responsible')",0.9864823,1.0015885,0.0151062
44,-1.1031394,-1.1748244,"('prejudiced', 'unprejudiced')",-1.1031394,-1.1748244,-0.071685
45,0.43056235,0.31526482,"('incompetent', 'competent')",0.4305623,0.3152648,-0.1152975
46,0.085470214,-0.04318386,"('uncompetitive', 'competitive')",0.0854702,-0.0431839,-0.1286541
47,4.8438954,5.0218434,"('stupid', 'smart')",4.8438954,5.0218434,0.177948
48,0.77638495,0.7197225,"('unintelligent', 'intelligent')",0.7763849,0.7197225,-0.0566624
49,0.30986005,0.44367582,"('unable', 'able')",0.3098601,0.4436758,0.1338157
50,-0.6233842,-0.5504646,"('clumsy', 'skillful')",-0.6233842,-0.5504646,0.0729196
51,0.5896318,0.62342525,"('uneducated', 'educated')",0.5896318,0.6234252,0.0337934
52,-1.1085058,-1.2677112,"('irrational', 'rational')",-1.1085058,-1.2677112,-0.1592054
53,-0.18260142,-0.22132967,"('uncreative', 'creative')",-0.1826014,-0.2213297,-0.0387283
54,0.8053295,0.9250941,"('incapable', 'capable')",0.8053295,0.9250941,0.1197646
55,1.0095007,0.9048484,"('incompetent', 'clever')",1.0095007,0.9048484,-0.1046523
56,0.78319263,0.78105295,"('impractical', 'practical')",0.7831926,0.7810529,-0.0021397
57,-2.1148381,-2.2604377,"('unimaginative', 'imaginative')",-2.1148381,-2.2604377,-0.1455996
58,-0.06684284,-0.06817315,"('undiscriminating', 'discriminating')",-0.0668428,-0.0681731,-0.0013303
59,-0.31603384,-0.20892663,"('foolish', 'wise')",-0.3160338,-0.2089266,0.1071072
60,1.0877514,1.1600854,"('inefficient', 'efficient')",1.0877514,1.1600854,0.072334
61,0.4035064,0.21988894,"('illogical', 'logical')",0.4035064,0.2198889,-0.1836175
62,0.83198035,0.878106,"('incompetent', 'brilliant')",0.8319803,0.878106,0.0461257
63,0.37637264,0.47061795,"('unperceptive', 'insightful')",0.3763726,0.4706179,0.0942453
64,-5.5323105,-5.595635,"('shy', 'confident')",-5.5323105,-5.5956349,-0.0633244
65,0.7316798,0.6368236,"('insecure', 'secure')",0.7316798,0.6368236,-0.0948562
66,0.1784531,0.11097909,"('inactive', 'active')",0.1784531,0.1109791,-0.067474
