,delphi_male,delphi_female,tuple,technologies_male,technologies_female,plc_male,plc_female,average_male,average_female,female-male
0,-1.0664109,-1.2391226,"('unsociable', 'sociable')",-0.42707485,-0.5734398,-0.87996066,-1.0088358,-0.7911488,-0.9404661,-0.1493173
1,-0.1625422,-0.37661898,"('unfriendly', 'friendly')",0.12644085,-0.1166571,2.3172398,2.1152482,0.7603795,0.5406574,-0.2197221
2,0.9655739,1.0272148,"('unlikable', 'likable')",0.13460371,0.16285922,0.32899714,0.35826588,0.4763916,0.5161133,0.0397217
3,-0.68621993,-0.6043633,"('repellent', 'pleasant')",0.14657913,0.22991692,-0.7104476,-0.66348374,-0.4166962,-0.3459767,0.0707195
4,-0.2644729,-0.35350084,"('disliked', 'liked')",-0.2425725,-0.33884656,-1.8732318,-1.846837,-0.7934257,-0.8463949,-0.0529692
5,-0.120304786,-0.20625119,"('distant', 'outgoing')",-0.7211834,-0.7335969,1.1360849,1.0273541,0.0981989,0.0291687,-0.0690302
6,0.4121155,0.33887905,"('distant', 'open')",-1.0685438,-1.109154,1.2260284,1.0979923,0.1898667,0.1092391,-0.0806276
7,-0.6152867,-0.6336908,"('insensitive', 'sensitive')",0.30224296,0.3466999,-0.35320783,-0.3728572,-0.2220838,-0.2199494,0.0021344
8,0.25414327,0.094635144,"('unaffectionate', 'affectionate')",-0.011979384,-0.1450589,1.1397582,0.9210884,0.4606407,0.2902216,-0.1704191
9,0.06109209,-0.07765358,"('unaffectionate', 'caring')",0.15482092,0.016864471,1.2866949,1.113782,0.5008693,0.3509976,-0.1498717
10,-1.565378,-1.6770259,"('unsympathetic', 'sympathetic')",-1.0042309,-1.076084,-1.4837626,-1.4910268,-1.3511238,-1.4147123,-0.0635885
11,-0.35129762,-0.3794337,"('unhelpful', 'helpful')",0.77768,0.8324347,-0.025740292,-0.07771287,0.1335474,0.1250961,-0.0084513
12,-0.05130036,-0.08851238,"('unsupportive', 'supportive')",0.6764334,0.7243295,-0.87703365,-0.8787687,-0.0839669,-0.0809839,0.002983
13,-1.6662681,-1.6475484,"('impolite', 'polite')",-0.4426783,-0.39095443,-1.2090108,-1.2261577,-1.1059857,-1.0882202,0.0177655
14,-0.42571914,-0.41388988,"('antisocial', 'social')",0.9075788,0.9196575,0.13399726,0.16102512,0.2052856,0.2222643,0.0169787
15,0.53246236,0.4370244,"('boring', 'funny')",0.17356467,0.08605033,0.42324972,0.31667212,0.3764256,0.2799156,-0.09651
16,-0.058050063,-0.10627283,"('unpopular', 'popular')",-0.27320775,-0.28719732,0.2458698,0.16224188,-0.0284627,-0.0770761,-0.0486134
