,kb_male,kb_female,tuple,home_male,home_female,average_male,average_female,female-male
0,2.8394902,2.9763303,"('unsociable', 'sociable')",0.8987251,0.89065015,1.8691076,1.9334903,0.0643827
1,-0.8776355,-0.930591,"('unfriendly', 'friendly')",1.6639459,1.609988,0.3931552,0.3396985,-0.0534567
2,0.69946384,0.65029013,"('unlikable', 'likable')",0.012545296,0.042872883,0.3560046,0.3465815,-0.0094231
3,1.456381,1.5738627,"('repellent', 'pleasant')",0.03231568,0.053093813,0.7443483,0.8134782,0.0691299
4,-1.7648002,-2.0316172,"('disliked', 'liked')",-7.030883,-6.9930677,-4.3978415,-4.5123425,-0.114501
5,-3.1620836,-3.3031278,"('distant', 'outgoing')",-0.759466,-0.8630526,-1.9607748,-2.0830903,-0.1223155
6,-3.908385,-4.0720387,"('distant', 'open')",-0.1739906,-0.24232186,-2.0411878,-2.1571803,-0.1159925
7,2.6412687,2.909818,"('insensitive', 'sensitive')",1.4763311,1.6397372,2.0588,2.2747777,0.2159777
8,-0.5456794,-0.6297783,"('unaffectionate', 'affectionate')",0.8691762,0.79919076,0.1617484,0.0847062,-0.0770422
9,0.74568987,0.7632198,"('unaffectionate', 'caring')",1.6426401,1.5859392,1.194165,1.1745795,-0.0195855
10,3.289338,3.6057997,"('unsympathetic', 'sympathetic')",-0.000888804,0.14678793,1.6442246,1.8762938,0.2320692
11,2.6391075,2.782361,"('unhelpful', 'helpful')",1.8043636,1.7967222,2.2217355,2.2895417,0.0678062
12,2.6938853,2.9494085,"('unsupportive', 'supportive')",-1.1533788,-1.0223303,0.7702532,0.9635391,0.1932859
13,2.097712,2.2908878,"('impolite', 'polite')",0.108969614,0.11939767,1.1033409,1.2051427,0.1018018
14,2.7772152,2.927962,"('antisocial', 'social')",0.5985438,0.6447259,1.6878796,1.7863441,0.0984645
15,0.26487088,0.17414719,"('boring', 'funny')",0.439916,0.35834557,0.3523934,0.2662464,-0.086147
16,-2.0535085,-2.156667,"('unpopular', 'popular')",0.15236686,0.06372034,-0.9505708,-1.0464734,-0.0959026
17,-0.699605,-0.8704072,"('nasty', 'nice')",0.43099633,0.45866597,-0.1343043,-0.2058706,-0.0715663
18,0.47563416,0.54117024,"('disagreeable', 'welcoming')",0.22283806,0.19574031,0.3492361,0.3684553,0.0192192
19,-1.1596367,-1.2433382,"('inhospitable', 'hospitable')",-0.5594497,-0.6246243,-0.8595432,-0.9339813,-0.0744381
20,0.49827433,0.41921544,"('rough', 'thoughtful')",0.3257219,0.35258293,0.4119981,0.3858992,-0.0260989
21,3.3703232,3.609781,"('immoral', 'moral')",0.39951667,0.5616148,1.8849199,2.0856979,0.200778
22,2.153315,2.297561,"('untrustworthy', 'trustworthy')",-0.334697,-0.2698964,0.909309,1.0138323,0.1045233
