,advent_male,advent_female,tuple,average_male,average_female,female-male
0,0.5623477,0.41029584,"('unsociable', 'sociable')",0.5623477,0.4102958,-0.1520519
1,0.623257,0.6228874,"('unfriendly', 'friendly')",0.623257,0.6228874,-0.0003696
2,-0.07513703,0.060863018,"('unlikable', 'likable')",-0.075137,0.060863,0.136
3,0.80772823,0.9311957,"('repellent', 'pleasant')",0.8077282,0.9311957,0.1234675
4,-6.972063,-7.1754694,"('disliked', 'liked')",-6.9720631,-7.1754694,-0.2034063
5,-0.75638205,-0.74526894,"('distant', 'outgoing')",-0.756382,-0.7452689,0.0111131
6,-0.38405788,-0.44952494,"('distant', 'open')",-0.3840579,-0.4495249,-0.065467
7,1.2391441,1.2482786,"('insensitive', 'sensitive')",1.2391441,1.2482786,0.0091345
8,0.7005403,0.6690539,"('unaffectionate', 'affectionate')",0.7005403,0.6690539,-0.0314864
9,1.0296808,1.0656914,"('unaffectionate', 'caring')",1.0296808,1.0656914,0.0360106
10,1.2904007,1.3225678,"('unsympathetic', 'sympathetic')",1.2904007,1.3225678,0.0321671
11,1.5469296,1.6163077,"('unhelpful', 'helpful')",1.5469296,1.6163077,0.0693781
12,-1.3307965,-1.3514556,"('unsupportive', 'supportive')",-1.3307965,-1.3514556,-0.0206591
13,0.18899322,0.31114426,"('impolite', 'polite')",0.1889932,0.3111443,0.1221511
14,0.70780814,0.67818236,"('antisocial', 'social')",0.7078081,0.6781824,-0.0296257
15,0.382157,0.2693962,"('boring', 'funny')",0.382157,0.2693962,-0.1127608
16,-0.9612072,-1.0132987,"('unpopular', 'popular')",-0.9612072,-1.0132987,-0.0520915
17,-0.03843999,-0.032046273,"('nasty', 'nice')",-0.03844,-0.0320463,0.0063937
18,-0.52463436,-0.4255574,"('disagreeable', 'welcoming')",-0.5246344,-0.4255574,0.099077
19,-1.0165477,-0.96351767,"('inhospitable', 'hospitable')",-1.0165477,-0.9635177,0.05303
20,0.5273894,0.43883967,"('rough', 'thoughtful')",0.5273894,0.4388397,-0.0885497
21,0.092064455,0.3266853,"('immoral', 'moral')",0.0920645,0.3266853,0.2346208
22,0.13791859,0.119692095,"('untrustworthy', 'trustworthy')",0.1379186,0.1196921,-0.0182265
23,5.637505,5.8265376,"('insincere', 'sincere')",5.6375051,5.8265376,0.1890325
24,1.2716595,1.289056,"('dishonest', 'honest')",1.2716595,1.2890559,0.0173964
25,0.4716591,0.5531919,"('egoistic', 'altruistic')",0.4716591,0.5531919,0.0815328
26,1.1730101,0.9712768,"('hardhearted', 'benevolent')",1.1730101,0.9712768,-0.2017333
27,1.496846,1.3221331,"('hardhearted', 'softhearted')",1.496846,1.3221331,-0.1747129
28,1.1742753,1.0490603,"('disloyal', 'loyal')",1.1742753,1.0490603,-0.125215
