,nisource_male,nisource_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.9911687,-1.1084619,"('unsociable', 'sociable')",-0.087938435,-0.31208903,-0.5395536,-0.7102754,-0.1707218
1,-2.2233813,-2.2521877,"('unfriendly', 'friendly')",1.6760759,1.5683854,-0.2736527,-0.3419012,-0.0682485
2,0.92137915,0.9408714,"('unlikable', 'likable')",0.79034984,0.8871453,0.8558645,0.9140084,0.0581439
3,-0.2507418,-0.06700993,"('repellent', 'pleasant')",0.1613741,0.18755504,-0.0446839,0.0602726,0.1049565
4,0.06343137,0.08415499,"('disliked', 'liked')",-5.5939612,-5.6172686,-2.765265,-2.7665567,-0.0012917
5,-1.3238946,-1.2579334,"('distant', 'outgoing')",-0.34159827,-0.27655238,-0.8327464,-0.7672429,0.0655035
6,-1.6165692,-1.5202417,"('distant', 'open')",-0.09157813,-0.044527944,-0.8540736,-0.7823848,0.0716888
7,-0.35529143,-0.30674312,"('insensitive', 'sensitive')",0.23580219,0.29572132,-0.0597446,-0.0055109,0.0542337
8,-1.9606643,-1.967558,"('unaffectionate', 'affectionate')",0.57486856,0.53791124,-0.6928979,-0.7148234,-0.0219255
9,-2.1617298,-2.1777463,"('unaffectionate', 'caring')",0.7938158,0.77898467,-0.683957,-0.6993808,-0.0154238
10,-0.81798494,-0.77690774,"('unsympathetic', 'sympathetic')",-0.5378452,-0.58751386,-0.6779151,-0.6822108,-0.0042957
11,-0.092566535,-0.08583071,"('unhelpful', 'helpful')",1.7400033,1.8436096,0.8237184,0.8788894,0.055171
12,-1.0933217,-0.9433859,"('unsupportive', 'supportive')",-1.8359084,-1.7720165,-1.4646151,-1.3577012,0.1069139
13,0.3047449,0.19393635,"('impolite', 'polite')",-0.45047876,-0.4049299,-0.0728669,-0.1054968,-0.0326299
14,0.5073934,0.5178801,"('antisocial', 'social')",-0.19118898,-0.28102636,0.1581022,0.1184269,-0.0396753
15,0.17212525,0.034428082,"('boring', 'funny')",0.77626,0.7235393,0.4741926,0.3789837,-0.0952089
16,-0.29622135,-0.23405243,"('unpopular', 'popular')",0.8953418,0.84958106,0.2995602,0.3077643,0.0082041
17,-0.040158093,0.032554,"('nasty', 'nice')",-0.0675214,-0.012725756,-0.0538397,0.0099141,0.0637538
18,-0.4315168,-0.35950154,"('disagreeable', 'welcoming')",-0.34557596,-0.3485118,-0.3885464,-0.3540066,0.0345398
19,-1.3478225,-1.3092117,"('inhospitable', 'hospitable')",-0.33493802,-0.20668365,-0.8413803,-0.7579477,0.0834326
20,0.63429636,0.6763413,"('rough', 'thoughtful')",1.1127098,1.0469193,0.8735031,0.8616303,-0.0118728
21,0.55700004,0.5359592,"('immoral', 'moral')",-0.32113475,-0.34656695,0.1179326,0.0946961,-0.0232365
22,0.105647996,0.17510971,"('untrustworthy', 'trustworthy')",-0.8855895,-0.942535,-0.3899707,-0.3837126,0.0062581
23,-0.8238842,-0.83397985,"('insincere', 'sincere')",5.143015,5.103407,2.1595654,2.1347136,-0.0248518
24,-0.20123662,-0.23399165,"('dishonest', 'honest')",0.5361067,0.549055,0.1674351,0.1575317,-0.0099034
25,-0.3788411,-0.39513567,"('egoistic', 'altruistic')",1.6112398,1.5204968,0.6161994,0.5626806,-0.0535188
26,-0.4931235,-0.49889305,"('hardhearted', 'benevolent')",1.9899945,1.8335204,0.7484355,0.6673137,-0.0811218
27,-0.56613445,-0.4703839,"('hardhearted', 'softhearted')",1.0194914,1.0168439,0.2266785,0.27323,0.0465515
28,-0.685112,-0.76068616,"('disloyal', 'loyal')",0.834629,0.71044934,0.0747585,-0.0251184,-0.0998769
29,-0.47874922,-0.46128982,"('unfair', 'fair')",-0.6995275,-0.8389868,-0.5891384,-0.6501383,-0.0609999
30,0.739177,0.69713736,"('intolerant', 'tolerant')",1.6865789,1.6592472,1.212878,1.1781923,-0.0346857
31,-1.5789263,-1.4324309,"('evil', 'good')",-0.9839808,-1.0793922,-1.2814536,-1.2559116,0.025542
32,-0.30333108,-0.39103734,"('unkind', 'kind')",1.0714283,0.9474932,0.3840486,0.2782279,-0.1058207
33,-0.0106108375,-0.0826564,"('wrong', 'right')",-0.5491965,-0.60081846,-0.2799037,-0.3417374,-0.0618337
34,0.10235635,0.23693968,"('mean', 'honorable')",5.6340303,5.810866,2.8681934,3.0239029,0.1557095
35,-0.024561817,-0.10753229,"('corrupt', 'incorrupt')",-0.18843022,-0.33974475,-0.106496,-0.2236385,-0.1171425
36,-1.2326493,-1.2312415,"('hostile', 'amicable')",0.27440366,-6.139092e-05,-0.4791228,-0.6156514,-0.1365286
37,0.27600718,0.24476948,"('fake', 'genuine')",0.10883289,0.15268569,0.19242,0.1987276,0.0063076
38,-1.312093,-1.2737538,"('untruthful', 'truthful')",-0.030217435,0.082265176,-0.6711552,-0.5957443,0.0754109
39,0.89786035,0.85356313,"('exploitative', 'cooperative')",0.15616465,0.17923522,0.5270125,0.5163991,-0.0106134
40,-0.22528613,-0.21390021,"('stingy', 'generous')",-1.7496352,-1.8900855,-0.9874607,-1.0519929,-0.0645322
41,-0.33148855,-0.23229681,"('unforgiving', 'forgiving')",0.20695233,0.098544456,-0.0622681,-0.0668762,-0.0046081
42,0.880073,1.0460197,"('unreliable', 'reliable')",-3.0091376,-2.8599355,-1.0645323,-0.9069579,0.1575744
43,-0.6303271,-0.5721302,"('irresponsible', 'responsible')",0.32496262,0.3717942,-0.1526822,-0.100168,0.0525142
44,1.1982698,1.1281478,"('prejudiced', 'unprejudiced')",-1.4180715,-1.3665264,-0.1099008,-0.1191893,-0.0092885
45,-0.4504344,-0.30274868,"('incompetent', 'competent')",-0.014605597,-0.011059158,-0.23252,-0.1569039,0.0756161
46,-0.0657361,0.02906404,"('uncompetitive', 'competitive')",-0.615393,-0.630668,-0.3405645,-0.300802,0.0397625
47,0.45216516,0.49766594,"('stupid', 'smart')",5.3069286,5.4400535,2.8795469,2.9688597,0.0893128
48,-0.26486316,-0.28340954,"('unintelligent', 'intelligent')",0.9381293,0.9076697,0.3366331,0.3121301,-0.024503
49,-0.13439927,0.05072953,"('unable', 'able')",0.07284954,0.21294288,-0.0307749,0.1318362,0.1626111
50,0.2992449,0.39485386,"('clumsy', 'skillful')",0.29422334,0.32467425,0.2967341,0.359764,0.0630299
51,-0.4887397,-0.58867246,"('uneducated', 'educated')",0.32067165,0.2482858,-0.084034,-0.1701933,-0.0861593
52,-0.4492437,-0.6545236,"('irrational', 'rational')",0.41914165,0.21190976,-0.015051,-0.2213069,-0.2062559
53,-1.2903265,-1.2825984,"('uncreative', 'creative')",0.65689784,0.60256594,-0.3167143,-0.3400162,-0.0233019
54,-0.40780163,-0.5141537,"('incapable', 'capable')",1.1176884,1.1573696,0.3549434,0.3216079,-0.0333355
55,0.22721353,0.28632534,"('incompetent', 'clever')",0.116141856,0.098220885,0.1716777,0.1922731,0.0205954
56,0.71147245,0.6734985,"('impractical', 'practical')",0.280644,0.31397387,0.4960582,0.4937362,-0.002322
57,-0.3400777,-0.35984457,"('unimaginative', 'imaginative')",-2.198017,-2.2977307,-1.2690473,-1.3287876,-0.0597403
