,first_male,first_female,tuple,republic_male,republic_female,bank_male,bank_female,sf_male,sf_female,_male,_female,average_male,average_female,female-male
0,-0.14839233,-0.22479719,"('unsociable', 'sociable')",0.2094322,0.071704105,0.66044044,0.6107604,-0.9330073,-1.0277846,,,-0.0528817,-0.1425293,-0.0896476
1,-1.4504105,-1.3638349,"('unfriendly', 'friendly')",-0.39330956,-0.31662872,0.16382557,0.118781924,1.5456235,1.5479388,,,-0.0335677,-0.0034357,0.030132
2,0.87958884,0.9623975,"('unlikable', 'likable')",0.92170554,1.0227554,1.6914754,1.7521498,0.89660704,0.9403332,,,1.0973442,1.169409,0.0720648
3,0.5038995,0.54942507,"('repellent', 'pleasant')",0.10364653,0.13386971,0.3996525,0.52213407,0.2908371,0.35867447,,,0.3245089,0.3910258,0.0665169
4,-0.025274603,0.04024341,"('disliked', 'liked')",-0.11131616,-0.09018572,-0.5412678,-0.53942215,-7.39438,-7.4555597,,,-2.0180597,-2.0112309,0.0068288
5,-1.5711204,-1.4265386,"('distant', 'outgoing')",-0.5051799,-0.41246587,-0.49157262,-0.4575918,-0.376358,-0.33340606,,,-0.7360577,-0.6575006,0.0785571
6,-1.7552875,-1.5597193,"('distant', 'open')",-0.85874534,-0.7192775,-1.3023643,-1.2072612,0.26774976,0.34475935,,,-0.9121618,-0.7853746,0.1267872
7,1.1336293,1.038898,"('insensitive', 'sensitive')",0.24380255,0.20217304,0.6575907,0.75892144,0.05831127,0.11548947,,,0.5233334,0.5288705,0.0055371
8,-0.9911791,-0.9136329,"('unaffectionate', 'affectionate')",0.031748,0.05286759,-0.044957265,-0.1442146,1.3473055,1.3478261,,,0.0857293,0.0857115,-1.78e-05
9,-0.47245058,-0.4869549,"('unaffectionate', 'caring')",-0.0022519045,-0.06993769,0.9456449,0.894805,1.3577822,1.360196,,,0.4571812,0.4245271,-0.0326541
10,0.77762955,0.7085546,"('unsympathetic', 'sympathetic')",0.3194597,0.21789122,-0.087037124,-0.018542007,-0.26272982,-0.22283755,,,0.1868306,0.1712666,-0.015564
11,1.5538316,1.3529372,"('unhelpful', 'helpful')",0.7290468,0.5918584,1.316697,1.2916862,1.8150793,1.7645444,,,1.3536637,1.2502565,-0.1034072
12,0.65538204,0.7861383,"('unsupportive', 'supportive')",0.5843035,0.65290743,0.89236534,1.0254052,-2.4603336,-2.4285903,,,-0.0820706,0.0089651,0.0910357
13,0.53644645,0.41496798,"('impolite', 'polite')",-0.04484242,-0.12158292,0.9983551,1.0769885,-0.92014146,-1.0092688,,,0.1424544,0.0902762,-0.0521782
14,0.9827367,0.9374405,"('antisocial', 'social')",1.0678945,1.0225496,1.9393727,1.9907331,-0.6303347,-0.6638286,,,0.8399172,0.8217236,-0.0181936
15,0.8059259,0.69885886,"('boring', 'funny')",0.72488457,0.6036203,1.020276,0.9723626,0.59118336,0.51646245,,,0.7855675,0.697826,-0.0877415
16,-1.2144184,-1.2529016,"('unpopular', 'popular')",-0.3458042,-0.46065447,-0.9146401,-0.91577935,0.42664903,0.3781672,,,-0.5120534,-0.5627921,-0.0507387
17,0.15730223,0.22849183,"('nasty', 'nice')",0.20553555,0.27477783,-0.0700538,-0.023762912,-0.26777822,-0.28568342,,,0.0062514,0.0484558,0.0422044
18,-0.046231948,0.09451552,"('disagreeable', 'welcoming')",0.3791408,0.5304503,0.036677167,0.072177924,-0.42631614,-0.44448394,,,-0.0141825,0.0631649,0.0773474
19,-0.9236701,-0.8078995,"('inhospitable', 'hospitable')",0.18525924,0.268025,-1.0841546,-1.0685291,-0.2447034,-0.21279743,,,-0.5168172,-0.4553002,0.061517
20,0.022328923,0.021260656,"('rough', 'thoughtful')",-0.2959274,-0.28666636,0.07320876,0.13624234,0.30600375,0.25005537,,,0.0264035,0.030223,0.0038195
21,1.883576,1.747863,"('immoral', 'moral')",0.6533375,0.5228684,1.0312792,1.0761275,-0.9093324,-0.889095,,,0.6647151,0.614441,-0.0502741
22,0.14265834,0.16505224,"('untrustworthy', 'trustworthy')",0.10666465,0.11350922,-0.113005176,-0.11073959,-1.0719699,-1.0996547,,,-0.233913,-0.2329582,0.0009548
23,1.2993945,1.1999501,"('insincere', 'sincere')",0.83075297,0.73152435,1.9781219,1.9833506,6.4618363,6.419804,,,2.6425264,2.5836573,-0.0588691
24,0.2300116,0.24531522,"('dishonest', 'honest')",0.16614479,0.124719284,0.3974692,0.40851837,0.7666563,0.7432243,,,0.3900705,0.3804443,-0.0096262
25,-0.74568254,-0.75061566,"('egoistic', 'altruistic')",0.27494812,0.27438927,-0.15065706,-0.22765014,1.2318238,1.1803813,,,0.1526081,0.1191262,-0.0334819
26,0.16512829,0.20379882,"('hardhearted', 'benevolent')",1.7105515,1.7424794,1.2208613,1.2335635,1.2983252,1.3058589,,,1.0987165,1.1214252,0.0227087
