,carefusion_male,carefusion_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.43235213,0.43483752,"('unsociable', 'sociable')",0.17494044,0.12448472,0.3036463,0.2796611,-0.0239852
1,-0.215245,-0.26108977,"('unfriendly', 'friendly')",1.3819982,1.2707464,0.5833766,0.5048283,-0.0785483
2,0.7387223,0.6659013,"('unlikable', 'likable')",0.7440857,0.65916806,0.7414041,0.6625347,-0.0788694
3,-0.36598533,-0.16439438,"('repellent', 'pleasant')",0.6915508,0.74968266,0.1627827,0.2926441,0.1298614
4,-0.14897783,-0.12408144,"('disliked', 'liked')",-7.032203,-7.080887,-3.5905905,-3.6024842,-0.0118937
5,0.23625332,0.15155226,"('distant', 'outgoing')",-0.4112928,-0.4550108,-0.0875197,-0.1517293,-0.0642096
6,-0.1632547,-0.23243482,"('distant', 'open')",-0.47852728,-0.5697274,-0.320891,-0.4010811,-0.0801901
7,0.40750495,0.53810567,"('insensitive', 'sensitive')",0.5209936,0.5954524,0.4642493,0.566779,0.1025297
8,-0.29680794,-0.3680036,"('unaffectionate', 'affectionate')",0.5675653,0.50077784,0.1353787,0.0663871,-0.0689916
9,1.4800837,1.466409,"('unaffectionate', 'caring')",1.2451813,1.2281734,1.3626325,1.3472912,-0.0153413
10,0.0846045,0.18654388,"('unsympathetic', 'sympathetic')",-0.14339158,-0.11788709,-0.0293935,0.0343284,0.0637219
11,1.1990772,1.2238975,"('unhelpful', 'helpful')",2.1430635,2.1947107,1.6710703,1.7093041,0.0382338
12,2.2065313,2.2969823,"('unsupportive', 'supportive')",-1.6352873,-1.6358258,0.285622,0.3305783,0.0449563
13,0.7756028,0.7142967,"('impolite', 'polite')",-0.40891406,-0.38832563,0.1833444,0.1629855,-0.0203589
14,0.45559642,0.5855835,"('antisocial', 'social')",0.15822269,0.15792564,0.3069096,0.3717546,0.064845
15,0.25784963,0.11095175,"('boring', 'funny')",-0.11968059,-0.14919317,0.0690845,-0.0191207,-0.0882052
16,-0.90097797,-0.86257976,"('unpopular', 'popular')",0.099710606,0.10635601,-0.4006337,-0.3781119,0.0225218
17,0.21799104,0.28140733,"('nasty', 'nice')",-0.3007259,-0.28490615,-0.0413674,-0.0017494,0.039618
18,0.42229328,0.41955832,"('disagreeable', 'welcoming')",-0.1737918,-0.27484047,0.1242507,0.0723589,-0.0518918
19,-0.7502541,-0.83116895,"('inhospitable', 'hospitable')",-0.5975923,-0.5932987,-0.6739232,-0.7122338,-0.0383106
20,-0.6307081,-0.5671519,"('rough', 'thoughtful')",0.7514069,0.72382647,0.0603494,0.0783373,0.0179879
21,0.92127484,0.9419495,"('immoral', 'moral')",-0.019966569,0.023315353,0.4506541,0.4826324,0.0319783
22,0.19039434,0.25738496,"('untrustworthy', 'trustworthy')",-0.59491897,-0.55781233,-0.2022623,-0.1502137,0.0520486
23,1.2454239,1.2918978,"('insincere', 'sincere')",6.2447553,6.320368,3.7450895,3.8061328,0.0610433
24,0.5315204,0.5251616,"('dishonest', 'honest')",0.9146712,0.97169375,0.7230958,0.7484277,0.0253319
25,-0.1410791,-0.1864117,"('egoistic', 'altruistic')",1.2298205,1.0960097,0.5443707,0.454799,-0.0895717
26,0.43035877,0.32549536,"('hardhearted', 'benevolent')",1.5428027,1.4285102,0.9865807,0.8770028,-0.1095779
27,1.1681955,1.1486632,"('hardhearted', 'softhearted')",1.2792692,1.2054145,1.2237324,1.1770389,-0.0466935
28,-0.073125854,-0.08796844,"('disloyal', 'loyal')",0.99939317,0.9810406,0.4631337,0.4465361,-0.0165976
29,-0.17026477,-0.1616522,"('unfair', 'fair')",-0.3591368,-0.47737914,-0.2647008,-0.3195157,-0.0548149
30,0.8600471,0.9293076,"('intolerant', 'tolerant')",1.0374147,1.0088136,0.9487309,0.9690606,0.0203297
31,-1.1609385,-1.1960949,"('evil', 'good')",-1.1094573,-1.2155049,-1.1351979,-1.2057998,-0.0706019
32,1.9149317,1.8082929,"('unkind', 'kind')",1.2585574,1.1458406,1.5867445,1.4770668,-0.1096777
