,dynegy_male,dynegy_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.98431796,-1.0989276,"('unsociable', 'sociable')",-0.6545422,-0.82662064,-0.8194301,-0.9627742,-0.1433441
1,-1.5084239,-1.6587881,"('unfriendly', 'friendly')",2.1163735,2.072865,0.3039748,0.2070385,-0.0969363
2,0.12480794,0.15119517,"('unlikable', 'likable')",0.3167081,0.3816698,0.220758,0.2664325,0.0456745
3,-0.49668762,-0.40998593,"('repellent', 'pleasant')",0.03568907,0.117714636,-0.2304993,-0.1461356,0.0843637
4,-0.20224683,-0.2157122,"('disliked', 'liked')",-6.2272716,-6.2682796,-3.2147591,-3.2419958,-0.0272367
5,-0.11307494,-0.040427975,"('distant', 'outgoing')",0.33619434,0.4013222,0.1115597,0.1804471,0.0688874
6,-0.39995152,-0.31392777,"('distant', 'open')",0.7514229,0.81280345,0.1757357,0.2494378,0.0737021
7,-1.0030897,-0.93293494,"('insensitive', 'sensitive')",0.46364215,0.5223982,-0.2697238,-0.2052684,0.0644554
8,-1.1415527,-1.2078655,"('unaffectionate', 'affectionate')",1.3542821,1.2808672,0.1063647,0.0365009,-0.0698638
9,-1.7211391,-1.7602246,"('unaffectionate', 'caring')",1.2261325,1.2282298,-0.2475033,-0.2659974,-0.0184941
10,-2.1306915,-2.1770685,"('unsympathetic', 'sympathetic')",-0.9970248,-1.025676,-1.5638582,-1.6013722,-0.037514
11,-0.2822781,-0.2761188,"('unhelpful', 'helpful')",1.2195082,1.3686695,0.4686151,0.5462754,0.0776603
12,-0.7609104,-0.6909214,"('unsupportive', 'supportive')",-1.7639234,-1.7188705,-1.2624168,-1.204896,0.0575208
13,-1.0315231,-1.0390476,"('impolite', 'polite')",-0.87874556,-0.8385771,-0.9551343,-0.9388124,0.0163219
14,0.013675664,0.01108611,"('antisocial', 'social')",-0.80460197,-0.91515684,-0.3954631,-0.4520354,-0.0565723
15,0.3701789,0.2912575,"('boring', 'funny')",0.7390815,0.6869526,0.5546302,0.489105,-0.0655252
16,-0.32054687,-0.22726676,"('unpopular', 'popular')",0.3157084,0.44693846,-0.0024192,0.1098358,0.112255
17,-0.49102238,-0.3660644,"('nasty', 'nice')",-0.48846394,-0.45264995,-0.4897432,-0.4093572,0.080386
18,-0.5072495,-0.5018659,"('disagreeable', 'welcoming')",-0.2763472,-0.28553867,-0.3917983,-0.3937023,-0.001904
19,-0.42070907,-0.32050824,"('inhospitable', 'hospitable')",0.2173995,0.29854113,-0.1016548,-0.0109836,0.0906712
20,0.13175483,0.18024264,"('rough', 'thoughtful')",0.9698237,0.9132771,0.5507893,0.5467598,-0.0040295
21,-0.34617683,-0.40578994,"('immoral', 'moral')",-0.8767562,-0.8643855,-0.6114665,-0.6350877,-0.0236212
22,-0.41979772,-0.425151,"('untrustworthy', 'trustworthy')",-1.0063344,-1.0632946,-0.7130661,-0.7442228,-0.0311567
23,-0.97747684,-1.0093224,"('insincere', 'sincere')",5.3756104,5.442804,2.1990666,2.2167406,0.017674
24,-1.2100711,-1.3187836,"('dishonest', 'honest')",0.52216655,0.47378328,-0.3439523,-0.4225002,-0.0785479
25,-0.9427698,-0.9347621,"('egoistic', 'altruistic')",1.8139589,1.7314804,0.4355945,0.3983591,-0.0372354
26,-0.15739463,-0.29282597,"('hardhearted', 'benevolent')",2.0394537,1.92814,0.9410295,0.8176571,-0.1233724
27,-0.32554254,-0.26027885,"('hardhearted', 'softhearted')",1.6351786,1.4988905,0.654818,0.6193058,-0.0355122
28,-1.0963811,-1.2393994,"('disloyal', 'loyal')",0.66804665,0.6013262,-0.2141672,-0.3190366,-0.1048694
29,-0.11427239,-0.11952102,"('unfair', 'fair')",-0.38249233,-0.5835344,-0.2483824,-0.3515277,-0.1031453
30,-0.028978141,-0.114909664,"('intolerant', 'tolerant')",0.91795,0.8568962,0.4444859,0.3709933,-0.0734926
31,-0.71654695,-0.70733523,"('evil', 'good')",-0.34170055,-0.41176498,-0.5291238,-0.5595501,-0.0304263
32,-0.66769534,-0.72847563,"('unkind', 'kind')",0.569165,0.39347476,-0.0492652,-0.1675004,-0.1182352
33,-0.16180286,-0.22799456,"('wrong', 'right')",-0.10347176,-0.16998833,-0.1326373,-0.1989914,-0.0663541
34,-0.44859397,-0.31194964,"('mean', 'honorable')",5.7346897,5.9979033,2.6430478,2.8429768,0.199929
35,-0.31587538,-0.35268027,"('corrupt', 'incorrupt')",0.36467692,0.19423902,0.0244008,-0.0792206,-0.1036214
36,-1.253004,-1.3159256,"('hostile', 'amicable')",0.49343467,0.30190623,-0.3797846,-0.5070097,-0.1272251
37,-0.15205708,-0.12475355,"('fake', 'genuine')",0.30418232,0.28024173,0.0760626,0.0777441,0.0016815
38,-1.1422464,-1.1518911,"('untruthful', 'truthful')",-0.13755521,0.008306392,-0.6399008,-0.5717924,0.0681084
39,0.6352768,0.63495165,"('exploitative', 'cooperative')",0.39167434,0.32706553,0.5134755,0.4810086,-0.0324669
40,-0.17897674,-0.25738525,"('stingy', 'generous')",-1.4219157,-1.4885337,-0.8004462,-0.8729595,-0.0725133
41,-0.45834893,-0.5296379,"('unforgiving', 'forgiving')",-0.11172749,-0.20347792,-0.2850382,-0.3665579,-0.0815197
42,0.10415013,0.26496452,"('unreliable', 'reliable')",-3.427315,-3.304078,-1.6615825,-1.5195568,0.1420257
43,-0.65896493,-0.6791564,"('irresponsible', 'responsible')",0.3321776,0.32704595,-0.1633937,-0.1760552,-0.0126615
