,fratricide_male,fratricide_female,tuple,average_male,average_female,female-male
0,-0.07656476,-0.2742158,"('unsociable', 'sociable')",-0.0765648,-0.2742158,-0.197651
1,-0.88936836,-1.0722257,"('unfriendly', 'friendly')",-0.8893684,-1.0722257,-0.1828573
2,0.10365428,0.25620988,"('unlikable', 'likable')",0.1036543,0.2562099,0.1525556
3,-0.9180693,-0.6244946,"('repellent', 'pleasant')",-0.9180693,-0.6244946,0.2935747
4,-1.8783367,-1.9628236,"('disliked', 'liked')",-1.8783367,-1.9628236,-0.0844869
5,-0.4567645,-0.51928186,"('distant', 'outgoing')",-0.4567645,-0.5192819,-0.0625174
6,-0.5205966,-0.66977113,"('distant', 'open')",-0.5205966,-0.6697711,-0.1491745
7,-0.36472502,-0.27487257,"('insensitive', 'sensitive')",-0.364725,-0.2748726,0.0898524
8,-0.5450187,-0.72274184,"('unaffectionate', 'affectionate')",-0.5450187,-0.7227418,-0.1777231
9,-0.7527664,-0.82207704,"('unaffectionate', 'caring')",-0.7527664,-0.822077,-0.0693106
10,-0.9722977,-1.0718945,"('unsympathetic', 'sympathetic')",-0.9722977,-1.0718945,-0.0995968
11,-0.03956366,0.14473642,"('unhelpful', 'helpful')",-0.0395637,0.1447364,0.1843001
12,-1.1552918,-1.1402271,"('unsupportive', 'supportive')",-1.1552918,-1.1402271,0.0150647
13,-0.5212253,-0.59491986,"('impolite', 'polite')",-0.5212253,-0.5949199,-0.0736946
14,0.13809852,0.11406914,"('antisocial', 'social')",0.1380985,0.1140691,-0.0240294
15,0.5700725,0.34433207,"('boring', 'funny')",0.5700725,0.3443321,-0.2257404
16,-0.61657053,-0.36779854,"('unpopular', 'popular')",-0.6165705,-0.3677985,0.248772
17,-0.53521436,-0.49112675,"('nasty', 'nice')",-0.5352144,-0.4911267,0.0440877
18,-1.167003,-1.0799847,"('disagreeable', 'welcoming')",-1.167003,-1.0799847,0.0870183
19,-0.7659714,-0.79286706,"('inhospitable', 'hospitable')",-0.7659714,-0.7928671,-0.0268957
20,0.24101135,0.3638889,"('rough', 'thoughtful')",0.2410114,0.3638889,0.1228775
21,-0.8543284,-0.6403264,"('immoral', 'moral')",-0.8543284,-0.6403264,0.214002
22,0.08668017,0.19799986,"('untrustworthy', 'trustworthy')",0.0866802,0.1979999,0.1113197
23,0.6191605,0.82185614,"('insincere', 'sincere')",0.6191605,0.8218561,0.2026956
24,-0.4781198,-0.5283085,"('dishonest', 'honest')",-0.4781198,-0.5283085,-0.0501887
25,-0.30969414,-0.3862045,"('egoistic', 'altruistic')",-0.3096941,-0.3862045,-0.0765104
26,1.4427364,0.90987116,"('hardhearted', 'benevolent')",1.4427364,0.9098712,-0.5328652
27,0.5006852,0.41837502,"('hardhearted', 'softhearted')",0.5006852,0.418375,-0.0823102
28,-0.67600113,-0.9254089,"('disloyal', 'loyal')",-0.6760011,-0.9254089,-0.2494078
29,0.18732402,0.20919012,"('unfair', 'fair')",0.187324,0.2091901,0.0218661
30,0.2214422,0.18926974,"('intolerant', 'tolerant')",0.2214422,0.1892697,-0.0321725
31,-0.99251056,-1.0524976,"('evil', 'good')",-0.9925106,-1.0524976,-0.059987
32,-0.027407683,-0.22822008,"('unkind', 'kind')",-0.0274077,-0.2282201,-0.2008124
33,-0.16614427,-0.24263941,"('wrong', 'right')",-0.1661443,-0.2426394,-0.0764951
34,1.3556062,1.6408138,"('mean', 'honorable')",1.3556062,1.6408138,0.2852076
