,apa_male,apa_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.14493269,-0.28050065,"('unsociable', 'sociable')",-0.14716333,-0.40218678,-0.146048,-0.3413437,-0.1952957
1,-1.3555218,-1.4226389,"('unfriendly', 'friendly')",1.0893013,0.97886276,-0.1331102,-0.2218881,-0.0887779
2,0.7854452,0.64448714,"('unlikable', 'likable')",0.8860425,0.783654,0.8357438,0.7140706,-0.1216732
3,0.6674782,0.9186041,"('repellent', 'pleasant')",1.1307039,1.2189773,0.8990911,1.0687907,0.1696996
4,-0.13099629,-0.14416337,"('disliked', 'liked')",-5.8940616,-5.9594975,-3.0125289,-3.0518303,-0.0393014
5,-1.5812126,-1.590836,"('distant', 'outgoing')",-0.93904656,-0.7529943,-1.2601296,-1.1719152,0.0882144
6,-1.6606994,-1.6103624,"('distant', 'open')",-1.3166585,-1.1327227,-1.4886789,-1.3715426,0.1171363
7,0.11118855,0.25620753,"('insensitive', 'sensitive')",0.35632882,0.36768487,0.2337587,0.3119462,0.0781875
8,-1.0938145,-1.2794971,"('unaffectionate', 'affectionate')",0.30749115,0.23349118,-0.3931617,-0.523003,-0.1298413
9,-1.233626,-1.272816,"('unaffectionate', 'caring')",0.68125504,0.6948354,-0.2761855,-0.2889903,-0.0128048
10,-0.2897222,-0.29290155,"('unsympathetic', 'sympathetic')",-0.56332284,-0.73429763,-0.4265225,-0.5135996,-0.0870771
11,0.14049041,0.07679593,"('unhelpful', 'helpful')",1.7177447,1.7430944,0.9291176,0.9099452,-0.0191724
12,-0.08750773,0.050450716,"('unsupportive', 'supportive')",-1.9412965,-1.9053253,-1.0144022,-0.9274373,0.0869649
13,0.27026975,0.065107815,"('impolite', 'polite')",-0.7651485,-0.88240916,-0.2474394,-0.4086507,-0.1612113
14,1.3673763,1.3769886,"('antisocial', 'social')",0.61601824,0.41923755,0.9916973,0.8981131,-0.0935842
15,-0.17797805,-0.4782872,"('boring', 'funny')",0.18907054,0.11283426,0.0055462,-0.1827265,-0.1882727
16,-0.881798,-0.96629363,"('unpopular', 'popular')",0.260694,0.17446308,-0.310552,-0.3959153,-0.0853633
17,-0.47898707,-0.5070489,"('nasty', 'nice')",-0.3364163,-0.37222004,-0.4077017,-0.4396345,-0.0319328
18,-0.51682425,-0.55214185,"('disagreeable', 'welcoming')",-0.52068245,-0.4959805,-0.5187533,-0.5240612,-0.0053079
19,-1.4407526,-1.5379086,"('inhospitable', 'hospitable')",-0.7945982,-0.7775861,-1.1176754,-1.1577473,-0.0400719
20,0.6003696,0.6533564,"('rough', 'thoughtful')",0.7497289,0.68903846,0.6750492,0.6711974,-0.0038518
21,1.3361626,1.283657,"('immoral', 'moral')",0.023622796,-0.13323303,0.6798927,0.5752119,-0.1046808
22,0.3696165,0.39783198,"('untrustworthy', 'trustworthy')",-0.7216641,-0.7887893,-0.1760238,-0.1954786,-0.0194548
23,0.18539837,0.2238772,"('insincere', 'sincere')",5.4698787,5.5139775,2.8276386,2.8689275,0.0412889
24,0.0044676103,-0.0023044199,"('dishonest', 'honest')",0.52012956,0.562918,0.2622986,0.2803068,0.0180082
25,-0.39837518,-0.36375087,"('egoistic', 'altruistic')",1.2931013,1.2951838,0.4473631,0.4657165,0.0183534
26,-0.104236186,-0.4392489,"('hardhearted', 'benevolent')",1.9461857,1.5923597,0.9209747,0.5765554,-0.3444193
27,-0.40495113,-0.30369228,"('hardhearted', 'softhearted')",0.95665383,0.9343592,0.2758514,0.3153335,0.0394821
28,-0.2239896,-0.29052532,"('disloyal', 'loyal')",1.0998812,0.94514954,0.4379458,0.3273121,-0.1106337
29,-0.50999933,-0.5130494,"('unfair', 'fair')",-0.4244927,-0.56095624,-0.467246,-0.5370028,-0.0697568
30,0.63677937,0.5405613,"('intolerant', 'tolerant')",1.1498771,1.0103197,0.8933282,0.7754405,-0.1178877
31,-1.5183305,-1.4012082,"('evil', 'good')",-0.8512214,-0.84349364,-1.1847759,-1.1223509,0.062425
32,0.046767917,-0.21721722,"('unkind', 'kind')",1.0005827,0.6084025,0.5236753,0.1955926,-0.3280827
33,-0.35366407,-0.41148418,"('wrong', 'right')",-0.8496826,-0.8404133,-0.6016734,-0.6259487,-0.0242753
34,-0.2638946,-0.05674481,"('mean', 'honorable')",5.0866427,5.397675,2.4113741,2.6704652,0.2590911
35,-0.7533667,-0.8210369,"('corrupt', 'incorrupt')",-0.8407916,-0.8189648,-0.7970791,-0.8200008,-0.0229217
36,-1.7261696,-1.7479811,"('hostile', 'amicable')",-0.5175839,-0.5870435,-1.1218767,-1.1675123,-0.0456356
37,0.39642787,0.38654378,"('fake', 'genuine')",-0.25349617,-0.21749052,0.0714658,0.0845266,0.0130608
38,-0.036996916,0.015824817,"('untruthful', 'truthful')",-0.11849845,-0.00096455216,-0.0777477,0.0074301,0.0851778
39,0.9474014,0.9640759,"('exploitative', 'cooperative')",0.26368034,0.2338967,0.6055409,0.5989863,-0.0065546
40,0.25199232,0.4171809,"('stingy', 'generous')",-1.489535,-1.4606901,-0.6187713,-0.5217546,0.0970167
41,0.588919,0.6206752,"('unforgiving', 'forgiving')",0.31162798,0.14207293,0.4502735,0.3813741,-0.0688994
42,0.18605767,0.20715065,"('unreliable', 'reliable')",-3.3205614,-3.4297123,-1.5672519,-1.6112808,-0.0440289
43,0.27699125,0.2742232,"('irresponsible', 'responsible')",0.2931166,0.1613341,0.2850539,0.2177787,-0.0672752
44,0.23170003,0.10440174,"('prejudiced', 'unprejudiced')",-1.6208342,-1.7247686,-0.6945671,-0.8101835,-0.1156164
45,0.14980581,0.33810976,"('incompetent', 'competent')",0.21724293,0.07366048,0.1835244,0.2058851,0.0223607
46,0.53132766,0.555203,"('uncompetitive', 'competitive')",-0.6590444,-0.7547535,-0.0638584,-0.0997752,-0.0359168
47,-0.15611646,-0.08917678,"('stupid', 'smart')",4.437954,4.674754,2.1409187,2.2927887,0.15187
48,0.3117924,0.30411753,"('unintelligent', 'intelligent')",0.7891524,0.6821086,0.5504724,0.493113,-0.0573594
49,-0.027553096,0.09126774,"('unable', 'able')",-0.38630703,-0.2682495,-0.2069301,-0.0884909,0.1184392
50,-0.34190106,-0.41657984,"('clumsy', 'skillful')",-0.30411068,-0.37266493,-0.3230059,-0.3946224,-0.0716165
51,0.36364463,0.24039838,"('uneducated', 'educated')",0.63820624,0.49908245,0.5009254,0.3697404,-0.131185
52,-0.37688425,-0.6050091,"('irrational', 'rational')",-0.019744758,-0.11610404,-0.1983145,-0.3605565,-0.162242
53,-1.6960508,-1.6355829,"('uncreative', 'creative')",0.29179558,0.3105541,-0.7021276,-0.6625144,0.0396132
54,-0.52079326,-0.7342765,"('incapable', 'capable')",0.42811677,0.34687132,-0.0463382,-0.1937026,-0.1473644
55,0.44559592,0.5439925,"('incompetent', 'clever')",0.7415325,0.625977,0.5935642,0.5849848,-0.0085794
56,1.1279567,1.1700349,"('impractical', 'practical')",-0.29319653,-0.37184605,0.4173801,0.3990944,-0.0182857
57,-0.4400828,-0.4822364,"('unimaginative', 'imaginative')",-2.6462564,-2.8397982,-1.5431696,-1.6610173,-0.1178477
58,0.17127837,0.2260572,"('undiscriminating', 'discriminating')",0.6202737,0.56526965,0.395776,0.3956634,-0.0001126
59,-0.31639037,-0.3850791,"('foolish', 'wise')",-0.30204663,-0.1925908,-0.3092185,-0.2888349,0.0203836
60,1.3981782,1.6013433,"('inefficient', 'efficient')",0.15099159,0.22232386,0.7745849,0.9118336,0.1372487
61,0.19139828,0.110065915,"('illogical', 'logical')",0.61861306,0.38725767,0.4050057,0.2486618,-0.1563439
62,1.239159,1.4291141,"('incompetent', 'brilliant')",0.6850631,0.82796365,0.9621111,1.1285388,0.1664277
63,0.529699,0.6548811,"('unperceptive', 'insightful')",0.49907967,0.5378249,0.5143893,0.5963531,0.0819638
64,0.41431454,0.43523848,"('shy', 'confident')",-5.874063,-5.956199,-2.7298741,-2.7604804,-0.0306063
65,0.6500841,0.6150986,"('insecure', 'secure')",-0.22376858,-0.22118229,0.2131577,0.1969582,-0.0161995
66,-1.3219966,-1.439943,"('inactive', 'active')",-0.41357857,-0.4475454,-0.8677876,-0.9437442,-0.0759566
67,0.28985906,0.14546949,"('doubtful', 'determined')",-0.5876084,-0.73426163,-0.1488747,-0.2943961,-0.1455214
68,0.4962205,0.5745699,"('dependent', 'independent')",-0.8987737,-0.8071519,-0.2012766,-0.116291,0.0849856
69,-0.5267043,-0.50086653,"('lazy', 'industrious')",-0.84491193,-0.76180476,-0.6858081,-0.6313356,0.0544725
70,0.43853295,0.49998125,"('lethargic', 'energetic')",-0.097294115,-0.09224466,0.1706194,0.2038683,0.0332489
71,-0.8609656,-0.8429768,"('diffident', 'self-confident')",-0.084745854,-0.066054635,-0.4728557,-0.4545157,0.01834
72,0.4714763,0.5177649,"('unambitious', 'ambitious')",-0.57177496,-0.52329683,-0.0501493,-0.002766,0.0473833
73,0.89225566,0.83902663,"('helpless', 'self-reliant')",-3.006047,-2.9033942,-1.0568957,-1.0321838,0.0247119
74,0.49226674,0.50634676,"('undedicated', 'dedicated')",-0.13495342,-0.3267633,0.1786567,0.0897917,-0.088865
75,-0.30169472,-0.3096385,"('meek', 'impulsive')",-0.83809197,-0.7309321,-0.5698934,-0.5202853,0.0496081
76,0.33503917,0.35810286,"('anxious', 'daring')",-0.32428226,-0.35805702,0.0053785,2.29e-05,-0.0053556
77,-0.08521102,0.09855142,"('unmotivated', 'motivated')",-0.9384249,-0.8154784,-0.5118179,-0.3584635,0.1533544
78,-0.68010217,-0.51045966,"('nonresilient', 'resilient')",-0.06374273,-0.03831344,-0.3719224,-0.2743866,0.0975358
79,-1.0541674,-1.1883998,"('wavering', 'unwavering')",-0.87841326,-0.8605362,-0.9662904,-1.0244679,-0.0581775
80,0.8610337,0.8143115,"('dominated', 'dominating')",-0.4303333,-0.47014958,0.2153502,0.172081,-0.0432692
81,1.2412896,1.1337489,"('submissive', 'aggressive')",-0.35742986,-0.41393572,0.4419299,0.3599066,-0.0820233
82,-0.38992095,-0.39570004,"('poor', 'rich')",5.8574357,5.8752174,2.7337575,2.7397587,0.0060012
83,-0.22749493,-0.3175994,"('powerless', 'powerful')",-0.9670906,-1.0051545,-0.5972928,-0.661377,-0.0640842
84,0.22295582,0.2063711,"('inferior', 'superior')",0.49867782,0.6115725,0.3608168,0.4089718,0.048155
