,lashes_male,lashes_female,tuple,average_male,average_female,female-male
0,0.75884354,0.5383548,"('unsociable', 'sociable')",0.7588435,0.5383548,-0.2204887
1,0.54156303,0.5953948,"('unfriendly', 'friendly')",0.541563,0.5953948,0.0538318
2,-0.05283898,0.04495814,"('unlikable', 'likable')",-0.052839,0.0449581,0.0977971
3,0.8221396,0.9720896,"('repellent', 'pleasant')",0.8221396,0.9720896,0.14995
4,-6.883325,-7.0636544,"('disliked', 'liked')",-6.8833251,-7.0636544,-0.1803293
5,-0.9147314,-0.8007872,"('distant', 'outgoing')",-0.9147314,-0.8007872,0.1139442
6,-0.37654787,-0.39816895,"('distant', 'open')",-0.3765479,-0.398169,-0.0216211
7,1.5166054,1.4698399,"('insensitive', 'sensitive')",1.5166054,1.4698399,-0.0467655
8,0.6162003,0.5833466,"('unaffectionate', 'affectionate')",0.6162003,0.5833466,-0.0328537
9,0.96467924,1.0083262,"('unaffectionate', 'caring')",0.9646792,1.0083262,0.043647
10,1.4598147,1.3852934,"('unsympathetic', 'sympathetic')",1.4598147,1.3852934,-0.0745213
11,1.6195074,1.6247096,"('unhelpful', 'helpful')",1.6195074,1.6247096,0.0052022
12,-1.3003592,-1.3496547,"('unsupportive', 'supportive')",-1.3003592,-1.3496547,-0.0492955
13,0.118282765,0.27170676,"('impolite', 'polite')",0.1182828,0.2717068,0.153424
14,0.64827746,0.6326684,"('antisocial', 'social')",0.6482775,0.6326684,-0.0156091
15,0.40145704,0.35578743,"('boring', 'funny')",0.401457,0.3557874,-0.0456696
16,-1.02209,-1.0485376,"('unpopular', 'popular')",-1.02209,-1.0485376,-0.0264476
17,0.124550335,0.1300035,"('nasty', 'nice')",0.1245503,0.1300035,0.0054532
18,-0.5105229,-0.44054168,"('disagreeable', 'welcoming')",-0.5105229,-0.4405417,0.0699812
19,-0.9404335,-0.91843235,"('inhospitable', 'hospitable')",-0.9404335,-0.9184324,0.0220011
20,0.57588655,0.47392926,"('rough', 'thoughtful')",0.5758865,0.4739293,-0.1019572
21,0.19827297,0.34995702,"('immoral', 'moral')",0.198273,0.349957,0.151684
22,0.07308507,0.015864002,"('untrustworthy', 'trustworthy')",0.0730851,0.015864,-0.0572211
23,5.7119026,5.891449,"('insincere', 'sincere')",5.7119026,5.891449,0.1795464
24,1.2937998,1.3300418,"('dishonest', 'honest')",1.2937998,1.3300418,0.036242
25,0.50398016,0.5602177,"('egoistic', 'altruistic')",0.5039802,0.5602177,0.0562375
26,1.2818604,1.0657281,"('hardhearted', 'benevolent')",1.2818604,1.0657281,-0.2161323
27,1.6179345,1.4246906,"('hardhearted', 'softhearted')",1.6179345,1.4246906,-0.1932439
28,1.2964627,1.1221313,"('disloyal', 'loyal')",1.2964627,1.1221313,-0.1743314
29,-0.42220163,-0.5507523,"('unfair', 'fair')",-0.4222016,-0.5507523,-0.1285507
30,1.0464715,1.074436,"('intolerant', 'tolerant')",1.0464715,1.0744359,0.0279644
31,-1.5844754,-1.5813215,"('evil', 'good')",-1.5844754,-1.5813215,0.0031539
32,1.3055166,1.133379,"('unkind', 'kind')",1.3055166,1.133379,-0.1721376
33,-0.50192666,-0.56180537,"('wrong', 'right')",-0.5019267,-0.5618054,-0.0598787
