,federal_male,federal_female,tuple,realty_male,realty_female,investment_male,investment_female,tr_male,tr_female,average_male,average_female,female-male
0,0.3305481,0.30580464,"('unsociable', 'sociable')",-1.135844,-1.3242614,0.36787343,0.21276039,0.49394542,0.44628465,0.0141307,-0.0898529,-0.1039836
1,-0.49615246,-0.61162823,"('unfriendly', 'friendly')",-0.68446004,-0.7108502,-0.336577,-0.45398727,0.7934267,0.6309397,-0.1809407,-0.2863815,-0.1054408
2,0.75071967,0.77386343,"('unlikable', 'likable')",0.8483612,0.94232345,1.7141732,1.885171,0.46680576,0.5098856,0.9450149,1.0278109,0.082796
3,0.20277445,0.2757257,"('repellent', 'pleasant')",-0.8253524,-0.7731472,1.0587207,1.1553468,1.0582335,1.1469523,0.3735941,0.4512194,0.0776253
4,-0.71469396,-0.71968293,"('disliked', 'liked')",0.91718304,0.95690554,-0.3303283,-0.30452278,-7.6038265,-7.675014,-1.9329164,-1.9355786,-0.0026622
5,-0.8403627,-0.89692426,"('distant', 'outgoing')",0.5910255,0.6475196,-0.2448362,-0.27313575,-0.44568437,-0.5142668,-0.2349645,-0.2592018,-0.0242373
6,-0.7502027,-0.806958,"('distant', 'open')",0.54261273,0.6353049,-0.20644584,-0.22064725,-0.25094342,-0.3221496,-0.1662448,-0.1786125,-0.0123677
7,1.0782398,1.1069447,"('insensitive', 'sensitive')",-0.5568905,-0.55451924,1.9268098,1.9640536,1.2980646,1.3127763,0.936556,0.9573138,0.0207578
8,-0.1505566,-0.19728413,"('unaffectionate', 'affectionate')",-0.36743045,-0.33801264,-0.998592,-1.0513327,0.6110058,0.45323378,-0.2263933,-0.2833489,-0.0569556
9,0.91179943,0.87058175,"('unaffectionate', 'caring')",-0.14716499,-0.1549616,0.6990289,0.6598949,1.2401284,1.1942528,0.6759479,0.642442,-0.0335059
10,1.4858499,1.5523965,"('unsympathetic', 'sympathetic')",-2.0783823,-2.1574476,0.98276496,0.9724179,1.4890823,1.5000643,0.4698287,0.4668578,-0.0029709
11,1.3468727,1.384756,"('unhelpful', 'helpful')",-0.7489018,-0.78273946,1.140897,1.1550087,2.2202704,2.2575397,0.9897846,1.0036412,0.0138566
12,1.972958,2.0198903,"('unsupportive', 'supportive')",0.2058015,0.22966506,1.299198,1.3912339,-1.1772212,-1.2074989,0.5751841,0.6083226,0.0331385
13,0.75184655,0.7431998,"('impolite', 'polite')",-0.70686615,-0.82109594,1.5111514,1.4518076,0.46811968,0.5317749,0.5060629,0.4764216,-0.0296413
14,1.563707,1.5887227,"('antisocial', 'social')",-0.47939622,-0.55086917,1.912097,1.9338148,0.5426776,0.5254255,0.8847713,0.8742734,-0.0104979
15,-0.0061602397,-0.06730802,"('boring', 'funny')",0.91886693,0.93406165,0.10201632,0.12058658,0.078059256,0.022748798,0.2731956,0.2525223,-0.0206733
16,-1.3148808,-1.3473517,"('unpopular', 'popular')",0.7172284,0.7367307,-0.82351756,-0.7757114,-0.623499,-0.6166971,-0.5111672,-0.5007573,0.0104099
17,-0.16079111,-0.10125558,"('nasty', 'nice')",0.53817797,0.65658003,-0.21582228,-0.15053515,0.078440994,0.11772589,0.0600014,0.1306288,0.0706274
18,0.20695063,0.19670103,"('disagreeable', 'welcoming')",0.041594874,0.119860515,0.22490908,0.31764472,-0.6156461,-0.68802613,-0.0355479,-0.013455,0.0220929
19,-0.5324933,-0.53221816,"('inhospitable', 'hospitable')",-0.6108849,-0.5500891,-1.7816395,-1.7295724,-0.5574513,-0.6319785,-0.8706173,-0.8609645,0.0096528
20,0.37216613,0.37829208,"('rough', 'thoughtful')",-0.118039936,-0.048072983,0.5204088,0.570059,0.34643847,0.28354853,0.2802434,0.2959567,0.0157133
21,1.0495182,1.0696398,"('immoral', 'moral')",-0.8629966,-0.9104753,1.496661,1.5204284,0.33078992,0.43641576,0.5034931,0.5290021,0.025509
22,0.32154468,0.33054823,"('untrustworthy', 'trustworthy')",-1.5023341,-1.4919395,-0.31108573,-0.18271022,0.13057087,0.119646914,-0.3403261,-0.3061136,0.0342125
23,1.8466184,1.8496002,"('insincere', 'sincere')",-0.66842234,-0.6988119,1.7266992,1.699527,6.645634,6.5959673,2.3876324,2.3615706,-0.0260618
24,1.6923,1.696974,"('dishonest', 'honest')",-0.742742,-0.7278765,0.79179436,0.8715233,1.4560671,1.3932512,0.7993549,0.808468,0.0091131
25,-0.4213811,-0.48465002,"('egoistic', 'altruistic')",0.45417064,0.4695709,0.18093851,0.11173482,0.26531032,0.18573964,0.1197596,0.0705988,-0.0491608
26,1.5125561,1.4066205,"('hardhearted', 'benevolent')",1.0769401,1.0288386,1.350857,1.359607,0.30637974,0.27076823,1.0616832,1.0164586,-0.0452246
27,0.6253225,0.63904893,"('hardhearted', 'softhearted')",-0.42190552,-0.35903606,0.366252,0.38572106,1.2881509,1.151669,0.464455,0.4543507,-0.0101043
28,1.2297696,1.1439512,"('disloyal', 'loyal')",-0.6108387,-0.7385886,0.35522053,0.17377415,0.7109867,0.66921985,0.4212845,0.3120891,-0.1091954
29,-0.36688036,-0.38941535,"('unfair', 'fair')",-0.6558922,-0.6520193,-0.9483352,-0.90539646,-0.2172728,-0.35940164,-0.5470951,-0.5765582,-0.0294631
30,1.4132397,1.4553391,"('intolerant', 'tolerant')",-0.6063919,-0.6597497,1.3900915,1.3683903,1.4037747,1.414515,0.9001786,0.8946237,-0.0055549
31,-1.2677351,-1.3011968,"('evil', 'good')",0.454051,0.5294663,-1.6904299,-1.6198608,-1.5292705,-1.5745366,-1.0083462,-0.991532,0.0168142
32,1.6191255,1.5735008,"('unkind', 'kind')",-0.95299065,-1.0113982,0.703916,0.69977146,1.4448279,1.4001957,0.7037197,0.6655174,-0.0382023
33,0.402596,0.33020064,"('wrong', 'right')",1.5087726,1.472821,0.89081603,0.8024136,-0.43605927,-0.42912352,0.5915313,0.544078,-0.0474533
34,0.22385445,0.27891347,"('mean', 'honorable')",-0.34931484,-0.24462056,0.09750618,0.16190633,4.6305194,4.6503224,1.1506413,1.2116305,0.0609892
35,-2.2474802,-2.3730447,"('corrupt', 'incorrupt')",1.104661,1.1541531,-1.8945246,-1.9278324,-1.5392253,-1.6566559,-1.1441423,-1.200845,-0.0567027
36,-2.00857,-2.155283,"('hostile', 'amicable')",1.277622,1.240432,-0.82370603,-0.9554554,-1.1750418,-1.344039,-0.6824239,-0.8035864,-0.1211625
37,-0.23297894,-0.1957902,"('fake', 'genuine')",-1.0966585,-1.0588107,-0.1451267,-0.1762016,0.74617386,0.66903925,-0.1821476,-0.1904408,-0.0082932
38,0.73533523,0.75830096,"('untruthful', 'truthful')",0.3997982,0.40878633,0.99006605,1.0312399,-0.017843492,0.0032200068,0.526839,0.5503868,0.0235478
39,2.0540679,2.0679972,"('exploitative', 'cooperative')",0.10664429,0.1578891,0.32379398,0.42740095,0.067628086,0.08634007,0.6380336,0.6849068,0.0468732
40,1.2736299,1.2616498,"('stingy', 'generous')",0.43954903,0.4423148,1.1056316,1.1002995,-1.7814398,-1.8840289,0.2593427,0.2300588,-0.0292839
41,1.2556173,1.2775908,"('unforgiving', 'forgiving')",-0.8054238,-0.8401484,0.54854494,0.59334946,0.100611925,0.09914917,0.2748376,0.2824852,0.0076476
42,1.5121543,1.572621,"('unreliable', 'reliable')",0.5677395,0.6644017,0.9523352,1.1520147,-1.7465116,-1.7261617,0.3214293,0.4157189,0.0942896
