,tournament_male,tournament_female,tuple,average_male,average_female,female-male
0,0.99108636,0.90297115,"('unsociable', 'sociable')",0.9910864,0.9029711,-0.0881153
1,1.0782589,1.0067676,"('unfriendly', 'friendly')",1.0782589,1.0067676,-0.0714913
2,0.6691169,0.68132013,"('unlikable', 'likable')",0.6691169,0.6813201,0.0122032
3,0.63247454,0.6099254,"('repellent', 'pleasant')",0.6324745,0.6099254,-0.0225491
4,-6.980577,-7.037403,"('disliked', 'liked')",-6.980577,-7.0374031,-0.0568261
5,-1.5150539,-1.5892856,"('distant', 'outgoing')",-1.5150539,-1.5892856,-0.0742317
6,-0.70049673,-0.7975084,"('distant', 'open')",-0.7004967,-0.7975084,-0.0970117
7,1.6283138,1.6616377,"('insensitive', 'sensitive')",1.6283138,1.6616377,0.0333239
8,0.58170164,0.49368665,"('unaffectionate', 'affectionate')",0.5817016,0.4936866,-0.088015
9,1.3360636,1.2832971,"('unaffectionate', 'caring')",1.3360636,1.2832971,-0.0527665
10,1.2778302,1.2451463,"('unsympathetic', 'sympathetic')",1.2778302,1.2451463,-0.0326839
11,1.7917651,1.8217983,"('unhelpful', 'helpful')",1.7917651,1.8217983,0.0300332
12,-1.431813,-1.4514372,"('unsupportive', 'supportive')",-1.431813,-1.4514372,-0.0196242
13,0.7765741,0.73753273,"('impolite', 'polite')",0.7765741,0.7375327,-0.0390414
14,1.1581225,1.1070818,"('antisocial', 'social')",1.1581225,1.1070818,-0.0510407
15,0.23862542,0.19950593,"('boring', 'funny')",0.2386254,0.1995059,-0.0391195
16,-0.8248771,-0.9242498,"('unpopular', 'popular')",-0.8248771,-0.9242498,-0.0993727
17,-1.0704522,-1.0642987,"('nasty', 'nice')",-1.0704522,-1.0642987,0.0061535
18,-0.099136494,-0.14686477,"('disagreeable', 'welcoming')",-0.0991365,-0.1468648,-0.0477283
19,-0.8962427,-0.9337108,"('inhospitable', 'hospitable')",-0.8962427,-0.9337108,-0.0374681
20,1.0369468,1.0375221,"('rough', 'thoughtful')",1.0369468,1.0375221,0.0005753
21,0.6531976,0.72970206,"('immoral', 'moral')",0.6531976,0.7297021,0.0765045
22,-0.06990621,-0.1322674,"('untrustworthy', 'trustworthy')",-0.0699062,-0.1322674,-0.0623612
23,6.116957,6.0492606,"('insincere', 'sincere')",6.1169572,6.0492606,-0.0676966
24,1.4421712,1.3126217,"('dishonest', 'honest')",1.4421712,1.3126217,-0.1295495
25,0.7317835,0.65724254,"('egoistic', 'altruistic')",0.7317835,0.6572425,-0.074541
26,1.0053569,0.9332491,"('hardhearted', 'benevolent')",1.0053569,0.9332491,-0.0721078
27,1.6109772,1.5283104,"('hardhearted', 'softhearted')",1.6109772,1.5283104,-0.0826668
28,1.1371495,1.0685333,"('disloyal', 'loyal')",1.1371495,1.0685333,-0.0686162
29,-0.8579122,-0.9224475,"('unfair', 'fair')",-0.8579122,-0.9224475,-0.0645353
30,1.2848103,1.2702057,"('intolerant', 'tolerant')",1.2848103,1.2702057,-0.0146046
31,-2.0548196,-2.099263,"('evil', 'good')",-2.0548196,-2.099263,-0.0444434
32,0.8907245,0.7428694,"('unkind', 'kind')",0.8907245,0.7428694,-0.1478551
33,0.041828368,0.015202276,"('wrong', 'right')",0.0418284,0.0152023,-0.0266261
