,philip_male,philip_female,tuple,morris_male,morris_female,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,0.534389,0.1560703,"('unsociable', 'sociable')",0.2800344,0.08270785,-0.2088638,-0.44088143,-0.2886362,-0.4879053,0.0792309,-0.1725021,-0.251733
1,-0.33727157,-0.6571342,"('unfriendly', 'friendly')",1.6892271,1.6282293,-0.083081946,-0.17814359,1.2153081,0.9599386,0.6210454,0.4382225,-0.1828229
2,1.2731581,1.0800163,"('unlikable', 'likable')",1.1788275,1.0818359,1.442659,1.4699229,0.56610096,0.6248594,1.1151865,1.0641586,-0.0510279
3,-0.49076742,-0.53318495,"('repellent', 'pleasant')",-1.4639516,-1.4518032,-0.18346773,-0.2842928,0.014597112,0.10768843,-0.5308974,-0.5403981,-0.0095007
4,-0.78874356,-0.82332724,"('disliked', 'liked')",0.19700567,0.16672552,-0.24711618,-0.20579493,-5.883627,-5.9453616,-1.6806202,-1.7019396,-0.0213194
5,-0.9606175,-0.92397213,"('distant', 'outgoing')",0.8319799,0.77970725,-0.066905074,-0.0068774596,-0.18892068,-0.20064981,-0.0961158,-0.087948,0.0081678
6,-0.9415641,-0.90046924,"('distant', 'open')",0.8830839,0.89060736,-0.38023394,-0.3019058,0.1197657,0.06655541,-0.0797371,-0.0613031,0.018434
7,-0.29730856,-0.5670932,"('insensitive', 'sensitive')",-0.8359735,-0.80781925,-0.5255809,-0.64214617,0.4795346,0.41769055,-0.2948321,-0.399842,-0.1050099
8,0.03395987,-0.03194126,"('unaffectionate', 'affectionate')",1.6017101,1.6223508,-0.4407708,-0.48113954,-0.19970608,-0.32722244,0.2487983,0.1955119,-0.0532864
9,0.038745202,-0.20604229,"('unaffectionate', 'caring')",1.1857584,1.1675507,0.23064034,0.1603449,0.66858387,0.555892,0.5309319,0.4194363,-0.1114956
10,-0.3562434,-0.8311694,"('unsympathetic', 'sympathetic')",-1.2755334,-1.3633301,-1.0452341,-1.201871,-0.08915348,-0.25521654,-0.6915411,-0.9128968,-0.2213557
11,-0.29343888,-0.517436,"('unhelpful', 'helpful')",-1.0902818,-1.1569359,0.056271166,-0.023239251,2.1783247,2.063388,0.2127188,0.0914442,-0.1212746
12,0.63494366,0.50444245,"('unsupportive', 'supportive')",0.7653742,0.7524626,0.23041743,0.31255114,-1.3263748,-1.3841203,0.0760902,0.046334,-0.0297562
13,0.24739292,-0.033159055,"('impolite', 'polite')",-0.7052226,-0.86348474,0.80794996,0.686165,0.18062785,0.10632248,0.132687,-0.0260391,-0.1587261
14,0.054617558,-0.042862266,"('antisocial', 'social')",-0.7041355,-0.7952398,0.6733554,0.5622463,-0.4261632,-0.4351711,-0.1005814,-0.1777567,-0.0771753
15,0.073175125,0.017885065,"('boring', 'funny')",0.6264983,0.6598915,-0.37658465,-0.3639885,0.29981664,0.33081618,0.1557263,0.1611511,0.0054248
16,-0.38626453,-0.37612444,"('unpopular', 'popular')",0.047289744,0.05824612,0.37405786,0.35500976,0.58019286,0.54446423,0.153819,0.1453989,-0.0084201
17,-1.0865489,-1.0156251,"('nasty', 'nice')",0.35570896,0.43578163,-1.659812,-1.5868077,-0.8271902,-0.7137034,-0.8044605,-0.7200887,0.0843718
18,-0.73641455,-0.7985166,"('disagreeable', 'welcoming')",0.25294977,0.21363482,0.48506352,0.5123248,-0.7117176,-0.83684516,-0.1775297,-0.2273505,-0.0498208
19,-0.45849735,-0.46035892,"('inhospitable', 'hospitable')",-0.011408828,-0.0789146,-0.9517502,-0.98135185,-0.23356202,-0.26143524,-0.4138046,-0.4455152,-0.0317106
20,0.59919715,0.54457563,"('rough', 'thoughtful')",0.675043,0.7428437,0.29485127,0.24426487,1.016988,0.98406106,0.6465199,0.6289363,-0.0175836
21,0.67272025,0.43646842,"('immoral', 'moral')",-0.98274577,-1.110193,-0.20841259,-0.2867056,-0.8296685,-0.8747549,-0.3370267,-0.4587963,-0.1217696
22,-0.44297564,-0.70148283,"('untrustworthy', 'trustworthy')",-1.0703435,-1.1613057,-0.75817186,-0.7639665,-1.1848831,-1.1817031,-0.8640935,-0.9521145,-0.088021
23,-0.45044893,-0.8061601,"('insincere', 'sincere')",-0.9146466,-0.97260493,-0.35785252,-0.50561637,5.1439996,4.9872804,0.8552629,0.6757247,-0.1795382
24,-0.2404603,-0.4735638,"('dishonest', 'honest')",-0.83694863,-0.89013594,-0.6675823,-0.6876365,0.45595646,0.29209504,-0.3222587,-0.4398103,-0.1175516
25,0.1263986,0.19559452,"('egoistic', 'altruistic')",0.98298764,0.9914886,0.26286107,0.3084102,0.8907242,0.9247898,0.5657429,0.6050708,0.0393279
26,-0.6404302,-0.613235,"('hardhearted', 'benevolent')",1.8733907,1.8655945,1.0067298,0.97357523,1.2719282,1.1145856,0.8779047,0.8351301,-0.0427746
27,-0.64168286,-0.7232703,"('hardhearted', 'softhearted')",0.8595611,0.8904219,-0.55798745,-0.56470007,0.91141754,0.7827612,0.1428271,0.0963032,-0.0465239
28,-0.6294606,-0.9445349,"('disloyal', 'loyal')",-0.6315297,-0.7289742,-0.84355766,-1.0341562,0.45664442,0.1555182,-0.4119759,-0.6380368,-0.2260609
29,-0.839184,-0.8059355,"('unfair', 'fair')",-0.119231805,-0.14978795,-1.0753243,-1.0681129,-0.726336,-0.8339413,-0.690019,-0.7144444,-0.0244254
30,-0.5979232,-0.86324525,"('intolerant', 'tolerant')",-1.2662845,-1.3574593,-0.14937837,-0.3093926,0.9990517,0.8414695,-0.2536336,-0.4221569,-0.1685233
31,-2.001536,-1.6848716,"('evil', 'good')",1.1050816,1.154838,-0.92231196,-0.81543285,-1.5230315,-1.5558131,-0.8354495,-0.7253199,0.1101296
32,0.08335613,-0.357888,"('unkind', 'kind')",-0.1771054,-0.29479027,-0.7732715,-0.8615347,0.6044447,0.41286868,-0.065644,-0.2753361,-0.2096921
33,0.34763908,0.2205054,"('wrong', 'right')",1.5199146,1.3515944,0.8670113,0.9536029,-0.621868,-0.5690387,0.5281743,0.489166,-0.0390083
34,-0.1518911,-0.17319433,"('mean', 'honorable')",-0.40840858,-0.42708835,0.60004175,0.5775296,5.847581,5.7705545,1.4718307,1.4369503,-0.0348804
35,-0.40024188,-0.21575241,"('corrupt', 'incorrupt')",1.2849995,1.2839243,-0.51323766,-0.49617973,-0.49164018,-0.54182446,-0.03003,0.007542,0.037572
36,-1.3027109,-1.3257151,"('hostile', 'amicable')",1.5165737,1.4634664,0.46211872,0.36723658,-0.17330977,-0.315416,0.1256679,0.047393,-0.0782749
37,0.45130062,0.18366607,"('fake', 'genuine')",-0.22525033,-0.24836287,-0.7187019,-0.72767395,0.11016168,0.10281512,-0.0956225,-0.1723889,-0.0767664
38,-0.47854534,-0.64401215,"('untruthful', 'truthful')",-0.015941761,-0.0827622,-0.31527692,-0.2616018,0.1935418,0.13193947,-0.1540556,-0.2141092,-0.0600536
39,0.7037174,0.8428544,"('exploitative', 'cooperative')",1.3839076,1.4450887,0.39126697,0.46227947,-0.040683102,0.02274499,0.6095523,0.6932419,0.0836896
40,0.5085868,0.33584696,"('stingy', 'generous')",0.22009048,0.2523273,0.054283775,0.107973434,-1.435554,-1.5317788,-0.1631482,-0.2089078,-0.0457596
