,hunt_male,hunt_female,tuple,jb_male,jb_female,transport_male,transport_female,services_male,services_female,inc_male,inc_female,average_male,average_female,female-male
0,3.349606,3.282239,"('unsociable', 'sociable')",0.2642584,0.09653826,0.37325373,0.3387999,1.0195625,0.97627497,0.02013179,-0.10446913,1.0053624,0.9178766,-0.0874858
1,-1.6517211,-1.5047958,"('unfriendly', 'friendly')",-2.0951188,-2.1531122,1.0020866,1.0273768,0.009863179,-0.13418873,1.6110897,1.4931055,-0.2247601,-0.2543229,-0.0295628
2,0.9170653,0.9480299,"('unlikable', 'likable')",1.263126,1.2949319,0.55364496,0.63025856,1.0119146,1.0989679,0.60263896,0.73069227,0.8696779,0.9405762,0.0708983
3,1.6791409,1.7152858,"('repellent', 'pleasant')",1.2116175,1.1904,-0.32206866,-0.19916762,0.7194026,0.840874,0.76244235,0.7644029,0.8101069,0.862359,0.0522521
4,-3.8124678,-3.8052049,"('disliked', 'liked')",0.015240774,-0.10559578,0.4297298,0.31477597,0.32085377,0.26861906,-5.4781046,-5.518897,-1.7049496,-1.7692606,-0.064311
5,-4.2621093,-4.1857333,"('distant', 'outgoing')",-1.0671679,-0.9757116,0.61009115,0.60566145,-0.83790624,-0.8470121,-0.4381827,-0.39100665,-1.199055,-1.1587604,0.0402946
6,-4.437978,-4.374083,"('distant', 'open')",-1.6735463,-1.5645661,0.2747257,0.27796835,-1.3862259,-1.4232932,-0.06497843,-0.057662886,-1.4576006,-1.4283274,0.0292732
7,4.493397,4.502283,"('insensitive', 'sensitive')",0.46241927,0.47715193,0.6146365,0.7155456,0.6546733,0.67179614,1.4726602,1.404637,1.5395572,1.5542828,0.0147256
8,-1.5219625,-1.4711907,"('unaffectionate', 'affectionate')",-1.9058505,-1.8999066,0.8578295,0.8030361,-0.44393015,-0.5418103,0.7608212,0.63681877,-0.4506185,-0.4946106,-0.0439921
9,-0.21258087,-0.20001367,"('unaffectionate', 'caring')",-1.0281091,-1.06023,0.8797645,0.83953667,0.5406035,0.39296177,1.3291019,1.2394153,0.301756,0.242334,-0.059422
10,4.520599,4.537115,"('unsympathetic', 'sympathetic')",-0.19677319,-0.24569982,-0.5874848,-0.49186042,0.27932596,0.31881118,0.40564734,0.34059802,0.8842628,0.8917929,0.0075301
11,1.9646243,1.935984,"('unhelpful', 'helpful')",0.13582039,0.15176496,0.21647198,0.250331,1.1264222,1.1806937,2.0481539,2.1145945,1.0982985,1.1266736,0.0283751
12,1.4688985,1.5196733,"('unsupportive', 'supportive')",1.0069575,1.0974976,0.71269065,0.8623851,0.9678077,1.1060313,-1.5489817,-1.5109948,0.5214746,0.6149184,0.0934438
13,3.281657,3.1709738,"('impolite', 'polite')",0.73586184,0.78038967,0.03908647,0.12197801,0.96875143,1.0217292,0.2110792,0.1711002,1.0472872,1.0532342,0.005947
14,4.841252,4.833645,"('antisocial', 'social')",1.0685198,1.0057695,1.3070736,1.3269694,1.6346426,1.7117902,-0.07027889,-0.036192954,1.7562418,1.7683962,0.0121544
15,-0.03906168,-0.085934535,"('boring', 'funny')",0.25679445,0.22820374,0.51868296,0.3465541,-0.4194985,-0.57098275,0.5161978,0.5443054,0.166623,0.0924292,-0.0741938
16,-2.6531441,-2.6235313,"('unpopular', 'popular')",-0.73859745,-0.74367,-1.1288258,-1.1082721,-0.414137,-0.33852085,-0.104955964,0.0307789,-1.0079321,-0.9566431,0.051289
17,-1.2932655,-1.2181674,"('nasty', 'nice')",-0.016383745,0.015858889,-0.14691806,-0.06474008,0.5046148,0.5552434,-0.49816605,-0.41469055,-0.2900237,-0.2252992,0.0647245
