,ingersoll_male,ingersoll_female,tuple,rand_male,rand_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.9332495,-2.0446622,"('unsociable', 'sociable')",-0.12522718,-0.22930339,-0.67153025,-0.7875045,-0.9100023,-1.02049,-0.1104877
1,-1.5344654,-1.7545326,"('unfriendly', 'friendly')",1.1012218,0.886203,2.23161,2.0773711,0.5994555,0.4030139,-0.1964416
2,0.28839743,0.3132177,"('unlikable', 'likable')",0.79436386,0.78007114,0.49326485,0.5793295,0.5253421,0.5575395,0.0321974
3,-1.4049932,-1.4448706,"('repellent', 'pleasant')",-0.6111671,-0.4721946,0.24097653,0.25893775,-0.5917279,-0.5527091,0.0390188
4,0.9509307,0.88781136,"('disliked', 'liked')",-0.47782624,-0.46932232,-6.3428006,-6.551894,-1.9565654,-2.0444684,-0.087903
5,0.8963047,0.8715735,"('distant', 'outgoing')",0.8609747,0.79824483,-0.04986043,-0.0035113841,0.5691396,0.5554357,-0.0137039
6,0.7767521,0.7828208,"('distant', 'open')",0.82150966,0.7528732,0.6962026,0.7290383,0.7648214,0.7549108,-0.0099106
7,-1.9399422,-1.9751244,"('insensitive', 'sensitive')",-0.17986438,-0.15278867,0.71094805,0.6902261,-0.4696195,-0.479229,-0.0096095
8,0.23214164,0.11160883,"('unaffectionate', 'affectionate')",1.2848021,1.2082903,1.2439829,1.0748056,0.9203089,0.7982349,-0.122074
9,-0.27537173,-0.43286052,"('unaffectionate', 'caring')",1.8184012,1.6805478,1.1977333,1.0858054,0.9135876,0.7778309,-0.1357567
10,-3.0783353,-3.1465473,"('unsympathetic', 'sympathetic')",-0.974494,-0.9789444,-0.38792956,-0.44812992,-1.4802529,-1.5245406,-0.0442877
11,-2.0500007,-2.1005347,"('unhelpful', 'helpful')",-0.65225756,-0.7506871,1.392471,1.524525,-0.4365957,-0.4422323,-0.0056366
12,-1.2117645,-1.283728,"('unsupportive', 'supportive')",0.70321506,0.6627113,-1.6624693,-1.7200204,-0.7236729,-0.7803457,-0.0566728
13,-2.0176225,-2.0621142,"('impolite', 'polite')",-0.9891755,-1.0893235,-0.65487087,-0.56462216,-1.2205563,-1.2386866,-0.0181303
14,-1.8005444,-1.7221644,"('antisocial', 'social')",-0.2394155,-0.15088311,-0.80414975,-0.8093438,-0.9480365,-0.8941304,0.0539061
15,0.30564708,0.17218265,"('boring', 'funny')",0.62845033,0.4982914,0.6591486,0.66606045,0.531082,0.4455115,-0.0855705
