,nielsen_male,nielsen_female,tuple,holdings_male,holdings_female,plc_male,plc_female,average_male,average_female,female-male
0,-1.0328982,-0.9507299,"('unsociable', 'sociable')",-0.69203544,-0.86480546,-0.49872315,-0.6480038,-0.7412189,-0.8211797,-0.0799608
1,1.2635903,1.3736439,"('unfriendly', 'friendly')",0.2858989,0.15489319,1.685721,1.5341976,1.0784035,1.0209115,-0.057492
2,0.29193586,0.4109195,"('unlikable', 'likable')",1.5778549,1.6830028,0.47405523,0.5685972,0.781282,0.8875065,0.1062245
3,-0.9385191,-0.7836782,"('repellent', 'pleasant')",-0.33188733,-0.27735114,-0.13963175,-0.085155115,-0.4700127,-0.3820615,0.0879512
4,0.06833348,0.05796238,"('disliked', 'liked')",0.8335904,0.7826154,-2.3896778,-2.4657362,-0.495918,-0.5417194,-0.0458014
5,-0.0010103211,-0.002442792,"('distant', 'outgoing')",-0.06640619,-0.073360324,0.6818706,0.6186386,0.204818,0.1809452,-0.0238728
6,-0.26842126,-0.168715,"('distant', 'open')",-0.24067694,-0.22744483,0.59249187,0.537218,0.0277979,0.0470194,0.0192215
7,1.1520001,1.2789794,"('insensitive', 'sensitive')",0.023381643,-0.010334482,0.19045866,0.19160874,0.4552801,0.4867512,0.0314711
8,1.1345571,1.0905006,"('unaffectionate', 'affectionate')",0.11854495,0.06874286,0.4888592,0.32276374,0.5806537,0.4940024,-0.0866513
9,1.296915,1.3263425,"('unaffectionate', 'caring')",0.59013486,0.46894035,0.9850428,0.8745008,0.9573642,0.8899279,-0.0674363
10,-0.3293538,-0.094882704,"('unsympathetic', 'sympathetic')",-0.84220386,-0.9232821,-0.544693,-0.5649768,-0.5720836,-0.5277139,0.0443697
11,-1.3088915,-1.3070054,"('unhelpful', 'helpful')",-0.91707116,-0.99208,0.6038415,0.5593307,-0.540707,-0.5799182,-0.0392112
12,1.5990602,1.7622483,"('unsupportive', 'supportive')",0.45977637,0.53079677,-0.67433417,-0.70393366,0.4615008,0.5297038,0.068203
13,-1.9385898,-1.9233774,"('impolite', 'polite')",-0.5178497,-0.50525004,-0.35601103,-0.4296248,-0.9374835,-0.9527508,-0.0152673
14,0.14526291,0.11824189,"('antisocial', 'social')",1.2742478,1.2528743,0.68156296,0.65916103,0.7003579,0.6767591,-0.0235988
15,0.5843736,0.38869038,"('boring', 'funny')",-0.70488656,-0.74902254,0.17252761,0.13448592,0.0173382,-0.0752821,-0.0926203
16,-0.9753576,-0.8964022,"('unpopular', 'popular')",-0.8936189,-0.78018934,-0.21450654,-0.23595582,-0.6944943,-0.6375158,0.0569785
17,-0.20079732,-0.16849002,"('nasty', 'nice')",-0.6689427,-0.57530916,-0.8564398,-0.9141574,-0.5753933,-0.5526522,0.0227411
18,-0.62531483,-0.50767136,"('disagreeable', 'welcoming')",-0.14084926,-0.032111615,-0.82214725,-0.8814578,-0.5294371,-0.4737469,0.0556902
19,0.115814805,0.2208396,"('inhospitable', 'hospitable')",-0.9672486,-0.8894186,-0.49522513,-0.48493373,-0.4488863,-0.3845042,0.0643821
20,0.7961116,0.89058226,"('rough', 'thoughtful')",0.0143220145,0.16668612,0.9523868,0.93920535,0.5876068,0.6654913,0.0778845
21,-0.23628931,-0.11879547,"('immoral', 'moral')",-0.8061732,-0.80975693,-1.1907655,-1.142228,-0.7444093,-0.6902601,0.0541492
22,0.9583168,1.0091583,"('untrustworthy', 'trustworthy')",-0.28921187,-0.34349847,-0.15053281,-0.22275698,0.1728574,0.1476343,-0.0252231
23,-0.10320334,0.035010524,"('insincere', 'sincere')",-0.7398908,-0.8328008,2.977692,2.827063,0.7115326,0.6764243,-0.0351083
