,eaton_male,eaton_female,tuple,corp_male,corp_female,plc_male,plc_female,average_male,average_female,female-male
0,0.16966546,0.17638195,"('unsociable', 'sociable')",-0.63686347,-0.70164514,-0.24697933,-0.3481802,-0.2380591,-0.2911478,-0.0530887
1,1.2207031,1.1378381,"('unfriendly', 'friendly')",-0.37544024,-0.62467927,2.2426572,2.0087483,1.0293067,0.8406357,-0.188671
2,0.06256114,0.19121656,"('unlikable', 'likable')",0.839988,1.049494,0.5563108,0.7103909,0.4862866,0.6503672,0.1640806
3,-0.4910925,-0.15639372,"('repellent', 'pleasant')",0.06959493,0.13165304,-0.0045845844,0.06463136,-0.1420274,0.0132969,0.1553243
4,0.019884322,-0.16110036,"('disliked', 'liked')",1.112025,0.9700038,-5.564458,-5.751155,-1.4775162,-1.6474171,-0.1699009
5,0.90482974,0.72140497,"('distant', 'outgoing')",0.5245857,0.42556584,0.58619404,0.46176243,0.6718698,0.5362444,-0.1356254
6,0.22550014,0.13566533,"('distant', 'open')",-0.33868045,-0.41563824,0.62115884,0.514847,0.1693262,0.0782914,-0.0910348
7,0.39636254,0.5315396,"('insensitive', 'sensitive')",-1.5137991,-1.4475645,0.31488004,0.3626448,-0.2675188,-0.18446,0.0830588
8,0.5570544,0.45607716,"('unaffectionate', 'affectionate')",-0.22025314,-0.35158595,0.9953941,0.8126205,0.4440651,0.3057039,-0.1383612
9,0.71135485,0.64118797,"('unaffectionate', 'caring')",-0.41457987,-0.57639664,1.3883681,1.2439874,0.5617144,0.4362596,-0.1254548
10,0.07334402,0.23892793,"('unsympathetic', 'sympathetic')",-2.4529943,-2.3681486,-0.58621436,-0.5701348,-0.9886216,-0.8997852,0.0888364
11,-0.007914074,0.07589762,"('unhelpful', 'helpful')",-0.93730175,-0.87822133,1.2890105,1.2750864,0.1145982,0.1575876,0.0429894
12,0.9822704,1.1055514,"('unsupportive', 'supportive')",-0.27561194,-0.17695573,-1.4666493,-1.5067831,-0.2533303,-0.1927292,0.0606011
13,-0.71031344,-0.67931694,"('impolite', 'polite')",-1.5985166,-1.5323665,-0.30279565,-0.2723056,-0.8705419,-0.8279964,0.0425455
14,1.0986385,1.2418846,"('antisocial', 'social')",0.37244207,0.49445462,0.28646046,0.2948779,0.585847,0.6770724,0.0912254
15,0.16146436,-0.056665845,"('boring', 'funny')",-0.7393582,-0.88192207,0.15751919,0.112115204,-0.1401249,-0.2754909,-0.135366
16,-1.2008114,-1.1247883,"('unpopular', 'popular')",0.19369915,0.24969685,0.46597892,0.40707663,-0.1803778,-0.1560049,0.0243729
17,-0.025233485,0.018049933,"('nasty', 'nice')",-0.055216834,0.013223708,-0.7444185,-0.86023146,-0.2749563,-0.2763193,-0.001363
18,-0.49662757,-0.32975933,"('disagreeable', 'welcoming')",-0.5266041,-0.31142318,-0.69126654,-0.6904425,-0.5714994,-0.443875,0.1276244
19,-0.2960628,-0.333786,"('inhospitable', 'hospitable')",-0.58815247,-0.5777069,-0.21028154,-0.24457309,-0.3648322,-0.3853553,-0.0205231
20,0.6087965,0.70184934,"('rough', 'thoughtful')",0.24597618,0.2567648,0.9325119,0.8643225,0.5957615,0.6076455,0.011884
21,-0.56121826,-0.36505696,"('immoral', 'moral')",-1.3502843,-1.1394615,-1.4164939,-1.2482455,-1.1093322,-0.917588,0.1917442
