,nut_male,nut_female,tuple,average_male,average_female,female-male
0,-0.060649518,-0.03778448,"('unsociable', 'sociable')",-0.0606495,-0.0377845,0.022865
1,1.4774779,1.3807902,"('unfriendly', 'friendly')",1.4774779,1.3807902,-0.0966877
2,-0.18142705,-0.14660873,"('unlikable', 'likable')",-0.181427,-0.1466087,0.0348183
3,0.6144949,0.6917014,"('repellent', 'pleasant')",0.6144949,0.6917014,0.0772065
4,-7.2073145,-7.397748,"('disliked', 'liked')",-7.2073145,-7.397748,-0.1904335
5,-0.29875645,-0.35896116,"('distant', 'outgoing')",-0.2987565,-0.3589612,-0.0602047
6,0.3337139,0.17880784,"('distant', 'open')",0.3337139,0.1788078,-0.1549061
7,0.9163467,0.9886379,"('insensitive', 'sensitive')",0.9163467,0.9886379,0.0722912
8,1.1955315,1.0237665,"('unaffectionate', 'affectionate')",1.1955315,1.0237665,-0.171765
9,1.4663372,1.4376411,"('unaffectionate', 'caring')",1.4663372,1.4376411,-0.0286961
10,0.8067964,0.90318716,"('unsympathetic', 'sympathetic')",0.8067964,0.9031872,0.0963908
11,1.2556949,1.3177143,"('unhelpful', 'helpful')",1.2556949,1.3177143,0.0620194
12,-1.7956407,-1.8333055,"('unsupportive', 'supportive')",-1.7956407,-1.8333055,-0.0376648
13,-0.5697393,-0.47853297,"('impolite', 'polite')",-0.5697393,-0.478533,0.0912063
14,0.08815955,0.14770862,"('antisocial', 'social')",0.0881596,0.1477086,0.059549
15,0.22990602,0.10172389,"('boring', 'funny')",0.229906,0.1017239,-0.1281821
16,-0.3830158,-0.42513287,"('unpopular', 'popular')",-0.3830158,-0.4251329,-0.0421171
17,-0.1892203,-0.1746608,"('nasty', 'nice')",-0.1892203,-0.1746608,0.0145595
18,-0.2180134,-0.28236806,"('disagreeable', 'welcoming')",-0.2180134,-0.2823681,-0.0643547
19,-0.51679873,-0.6130556,"('inhospitable', 'hospitable')",-0.5167987,-0.6130556,-0.0962569
20,0.98288596,0.92259413,"('rough', 'thoughtful')",0.982886,0.9225941,-0.0602919
21,-0.5218587,-0.37580335,"('immoral', 'moral')",-0.5218587,-0.3758034,0.1460553
22,-0.4873413,-0.4679188,"('untrustworthy', 'trustworthy')",-0.4873413,-0.4679188,0.0194225
23,6.1884193,6.2908235,"('insincere', 'sincere')",6.1884193,6.2908235,0.1024042
24,1.4311125,1.3411313,"('dishonest', 'honest')",1.4311125,1.3411313,-0.0899812
25,0.97069585,0.841481,"('egoistic', 'altruistic')",0.9706959,0.841481,-0.1292149
26,1.1531996,1.0594074,"('hardhearted', 'benevolent')",1.1531996,1.0594074,-0.0937922
27,1.918965,1.7170501,"('hardhearted', 'softhearted')",1.918965,1.7170501,-0.2019149
28,1.0188365,1.0049292,"('disloyal', 'loyal')",1.0188365,1.0049292,-0.0139073
29,-0.35439944,-0.48942506,"('unfair', 'fair')",-0.3543994,-0.4894251,-0.1350257
30,0.80843127,0.87727875,"('intolerant', 'tolerant')",0.8084313,0.8772787,0.0688474
31,-1.1986513,-1.274859,"('evil', 'good')",-1.1986513,-1.274859,-0.0762077
32,1.01495,0.9549311,"('unkind', 'kind')",1.01495,0.9549311,-0.0600189
33,-0.5154829,-0.5851049,"('wrong', 'right')",-0.5154829,-0.5851049,-0.069622
34,4.708146,4.823671,"('mean', 'honorable')",4.7081461,4.8236709,0.1155248
