,airgas_male,airgas_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.22768012,-0.38003942,"('unsociable', 'sociable')",-0.0021762177,-0.16849451,-0.1149282,-0.274267,-0.1593388
1,-0.5316973,-0.66115147,"('unfriendly', 'friendly')",1.505747,1.285858,0.4870248,0.3123533,-0.1746715
2,0.40410253,0.44042587,"('unlikable', 'likable')",0.5345015,0.5673841,0.469302,0.503905,0.034603
3,-0.5630749,-0.45118448,"('repellent', 'pleasant')",0.11355878,0.19870909,-0.2247581,-0.1262377,0.0985204
4,0.20244528,0.16784175,"('disliked', 'liked')",-6.0195117,-6.060064,-2.9085331,-2.946111,-0.0375779
5,-0.507556,-0.5136629,"('distant', 'outgoing')",-0.4823957,-0.5851714,-0.4949759,-0.5494171,-0.0544412
6,-0.7797236,-0.8088205,"('distant', 'open')",-0.21235594,-0.36199778,-0.4960397,-0.5854092,-0.0893695
7,0.16333506,0.22390077,"('insensitive', 'sensitive')",0.80025005,0.85315174,0.4817926,0.5385262,0.0567336
8,-0.8111391,-0.84662694,"('unaffectionate', 'affectionate')",0.12505057,0.026988827,-0.3430443,-0.4098191,-0.0667748
9,-0.36098248,-0.35767758,"('unaffectionate', 'caring')",0.6703468,0.62835103,0.1546822,0.1353367,-0.0193455
10,-0.8057939,-0.82204515,"('unsympathetic', 'sympathetic')",0.119665325,0.10424867,-0.3430643,-0.3588982,-0.0158339
11,-0.08091308,0.00090895593,"('unhelpful', 'helpful')",2.0863714,2.1871467,1.0027292,1.0940278,0.0912986
12,-0.08896954,0.013015496,"('unsupportive', 'supportive')",-1.8752295,-1.832283,-0.9820995,-0.9096338,0.0724657
13,0.25594777,0.17229438,"('impolite', 'polite')",0.13537101,0.17148599,0.1956594,0.1718902,-0.0237692
14,-0.16334663,-0.13249902,"('antisocial', 'social')",-0.069486246,-0.037076153,-0.1164164,-0.0847876,0.0316288
15,0.20392835,0.05481497,"('boring', 'funny')",0.5515145,0.49189743,0.3777214,0.2733562,-0.1043652
16,-0.09771687,-0.11132123,"('unpopular', 'popular')",0.587558,0.62482005,0.2449206,0.2567494,0.0118288
17,-0.30261603,-0.29893965,"('nasty', 'nice')",-0.3338318,-0.28582877,-0.3182239,-0.2923842,0.0258397
18,-0.67907834,-0.6433785,"('disagreeable', 'welcoming')",-0.49587908,-0.56820756,-0.5874787,-0.605793,-0.0183143
19,-1.4308815,-1.4926871,"('inhospitable', 'hospitable')",-0.29699072,-0.35929698,-0.8639361,-0.925992,-0.0620559
20,-0.7919178,-0.7570012,"('rough', 'thoughtful')",1.168431,1.1110065,0.1882566,0.1770026,-0.011254
21,-0.14012335,-0.1948151,"('immoral', 'moral')",-0.1152127,-0.07200226,-0.127668,-0.1334087,-0.0057407
22,-0.76525027,-0.8195913,"('untrustworthy', 'trustworthy')",-0.8385916,-0.8386414,-0.8019209,-0.8291163,-0.0271954
23,-0.19090377,-0.21810868,"('insincere', 'sincere')",5.977541,6.001621,2.8933187,2.8917561,-0.0015626
24,0.33098778,0.30144855,"('dishonest', 'honest')",1.0523676,1.0273719,0.6916777,0.6644102,-0.0272675
25,-0.280653,-0.281524,"('egoistic', 'altruistic')",1.0601207,1.0235244,0.3897339,0.3710002,-0.0187337
26,0.50003475,0.40316954,"('hardhearted', 'benevolent')",1.3377416,1.1906722,0.9188882,0.7969208,-0.1219674
27,-0.1584496,0.003186129,"('hardhearted', 'softhearted')",1.2932588,1.2891363,0.5674046,0.6461612,0.0787566
28,-0.44752192,-0.5426638,"('disloyal', 'loyal')",0.8194616,0.7480577,0.1859698,0.102697,-0.0832728
29,-0.24543634,-0.2964888,"('unfair', 'fair')",-0.5742058,-0.7679791,-0.4098211,-0.532234,-0.1224129
30,0.8674835,0.8560469,"('intolerant', 'tolerant')",1.720491,1.6947974,1.2939873,1.2754221,-0.0185652
31,-1.1420151,-1.1858075,"('evil', 'good')",-1.4695008,-1.6408007,-1.305758,-1.4133041,-0.1075461
32,-0.13724345,-0.107137725,"('unkind', 'kind')",1.2316175,1.1546189,0.547187,0.5237406,-0.0234464
33,0.5842273,0.48121202,"('wrong', 'right')",-0.73352945,-0.7969475,-0.0746511,-0.1578677,-0.0832166
34,0.33342946,0.3812745,"('mean', 'honorable')",6.1124344,6.2510023,3.2229319,3.3161385,0.0932066
35,-0.6960298,-0.81108314,"('corrupt', 'incorrupt')",-0.4765647,-0.6708054,-0.5862973,-0.7409443,-0.154647
36,-0.5807179,-0.73727024,"('hostile', 'amicable')",-0.3102296,-0.5346645,-0.4454738,-0.6359674,-0.1904936
37,-0.830596,-0.84260523,"('fake', 'genuine')",0.14325672,0.14562863,-0.3436697,-0.3484883,-0.0048186
38,0.06642492,-0.0030900408,"('untruthful', 'truthful')",0.47395048,0.5394356,0.2701877,0.2681728,-0.0020149
39,0.69093,0.7025404,"('exploitative', 'cooperative')",-0.009849317,-0.000896221,0.3405403,0.3508221,0.0102818
40,0.16590218,0.24400267,"('stingy', 'generous')",-1.6187925,-1.6640961,-0.7264452,-0.7100467,0.0163985
41,-0.3943494,-0.41622886,"('unforgiving', 'forgiving')",0.124281816,0.016225982,-0.1350338,-0.2000014,-0.0649676
42,-0.4314441,-0.29789394,"('unreliable', 'reliable')",-3.0330846,-2.9099505,-1.7322644,-1.6039222,0.1283422
43,-0.2623375,-0.23914862,"('irresponsible', 'responsible')",0.62120146,0.5993657,0.179432,0.1801085,0.0006765
44,-0.17097376,-0.13726439,"('prejudiced', 'unprejudiced')",-1.395671,-1.4434541,-0.7833224,-0.7903593,-0.0070369
45,-0.6385718,-0.59366214,"('incompetent', 'competent')",0.14136544,0.13844682,-0.2486032,-0.2276077,0.0209955
46,0.042826667,-0.00026340783,"('uncompetitive', 'competitive')",-0.22765075,-0.20352797,-0.092412,-0.1018957,-0.0094837
47,0.8441383,0.8909688,"('stupid', 'smart')",5.528041,5.665011,3.1860895,3.2779899,0.0919004
48,0.41714525,0.3629971,"('unintelligent', 'intelligent')",1.0767925,1.05938,0.7469689,0.7111886,-0.0357803
49,-0.4885873,-0.3856472,"('unable', 'able')",-0.100451395,0.08048784,-0.2945193,-0.1525797,0.1419396
50,-0.812144,-0.7568356,"('clumsy', 'skillful')",0.20803013,0.23474425,-0.3020569,-0.2610457,0.0410112
51,-0.5723764,-0.6574925,"('uneducated', 'educated')",0.89954424,0.83668256,0.1635839,0.089595,-0.0739889
52,-0.060590804,-0.34939244,"('irrational', 'rational')",-0.4329382,-0.61098385,-0.2467645,-0.4801881,-0.2334236
53,-0.7263375,-0.8006741,"('uncreative', 'creative')",0.64023745,0.5427225,-0.04305,-0.1289758,-0.0859258
54,-0.8241535,-0.8916025,"('incapable', 'capable')",1.0108491,1.0132427,0.0933478,0.0608201,-0.0325277
55,-0.39331988,-0.3896762,"('incompetent', 'clever')",0.3595426,0.38725626,-0.0168886,-0.00121,0.0156786
56,0.8345579,0.79697317,"('impractical', 'practical')",0.20107844,0.2904895,0.5178182,0.5437313,0.0259131
57,-0.5928402,-0.73256636,"('unimaginative', 'imaginative')",-2.3992443,-2.4983895,-1.4960423,-1.6154779,-0.1194356
58,0.22868109,0.12802915,"('undiscriminating', 'discriminating')",0.23548976,0.09317209,0.2320854,0.1106006,-0.1214848
59,0.08617411,0.07475244,"('foolish', 'wise')",-0.024490893,-0.05315059,0.0308416,0.0108009,-0.0200407
60,0.9713877,1.1390836,"('inefficient', 'efficient')",0.76825655,0.9269779,0.8698221,1.0330307,0.1632086
61,0.49578965,0.35150012,"('illogical', 'logical')",0.44539356,0.3110974,0.4705916,0.3312988,-0.1392928
62,0.42136413,0.5722581,"('incompetent', 'brilliant')",0.6724006,0.9160545,0.5468824,0.7441563,0.1972739
63,-0.48593563,-0.4139178,"('unperceptive', 'insightful')",1.1418592,1.2516305,0.3279618,0.4188564,0.0908946
64,-0.41107345,-0.45373893,"('shy', 'confident')",-6.3153205,-6.2891235,-3.3631968,-3.3714314,-0.0082346
65,-0.18402895,-0.24389529,"('insecure', 'secure')",-0.17938215,-0.08652146,-0.1817055,-0.1652084,0.0164971
66,-0.92063636,-1.0025431,"('inactive', 'active')",0.74951476,0.6643444,-0.0855608,-0.1690994,-0.0835386
67,0.11975063,0.056826435,"('doubtful', 'determined')",-0.32964414,-0.38214624,-0.1049468,-0.1626599,-0.0577131
68,-0.38014987,-0.5052424,"('dependent', 'independent')",-0.09010914,-0.14602275,-0.2351295,-0.3256326,-0.0905031
69,0.45415297,0.4568297,"('lazy', 'industrious')",-0.49076223,-0.5052358,-0.0183046,-0.024203,-0.0058984
70,-0.6277309,-0.5737001,"('lethargic', 'energetic')",0.73977023,0.8415771,0.0560197,0.1339385,0.0779188
71,0.93436414,0.9986512,"('diffident', 'self-confident')",0.32891658,0.30758438,0.6316404,0.6531178,0.0214774
72,-0.050407343,0.02847879,"('unambitious', 'ambitious')",-0.83788556,-0.74989563,-0.4441465,-0.3607084,0.0834381
73,1.3928107,1.3754263,"('helpless', 'self-reliant')",-3.2742274,-3.2747383,-0.9407083,-0.949656,-0.0089477
74,-0.011098295,0.01929003,"('undedicated', 'dedicated')",-0.0562279,-0.1326328,-0.0336631,-0.0566714,-0.0230083
75,-0.07161608,-0.093116164,"('meek', 'impulsive')",-0.31671166,-0.29041272,-0.1941639,-0.1917644,0.0023995
76,0.2325503,0.31843016,"('anxious', 'daring')",0.76251113,0.85037273,0.4975307,0.5844014,0.0868707
77,-0.28987113,-0.325328,"('unmotivated', 'motivated')",-0.6640103,-0.6039371,-0.4769407,-0.4646325,0.0123082
78,-0.6441276,-0.4717735,"('nonresilient', 'resilient')",0.2706811,0.40436503,-0.1867232,-0.0337042,0.153019
79,-0.7029571,-0.8168114,"('wavering', 'unwavering')",-0.08882419,-0.13316487,-0.3958907,-0.4749881,-0.0790974
80,0.11811896,0.1896506,"('dominated', 'dominating')",-0.7364651,-0.58954906,-0.3091731,-0.1999492,0.1092239
81,0.3095677,0.2820512,"('submissive', 'aggressive')",0.02009476,0.1751335,0.1648312,0.2285924,0.0637612
82,-0.6396443,-0.65958494,"('poor', 'rich')",6.3085246,6.4245815,2.8344402,2.8824983,0.0480581
83,0.3223357,0.20211893,"('powerless', 'powerful')",-1.1188229,-1.206981,-0.3982436,-0.502431,-0.1041874
84,0.30309346,0.20897318,"('inferior', 'superior')",0.9422005,0.9111659,0.622647,0.5600696,-0.0625774
85,0.096977875,0.03124792,"('insignificant', 'prestigious')",0.31103635,0.13558516,0.2040071,0.0834165,-0.1205906
86,-0.5131411,-0.6797217,"('uninfluential', 'influential')",0.10848883,0.004619591,-0.2023261,-0.3375511,-0.135225
87,0.19054425,0.15890974,"('unsuccessful', 'successful')",0.9865248,1.0849336,0.5885345,0.6219217,0.0333872
88,-0.5530103,-0.6513166,"('low', 'eminent')",0.58128834,0.5067167,0.014139,-0.0722999,-0.0864389
