,enthusiasm_male,enthusiasm_female,tuple,average_male,average_female,female-male
0,0.68445146,0.51110893,"('unsociable', 'sociable')",0.6844515,0.5111089,-0.1733426
1,0.8435842,0.80191535,"('unfriendly', 'friendly')",0.8435842,0.8019153,-0.0416689
2,0.4011504,0.567688,"('unlikable', 'likable')",0.4011504,0.567688,0.1665376
3,1.1853298,1.1936338,"('repellent', 'pleasant')",1.1853298,1.1936338,0.008304
4,-7.005003,-6.960971,"('disliked', 'liked')",-7.005003,-6.9609709,0.0440321
5,-0.30452046,-0.13975716,"('distant', 'outgoing')",-0.3045205,-0.1397572,0.1647633
6,-0.30010846,-0.14753196,"('distant', 'open')",-0.3001085,-0.147532,0.1525765
7,0.91671133,0.90247345,"('insensitive', 'sensitive')",0.9167113,0.9024734,-0.0142379
8,0.41531157,0.4247186,"('unaffectionate', 'affectionate')",0.4153116,0.4247186,0.009407
9,1.2615051,1.310511,"('unaffectionate', 'caring')",1.2615051,1.310511,0.0490059
10,1.6677276,1.6750728,"('unsympathetic', 'sympathetic')",1.6677276,1.6750728,0.0073452
11,2.489802,2.4592693,"('unhelpful', 'helpful')",2.4898019,2.4592693,-0.0305326
12,-1.2683092,-1.2364404,"('unsupportive', 'supportive')",-1.2683092,-1.2364404,0.0318688
13,1.0859004,0.9912863,"('impolite', 'polite')",1.0859004,0.9912863,-0.0946141
14,0.39820644,0.1641446,"('antisocial', 'social')",0.3982064,0.1641446,-0.2340618
15,0.47705787,0.38767323,"('boring', 'funny')",0.4770579,0.3876732,-0.0893847
16,-0.31764236,-0.23329398,"('unpopular', 'popular')",-0.3176424,-0.233294,0.0843484
17,-0.105633266,-0.023872226,"('nasty', 'nice')",-0.1056333,-0.0238722,0.0817611
18,-0.5412976,-0.6280689,"('disagreeable', 'welcoming')",-0.5412976,-0.6280689,-0.0867713
19,-0.83803266,-0.6132297,"('inhospitable', 'hospitable')",-0.8380327,-0.6132297,0.224803
20,0.7329007,0.59449625,"('rough', 'thoughtful')",0.7329007,0.5944963,-0.1384044
21,0.536543,0.57719916,"('immoral', 'moral')",0.536543,0.5771992,0.0406562
22,0.21160737,0.16511789,"('untrustworthy', 'trustworthy')",0.2116074,0.1651179,-0.0464895
23,6.386018,6.29124,"('insincere', 'sincere')",6.3860178,6.2912402,-0.0947776
24,1.8537083,1.8362871,"('dishonest', 'honest')",1.8537083,1.8362871,-0.0174212
25,0.011876844,-0.016398571,"('egoistic', 'altruistic')",0.0118768,-0.0163986,-0.0282754
26,0.029953651,-0.11527241,"('hardhearted', 'benevolent')",0.0299537,-0.1152724,-0.1452261
27,1.1733394,1.0607284,"('hardhearted', 'softhearted')",1.1733394,1.0607284,-0.112611
28,0.98211217,0.94796425,"('disloyal', 'loyal')",0.9821122,0.9479643,-0.0341479
29,-0.80432755,-0.81785315,"('unfair', 'fair')",-0.8043275,-0.8178532,-0.0135257
30,1.08947,0.98400044,"('intolerant', 'tolerant')",1.08947,0.9840004,-0.1054696
31,-2.0664566,-1.9349672,"('evil', 'good')",-2.0664566,-1.9349672,0.1314894
32,1.2603779,1.2821956,"('unkind', 'kind')",1.2603779,1.2821956,0.0218177
33,-0.43023708,-0.3547696,"('wrong', 'right')",-0.4302371,-0.3547696,0.0754675
34,4.4161706,4.5394344,"('mean', 'honorable')",4.4161706,4.5394344,0.1232638
35,-1.6624864,-1.6821085,"('corrupt', 'incorrupt')",-1.6624864,-1.6821085,-0.0196221
36,-1.5935315,-1.5288185,"('hostile', 'amicable')",-1.5935315,-1.5288185,0.064713
37,0.5080806,0.55768824,"('fake', 'genuine')",0.5080806,0.5576882,0.0496076
38,-0.092029594,-0.021755554,"('untruthful', 'truthful')",-0.0920296,-0.0217556,0.070274
39,0.23590672,0.1752119,"('exploitative', 'cooperative')",0.2359067,0.1752119,-0.0606948
