,newell_male,newell_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.0035710866,-0.12447269,"('unsociable', 'sociable')",0.6825628,0.56004256,-0.6007787,-0.8331932,0.026071,-0.1325411,-0.1586121
1,2.413528,2.3478777,"('unfriendly', 'friendly')",1.1526397,1.1491542,1.4939523,1.4598725,1.6867067,1.6523015,-0.0344052
2,1.3378506,1.394344,"('unlikable', 'likable')",1.1695716,1.2580103,0.85583377,1.0138047,1.1210853,1.222053,0.1009677
3,-1.7222506,-1.6439617,"('repellent', 'pleasant')",-0.67929715,-0.49554512,-0.18916647,-0.16915913,-0.8635714,-0.7695553,0.0940161
4,0.037612297,0.014925063,"('disliked', 'liked')",-0.27273563,-0.17594889,-5.5761895,-5.5708513,-1.9371042,-1.910625,0.0264792
5,1.3523787,1.385578,"('distant', 'outgoing')",0.27252257,0.46032357,0.15319774,0.29937124,0.5926997,0.7150909,0.1223912
6,0.7088176,0.7451756,"('distant', 'open')",-0.07458502,0.0855185,0.59266657,0.72113395,0.4089664,0.517276,0.1083096
7,0.1925723,0.13149986,"('insensitive', 'sensitive')",0.3342646,0.38647318,0.01272117,-0.064905465,0.1798527,0.1510225,-0.0288302
8,1.1890658,1.1542904,"('unaffectionate', 'affectionate')",0.07734951,0.12977348,0.4876265,0.49110854,0.5846806,0.5917242,0.0070436
9,1.601549,1.5902114,"('unaffectionate', 'caring')",1.0889874,1.1547319,0.87133574,0.8772522,1.1872907,1.2073984,0.0201077
10,-0.19798195,-0.2688895,"('unsympathetic', 'sympathetic')",0.46807933,0.48988312,-0.30860618,-0.5510252,-0.0128363,-0.1100105,-0.0971742
11,0.29354075,0.2924106,"('unhelpful', 'helpful')",0.7562979,0.8205595,1.9643477,1.9235604,1.0047288,1.0121768,0.007448
12,2.2845068,2.4116745,"('unsupportive', 'supportive')",0.90803266,1.1653471,-1.533151,-1.5229728,0.5531295,0.6846829,0.1315534
13,-0.33387417,-0.3884045,"('impolite', 'polite')",0.4194954,0.402355,-0.49163568,-0.60690314,-0.1353381,-0.1976509,-0.0623128
14,0.2658261,0.1950545,"('antisocial', 'social')",0.120943375,0.05297162,-1.1074212,-1.2195145,-0.2402172,-0.3238295,-0.0836123
15,0.20143536,0.10245643,"('boring', 'funny')",-0.04127763,-0.086093776,0.41859132,0.41280228,0.1929164,0.143055,-0.0498614
16,-0.55087394,-0.5571061,"('unpopular', 'popular')",-0.4398355,-0.33370757,0.62558085,0.67526823,-0.1217095,-0.0718485,0.049861
17,-0.47211882,-0.3803966,"('nasty', 'nice')",-0.35045975,-0.1993183,-0.37046492,-0.27760723,-0.3976812,-0.285774,0.1119072
18,0.7626178,0.71630514,"('disagreeable', 'welcoming')",-0.22851767,-0.06334774,-0.39806187,-0.37534013,0.0453461,0.0925391,0.047193
19,1.2511901,1.2828832,"('inhospitable', 'hospitable')",0.09633372,0.13073526,0.28912193,0.46584693,0.5455486,0.6264884,0.0809398
20,0.5524061,0.5002983,"('rough', 'thoughtful')",0.5921979,0.6519802,1.0182283,0.952128,0.7209441,0.7014689,-0.0194752
21,0.56749237,0.4871958,"('immoral', 'moral')",0.41740447,0.44515568,-0.70332307,-0.8209801,0.0938579,0.0371238,-0.0567341
22,-0.30778763,-0.42517143,"('untrustworthy', 'trustworthy')",-0.05841984,-0.0836795,-1.0349793,-1.1064013,-0.4670623,-0.5384174,-0.0713551
23,0.69260097,0.6060595,"('insincere', 'sincere')",0.9106971,0.87879,4.9407635,4.832074,2.1813539,2.1056412,-0.0757127
24,0.27539164,0.2044209,"('dishonest', 'honest')",-0.14015299,-0.13816103,0.45990846,0.37166977,0.1983824,0.1459765,-0.0524059
25,0.9500495,0.970439,"('egoistic', 'altruistic')",-0.0076122135,0.031042635,1.3997345,1.4055535,0.7807239,0.802345,0.0216211
