,discretion_male,discretion_female,tuple,average_male,average_female,female-male
0,-0.26763612,-0.43666303,"('unsociable', 'sociable')",-0.2676361,-0.436663,-0.1690269
1,1.9615257,1.9399649,"('unfriendly', 'friendly')",1.9615257,1.9399649,-0.0215608
2,0.054994423,0.090051465,"('unlikable', 'likable')",0.0549944,0.0900515,0.0350571
3,0.93904054,0.91912985,"('repellent', 'pleasant')",0.9390405,0.9191298,-0.0199107
4,-6.7948074,-7.011547,"('disliked', 'liked')",-6.7948074,-7.0115471,-0.2167397
5,-0.32893845,-0.19310355,"('distant', 'outgoing')",-0.3289385,-0.1931036,0.1358349
6,0.052466013,0.17737417,"('distant', 'open')",0.052466,0.1773742,0.1249082
7,1.5709109,1.6130399,"('insensitive', 'sensitive')",1.5709109,1.6130399,0.042129
8,1.2242262,1.3407391,"('unaffectionate', 'affectionate')",1.2242262,1.3407391,0.1165129
9,1.8910455,2.1278286,"('unaffectionate', 'caring')",1.8910455,2.1278286,0.2367831
10,0.6854388,0.8348575,"('unsympathetic', 'sympathetic')",0.6854388,0.8348575,0.1494187
11,2.0766795,2.290807,"('unhelpful', 'helpful')",2.0766795,2.290807,0.2141275
12,-1.4164296,-1.1427369,"('unsupportive', 'supportive')",-1.4164296,-1.1427369,0.2736927
13,-0.20284961,-0.22509173,"('impolite', 'polite')",-0.2028496,-0.2250917,-0.0222421
14,-0.2986782,-0.31733277,"('antisocial', 'social')",-0.2986782,-0.3173328,-0.0186546
15,0.6086887,0.64738446,"('boring', 'funny')",0.6086887,0.6473845,0.0386958
16,-0.601423,-0.59108436,"('unpopular', 'popular')",-0.601423,-0.5910844,0.0103386
17,-0.49309933,-0.45780662,"('nasty', 'nice')",-0.4930993,-0.4578066,0.0352927
18,-0.5251601,-0.4714028,"('disagreeable', 'welcoming')",-0.5251601,-0.4714028,0.0537573
19,-0.14753771,0.10355875,"('inhospitable', 'hospitable')",-0.1475377,0.1035587,0.2510964
20,0.77202094,0.6160436,"('rough', 'thoughtful')",0.7720209,0.6160436,-0.1559773
21,-0.09581015,0.08032367,"('immoral', 'moral')",-0.0958102,0.0803237,0.1761339
22,-0.38409966,-0.35937208,"('untrustworthy', 'trustworthy')",-0.3840997,-0.3593721,0.0247276
23,6.771997,7.033019,"('insincere', 'sincere')",6.771997,7.0330191,0.2610221
24,1.8209401,1.956237,"('dishonest', 'honest')",1.8209401,1.956237,0.1352969
25,1.0723848,0.869021,"('egoistic', 'altruistic')",1.0723848,0.869021,-0.2033638
26,0.81741,0.7552643,"('hardhearted', 'benevolent')",0.81741,0.7552643,-0.0621457
27,2.18124,1.9677044,"('hardhearted', 'softhearted')",2.1812401,1.9677044,-0.2135357
28,1.460703,1.5356266,"('disloyal', 'loyal')",1.460703,1.5356266,0.0749236
29,-0.51595974,-0.7065942,"('unfair', 'fair')",-0.5159597,-0.7065942,-0.1906345
30,1.0798897,1.1169266,"('intolerant', 'tolerant')",1.0798897,1.1169266,0.0370369
31,-1.1285825,-1.4225824,"('evil', 'good')",-1.1285825,-1.4225824,-0.2939999
32,1.1881981,1.0222672,"('unkind', 'kind')",1.1881981,1.0222672,-0.1659309
