,jeweller_male,jeweller_female,tuple,average_male,average_female,female-male
0,0.729931,0.5632868,"('unsociable', 'sociable')",0.729931,0.5632868,-0.1666442
1,0.041806027,0.033256344,"('unfriendly', 'friendly')",0.041806,0.0332563,-0.0085497
2,0.84521997,0.91506726,"('unlikable', 'likable')",0.84522,0.9150673,0.0698473
3,-0.36365783,-0.20741212,"('repellent', 'pleasant')",-0.3636578,-0.2074121,0.1562457
4,-3.1421762,-3.092168,"('disliked', 'liked')",-3.1421762,-3.0921681,0.0500081
5,-0.46790338,-0.35814333,"('distant', 'outgoing')",-0.4679034,-0.3581433,0.1097601
6,-0.7474706,-0.6175827,"('distant', 'open')",-0.7474706,-0.6175827,0.1298879
7,0.64487857,0.677572,"('insensitive', 'sensitive')",0.6448786,0.677572,0.0326934
8,-0.040463533,-0.10121005,"('unaffectionate', 'affectionate')",-0.0404635,-0.1012101,-0.0607466
9,0.459605,0.49723485,"('unaffectionate', 'caring')",0.459605,0.4972349,0.0376299
10,-0.030225404,-0.072671756,"('unsympathetic', 'sympathetic')",-0.0302254,-0.0726718,-0.0424464
11,0.9748338,0.92355776,"('unhelpful', 'helpful')",0.9748338,0.9235578,-0.051276
12,-0.8205219,-0.8339257,"('unsupportive', 'supportive')",-0.8205219,-0.8339257,-0.0134038
13,0.96827143,0.73810387,"('impolite', 'polite')",0.9682714,0.7381039,-0.2301675
14,0.6298914,0.53981364,"('antisocial', 'social')",0.6298914,0.5398136,-0.0900778
15,0.50453794,0.4617989,"('boring', 'funny')",0.5045379,0.4617989,-0.042739
16,0.50870126,0.65662,"('unpopular', 'popular')",0.5087013,0.65662,0.1479187
17,0.11280284,0.1643104,"('nasty', 'nice')",0.1128028,0.1643104,0.0515076
18,-0.9256922,-0.9608175,"('disagreeable', 'welcoming')",-0.9256922,-0.9608175,-0.0351253
19,-0.22389744,-0.10619535,"('inhospitable', 'hospitable')",-0.2238974,-0.1061954,0.117702
20,0.29438323,0.34916008,"('rough', 'thoughtful')",0.2943832,0.3491601,0.0547769
21,-0.16080809,-0.16110784,"('immoral', 'moral')",-0.1608081,-0.1611078,-0.0002997
22,-0.8564809,-0.8715248,"('untrustworthy', 'trustworthy')",-0.8564809,-0.8715248,-0.0150439
23,3.576611,3.4709513,"('insincere', 'sincere')",3.576611,3.4709513,-0.1056597
24,-0.25894827,-0.36576748,"('dishonest', 'honest')",-0.2589483,-0.3657675,-0.1068192
