,emc_male,emc_female,tuple,corp_male,corp_female,ma_male,ma_female,average_male,average_female,female-male
0,-0.57365274,-0.67579126,"('unsociable', 'sociable')",0.29722422,0.18557756,-0.21554588,-0.27884692,-0.1639915,-0.2563535,-0.092362
1,-2.0250432,-2.221607,"('unfriendly', 'friendly')",-0.050601877,-0.22807987,2.1450338,2.0506008,0.0231295,-0.1330287,-0.1561582
2,0.7036073,0.66418123,"('unlikable', 'likable')",1.7839751,1.8185214,0.5418236,0.60384685,1.009802,1.0288498,0.0190478
3,0.60051525,0.85269123,"('repellent', 'pleasant')",0.22776037,0.33099812,0.67681205,0.6991048,0.5016959,0.627598,0.1259021
4,0.38053036,0.2500022,"('disliked', 'liked')",0.6719782,0.5235858,-7.130887,-7.131752,-2.0261262,-2.1193879,-0.0932617
5,-1.2862117,-1.3781757,"('distant', 'outgoing')",-0.6861658,-0.70620084,-0.19726528,-0.19571494,-0.7232143,-0.7600305,-0.0368162
6,-1.8467641,-1.9391236,"('distant', 'open')",-1.2805259,-1.3349683,0.21845192,0.21724889,-0.9696127,-1.0189477,-0.049335
7,0.31193766,0.42395103,"('insensitive', 'sensitive')",-0.31079653,-0.25914702,0.58386934,0.66086996,0.1950035,0.2752246,0.0802211
8,-1.9092766,-2.0757184,"('unaffectionate', 'affectionate')",-0.3762045,-0.3859513,1.1250112,1.0758924,-0.3868233,-0.4619257,-0.0751024
9,-1.4398056,-1.5453147,"('unaffectionate', 'caring')",-0.013243002,-0.031786673,1.8666285,1.8655403,0.13786,0.0961463,-0.0417137
10,-0.3688128,-0.2590892,"('unsympathetic', 'sympathetic')",-1.0845106,-0.9923456,-0.2506668,-0.13098359,-0.5679967,-0.4608061,0.1071906
11,0.61533123,0.60248274,"('unhelpful', 'helpful')",0.48118228,0.55955386,1.3892374,1.4257617,0.8285836,0.8625995,0.0340159
12,0.15351984,0.2678025,"('unsupportive', 'supportive')",-0.11143975,-0.019279364,-1.7238288,-1.6930976,-0.5605829,-0.4815248,0.0790581
13,0.22924553,0.32870767,"('impolite', 'polite')",-0.4353741,-0.2847936,0.095057,0.1473655,-0.0370239,0.0637599,0.1007838
14,0.93718076,0.9918358,"('antisocial', 'social')",1.2696738,1.338914,-0.48957127,-0.51615596,0.5724277,0.6048646,0.0324369
15,0.2457359,0.026211625,"('boring', 'funny')",0.25645638,0.12784906,0.07628631,0.09345543,0.1928262,0.0825054,-0.1103208
16,-0.48996398,-0.5299994,"('unpopular', 'popular')",0.07814039,-0.009257443,0.5925601,0.54909587,0.0602455,0.0032797,-0.0569658
17,-0.2922406,-0.33207408,"('nasty', 'nice')",-0.315296,-0.2907403,-0.8046656,-0.7418958,-0.470734,-0.4549034,0.0158306
18,-1.1040856,-1.1179287,"('disagreeable', 'welcoming')",-0.10705443,-0.013864696,-0.32548484,-0.34092453,-0.5122083,-0.490906,0.0213023
19,-1.0658884,-1.1216667,"('inhospitable', 'hospitable')",-0.6285136,-0.6751059,-0.5140585,-0.5350753,-0.7361534,-0.7772826,-0.0411292
20,0.45517287,0.50546104,"('rough', 'thoughtful')",0.32813138,0.3447886,0.3214029,0.29341117,0.3682357,0.3812203,0.0129846
21,0.62550884,0.75640804,"('immoral', 'moral')",0.055676144,0.08879121,-0.8372445,-0.77112335,-0.0520198,0.024692,0.0767118
22,0.12349248,0.2131961,"('untrustworthy', 'trustworthy')",0.64074093,0.6348212,-0.75727636,-0.70940405,0.002319,0.0462044,0.0438854
23,-0.44385636,-0.39081854,"('insincere', 'sincere')",-0.18019675,-0.1465337,6.8346267,6.743655,2.0701912,2.0687677,-0.0014235
24,-0.16498138,-0.16423826,"('dishonest', 'honest')",0.021166723,0.106561765,1.2625482,1.31937,0.3729112,0.4205645,0.0476533
25,-0.91183466,-1.02346,"('egoistic', 'altruistic')",0.46264848,0.35187894,1.1634805,1.0436008,0.2380981,0.1240066,-0.1140915
26,-0.6494042,-0.83837205,"('hardhearted', 'benevolent')",2.0378735,2.0660207,1.6189393,1.6003512,1.0024695,0.9426667,-0.0598028
27,-0.790096,-0.7072612,"('hardhearted', 'softhearted')",-0.3606227,-0.35258543,0.9982199,0.97796786,-0.0508329,-0.0272929,0.02354
28,-0.6372459,-0.78665376,"('disloyal', 'loyal')",-0.072203636,-0.18983221,1.3324654,1.2526072,0.207672,0.0920404,-0.1156316
29,-0.070683435,-0.09889799,"('unfair', 'fair')",-0.28307602,-0.39039674,-0.82552963,-0.9507998,-0.3930964,-0.4800315,-0.0869351
30,0.89468575,0.8567912,"('intolerant', 'tolerant')",1.6178284,1.6064066,1.1656377,1.1699581,1.2260506,1.2110519,-0.0149987
31,-1.6164914,-1.6774426,"('evil', 'good')",-0.18324097,-0.36432344,-0.8835905,-0.95944166,-0.894441,-1.0004025,-0.1059615
32,-0.19165593,-0.20372139,"('unkind', 'kind')",0.5848721,0.56737846,1.1732202,1.0952004,0.5221454,0.4862858,-0.0358596
33,0.23023655,0.13783966,"('wrong', 'right')",0.43795294,0.34872952,0.14486282,0.14963204,0.2710174,0.2120671,-0.0589503
34,-0.18965699,-0.09820009,"('mean', 'honorable')",0.46540615,0.6237791,5.251652,5.2718606,1.842467,1.9324799,0.0900129
35,-1.0531325,-1.2412103,"('corrupt', 'incorrupt')",-0.7081089,-0.9675672,-0.30229592,-0.46117765,-0.6878458,-0.889985,-0.2021392
36,-1.3560048,-1.5889935,"('hostile', 'amicable')",-0.5724386,-0.7937978,0.4694609,0.3036101,-0.4863275,-0.6930604,-0.2067329
37,-0.46546477,-0.42422426,"('fake', 'genuine')",-0.61164045,-0.5606293,-0.15261555,-0.13495588,-0.4099069,-0.3732698,0.0366371
38,-0.75247854,-0.8145542,"('untruthful', 'truthful')",-0.43117183,-0.45506,0.49863812,0.52481234,-0.2283374,-0.2482673,-0.0199299
39,1.3623803,1.4184074,"('exploitative', 'cooperative')",1.1730616,1.2632973,-0.09373332,-0.038514942,0.8139029,0.8810633,0.0671604
40,0.069328085,0.16077042,"('stingy', 'generous')",0.35195285,0.35579228,-1.8947483,-1.8445326,-0.4911558,-0.4426566,0.0484992
41,-0.51832885,-0.5534251,"('unforgiving', 'forgiving')",0.98243403,0.94637704,0.22722684,0.24875158,0.230444,0.2139012,-0.0165428
42,0.51187074,0.69595635,"('unreliable', 'reliable')",0.96741486,1.0964111,-3.2068908,-3.0544589,-0.5758684,-0.4206971,0.1551713
43,0.3406148,0.45878077,"('irresponsible', 'responsible')",0.19799848,0.29909727,0.8024764,0.8501269,0.4470299,0.5360017,0.0889718
44,0.3129298,0.32625267,"('prejudiced', 'unprejudiced')",-0.59214365,-0.52501214,-1.4271618,-1.4314121,-0.5687919,-0.5433905,0.0254014
45,0.32667392,0.41673958,"('incompetent', 'competent')",0.44061145,0.48905793,0.18586232,0.20057878,0.3177159,0.3687921,0.0510762
