,fratricide_male,fratricide_female,tuple,average_male,average_female,female-male
0,-0.22875696,-0.38861313,"('unsociable', 'sociable')",-0.228757,-0.3886131,-0.1598561
1,-1.0028676,-1.2271384,"('unfriendly', 'friendly')",-1.0028676,-1.2271384,-0.2242708
2,0.46886662,0.4896462,"('unlikable', 'likable')",0.4688666,0.4896462,0.0207796
3,-0.70352954,-0.38516113,"('repellent', 'pleasant')",-0.7035295,-0.3851611,0.3183684
4,-1.980345,-1.9862816,"('disliked', 'liked')",-1.980345,-1.9862816,-0.0059366
5,-0.71284974,-0.70557255,"('distant', 'outgoing')",-0.7128497,-0.7055725,0.0072772
6,-1.0307534,-1.0460453,"('distant', 'open')",-1.0307534,-1.0460453,-0.0152919
7,-0.46081126,-0.38594785,"('insensitive', 'sensitive')",-0.4608113,-0.3859479,0.0748634
8,-0.73497546,-0.88601553,"('unaffectionate', 'affectionate')",-0.7349755,-0.8860155,-0.15104
9,-0.75909215,-0.8067205,"('unaffectionate', 'caring')",-0.7590922,-0.8067205,-0.0476283
10,-1.0967379,-1.0326183,"('unsympathetic', 'sympathetic')",-1.0967379,-1.0326183,0.0641196
11,0.2997666,0.36641654,"('unhelpful', 'helpful')",0.2997666,0.3664165,0.0666499
12,-1.1633422,-1.0651759,"('unsupportive', 'supportive')",-1.1633422,-1.0651759,0.0981663
13,-0.2513254,-0.43755305,"('impolite', 'polite')",-0.2513254,-0.437553,-0.1862276
14,0.16560642,0.07510183,"('antisocial', 'social')",0.1656064,0.0751018,-0.0905046
15,0.1371758,-0.14542186,"('boring', 'funny')",0.1371758,-0.1454219,-0.2825977
16,-0.10186723,0.0075191855,"('unpopular', 'popular')",-0.1018672,0.0075192,0.1093864
17,-0.649239,-0.5535467,"('nasty', 'nice')",-0.649239,-0.5535467,0.0956923
18,-0.75333226,-0.8236585,"('disagreeable', 'welcoming')",-0.7533323,-0.8236585,-0.0703262
19,-1.1610504,-1.1249642,"('inhospitable', 'hospitable')",-1.1610504,-1.1249642,0.0360862
20,0.40022904,0.4171998,"('rough', 'thoughtful')",0.400229,0.4171998,0.0169708
21,-0.35339332,-0.34241816,"('immoral', 'moral')",-0.3533933,-0.3424182,0.0109751
22,-0.20897956,-0.24746664,"('untrustworthy', 'trustworthy')",-0.2089796,-0.2474666,-0.038487
23,1.0719124,1.0827215,"('insincere', 'sincere')",1.0719124,1.0827215,0.0108091
24,-0.41802204,-0.53434837,"('dishonest', 'honest')",-0.418022,-0.5343484,-0.1163264
25,-0.3422512,-0.4218239,"('egoistic', 'altruistic')",-0.3422512,-0.4218239,-0.0795727
26,0.6020388,0.26542956,"('hardhearted', 'benevolent')",0.6020388,0.2654296,-0.3366092
27,0.39272243,0.4015637,"('hardhearted', 'softhearted')",0.3927224,0.4015637,0.0088413
28,-0.61954725,-0.7931418,"('disloyal', 'loyal')",-0.6195472,-0.7931418,-0.1735946
29,0.03486293,0.026553802,"('unfair', 'fair')",0.0348629,0.0265538,-0.0083091
30,0.4322065,0.32892174,"('intolerant', 'tolerant')",0.4322065,0.3289217,-0.1032848
31,-1.4284118,-1.4016567,"('evil', 'good')",-1.4284118,-1.4016567,0.0267551
32,0.0997933,-0.11018744,"('unkind', 'kind')",0.0997933,-0.1101874,-0.2099807
33,-0.31823942,-0.40875182,"('wrong', 'right')",-0.3182394,-0.4087518,-0.0905124
34,1.7823756,1.9022973,"('mean', 'honorable')",1.7823756,1.9022973,0.1199217
35,0.11825382,-0.0019789115,"('corrupt', 'incorrupt')",0.1182538,-0.0019789,-0.1202327
36,-0.54163295,-0.5952268,"('hostile', 'amicable')",-0.541633,-0.5952268,-0.0535938
37,0.27075353,0.22170429,"('fake', 'genuine')",0.2707535,0.2217043,-0.0490492
38,-0.13592064,-0.17858213,"('untruthful', 'truthful')",-0.1359206,-0.1785821,-0.0426615
39,0.5098177,0.46667334,"('exploitative', 'cooperative')",0.5098177,0.4666733,-0.0431444
40,-0.8176289,-0.7765837,"('stingy', 'generous')",-0.8176289,-0.7765837,0.0410452
41,-0.1581209,-0.25053197,"('unforgiving', 'forgiving')",-0.1581209,-0.250532,-0.0924111
42,-0.24526009,-0.19771726,"('unreliable', 'reliable')",-0.2452601,-0.1977173,0.0475428
43,0.083013766,0.0056185722,"('irresponsible', 'responsible')",0.0830138,0.0056186,-0.0773952
44,0.041680597,0.0743666,"('prejudiced', 'unprejudiced')",0.0416806,0.0743666,0.032686
45,-0.5175129,-0.4073836,"('incompetent', 'competent')",-0.5175129,-0.4073836,0.1101293
46,-0.6698718,-0.5654896,"('uncompetitive', 'competitive')",-0.6698718,-0.5654896,0.1043822
47,1.1898663,1.2303472,"('stupid', 'smart')",1.1898663,1.2303472,0.0404809
48,-0.0073662344,0.014805304,"('unintelligent', 'intelligent')",-0.0073662,0.0148053,0.0221715
49,-0.26827723,-0.1264382,"('unable', 'able')",-0.2682772,-0.1264382,0.141839
50,-0.0367722,-0.0047039986,"('clumsy', 'skillful')",-0.0367722,-0.004704,0.0320682
51,-0.3012507,-0.30184963,"('uneducated', 'educated')",-0.3012507,-0.3018496,-0.0005989
52,-1.0597342,-1.1382633,"('irrational', 'rational')",-1.0597342,-1.1382633,-0.0785291
53,-1.8470043,-1.8437278,"('uncreative', 'creative')",-1.8470043,-1.8437278,0.0032765
54,-0.7451051,-0.7418392,"('incapable', 'capable')",-0.7451051,-0.7418392,0.0032659
55,-0.39086568,-0.36094534,"('incompetent', 'clever')",-0.3908657,-0.3609453,0.0299204
56,0.7895672,0.6936151,"('impractical', 'practical')",0.7895672,0.6936151,-0.0959521
57,-2.1159792,-2.1494167,"('unimaginative', 'imaginative')",-2.1159792,-2.1494167,-0.0334375
58,-0.14106475,-0.16428782,"('undiscriminating', 'discriminating')",-0.1410647,-0.1642878,-0.0232231
59,-0.58299613,-0.59720296,"('foolish', 'wise')",-0.5829961,-0.597203,-0.0142069
60,0.7302218,0.6652697,"('inefficient', 'efficient')",0.7302218,0.6652697,-0.0649521
61,-0.37264836,-0.450353,"('illogical', 'logical')",-0.3726484,-0.450353,-0.0777046
62,0.30364707,0.5002282,"('incompetent', 'brilliant')",0.3036471,0.5002282,0.1965811
63,-0.23097432,-0.16936797,"('unperceptive', 'insightful')",-0.2309743,-0.169368,0.0616063
64,-2.1318822,-2.2254205,"('shy', 'confident')",-2.1318822,-2.2254205,-0.0935383
65,-0.15554619,-0.22707438,"('insecure', 'secure')",-0.1555462,-0.2270744,-0.0715282
66,-1.1939795,-1.30102,"('inactive', 'active')",-1.1939795,-1.30102,-0.1070405
67,0.3132347,0.1898418,"('doubtful', 'determined')",0.3132347,0.1898418,-0.1233929
68,-0.2636357,-0.1180193,"('dependent', 'independent')",-0.2636357,-0.1180193,0.1456164
69,0.56893945,0.5128015,"('lazy', 'industrious')",0.5689394,0.5128015,-0.0561379
70,-0.12185384,-0.029070778,"('lethargic', 'energetic')",-0.1218538,-0.0290708,0.092783
71,0.318164,0.3024306,"('diffident', 'self-confident')",0.318164,0.3024306,-0.0157334
72,-0.33277273,-0.34807083,"('unambitious', 'ambitious')",-0.3327727,-0.3480708,-0.0152981
73,-0.46468672,-0.42226902,"('helpless', 'self-reliant')",-0.4646867,-0.422269,0.0424177
74,0.23201887,0.14654484,"('undedicated', 'dedicated')",0.2320189,0.1465448,-0.0854741
75,0.07326578,0.19617918,"('meek', 'impulsive')",0.0732658,0.1961792,0.1229134
76,0.14112413,0.16762643,"('anxious', 'daring')",0.1411241,0.1676264,0.0265023
77,-1.2263101,-1.0829214,"('unmotivated', 'motivated')",-1.2263101,-1.0829214,0.1433887
78,0.037549213,0.15051788,"('nonresilient', 'resilient')",0.0375492,0.1505179,0.1129687
79,-0.67126155,-0.6340616,"('wavering', 'unwavering')",-0.6712615,-0.6340616,0.0371999
80,-0.09147679,-0.09892472,"('dominated', 'dominating')",-0.0914768,-0.0989247,-0.0074479
81,-0.6741459,-0.67967343,"('submissive', 'aggressive')",-0.6741459,-0.6796734,-0.0055275
82,1.2704699,1.410084,"('poor', 'rich')",1.2704699,1.410084,0.1396141
83,-0.31019148,-0.42797476,"('powerless', 'powerful')",-0.3101915,-0.4279748,-0.1177833
84,0.40837765,0.37491816,"('inferior', 'superior')",0.4083776,0.3749182,-0.0334594
85,-0.65075344,-0.7636047,"('insignificant', 'prestigious')",-0.6507534,-0.7636047,-0.1128513
86,-1.558617,-1.6277548,"('uninfluential', 'influential')",-1.558617,-1.6277548,-0.0691378
87,-0.06531755,-0.041275777,"('unsuccessful', 'successful')",-0.0653175,-0.0412758,0.0240417
88,-0.33310083,-0.4626836,"('low', 'eminent')",-0.3331008,-0.4626836,-0.1295828
