,emerson_male,emerson_female,tuple,electric_male,electric_female,co_male,co_female,average_male,average_female,female-male
0,-0.5949797,-0.6650735,"('unsociable', 'sociable')",-0.57309884,-0.53475356,-0.06595216,-0.33387086,-0.4113436,-0.5112327,-0.0998891
1,-0.06563608,-0.07555747,"('unfriendly', 'friendly')",0.31119463,0.3107352,1.235173,1.1743615,0.4935772,0.4698464,-0.0237308
2,0.68374765,0.7281814,"('unlikable', 'likable')",0.5190445,0.5779697,1.0934546,1.1758475,0.7654156,0.8273329,0.0619173
3,-0.57335246,-0.41740522,"('repellent', 'pleasant')",-0.73680454,-0.62607175,0.6210636,0.6126449,-0.2296978,-0.1436107,0.0860871
4,0.30522266,0.34959835,"('disliked', 'liked')",0.4366308,0.35166684,-6.0144844,-6.0187726,-1.7575436,-1.7725024,-0.0149588
5,0.27637067,0.34602094,"('distant', 'outgoing')",0.3906805,0.40638474,-0.85404795,-0.6024222,-0.0623323,0.0499945,0.1123268
6,0.10546614,0.21575844,"('distant', 'open')",0.035980612,0.06534306,-0.80984473,-0.53058296,-0.2227993,-0.0831605,0.1396388
7,-0.22242832,-0.22675206,"('insensitive', 'sensitive')",-0.6209725,-0.4842174,-0.27940232,-0.39139003,-0.3742677,-0.3674532,0.0068145
8,0.655072,0.6692879,"('unaffectionate', 'affectionate')",0.1168938,0.08834786,0.06774786,0.10772044,0.2799045,0.2884521,0.0085476
9,0.6936256,0.7104827,"('unaffectionate', 'caring')",0.061916374,0.047420826,0.7363294,0.716948,0.4972905,0.4916172,-0.0056733
10,-0.070863694,-0.063936934,"('unsympathetic', 'sympathetic')",-1.5986903,-1.5765299,-0.3447012,-0.54429466,-0.6714184,-0.7282538,-0.0568354
11,0.129022,0.058566608,"('unhelpful', 'helpful')",0.08837954,0.08648227,2.4428098,2.2699409,0.8867371,0.8049966,-0.0817405
12,0.71749085,0.7930602,"('unsupportive', 'supportive')",-0.043784466,0.11012104,-1.9890938,-1.9446669,-0.4384625,-0.3471619,0.0913006
13,-0.6547365,-0.69887775,"('impolite', 'polite')",-0.2615062,-0.1505698,-0.23136455,-0.36492193,-0.3825358,-0.4047898,-0.022254
14,-0.14246546,-0.15552583,"('antisocial', 'social')",0.3036794,0.38312364,-0.09758195,-0.27790666,0.0212107,-0.0167696,-0.0379803
15,0.5358177,0.39930135,"('boring', 'funny')",0.48109102,0.37046298,0.5452082,0.47460753,0.5207056,0.4147906,-0.105915
16,-0.42591125,-0.46955392,"('unpopular', 'popular')",-0.049482558,-0.11844854,0.51923466,0.39794466,0.0146136,-0.0633526,-0.0779662
17,-0.31025773,-0.24484228,"('nasty', 'nice')",-0.660808,-0.60656124,-0.18310182,-0.13936572,-0.3847225,-0.3302564,0.0544661
