,partridge_male,partridge_female,tuple,average_male,average_female,female-male
22,0.3668407,0.37681717,"('untrustworthy', 'trustworthy')",0.3668407,0.3768172,0.0099765
23,6.146174,6.1672654,"('insincere', 'sincere')",6.146174,6.1672654,0.0210914
24,1.819079,1.7974855,"('dishonest', 'honest')",1.819079,1.7974855,-0.0215935
25,0.24223384,0.22423175,"('egoistic', 'altruistic')",0.2422338,0.2242317,-0.0180021
26,0.49315074,0.31634396,"('hardhearted', 'benevolent')",0.4931507,0.316344,-0.1768067
27,1.785269,1.5435071,"('hardhearted', 'softhearted')",1.785269,1.5435071,-0.2417619
28,1.1291553,0.99050176,"('disloyal', 'loyal')",1.1291553,0.9905018,-0.1386535
29,-0.33801663,-0.49096423,"('unfair', 'fair')",-0.3380166,-0.4909642,-0.1529476
30,1.3113272,1.3368703,"('intolerant', 'tolerant')",1.3113272,1.3368703,0.0255431
31,-1.0470567,-1.032756,"('evil', 'good')",-1.0470567,-1.032756,0.0143007
32,1.2180936,1.152759,"('unkind', 'kind')",1.2180936,1.152759,-0.0653346
33,-1.1648113,-1.0400585,"('wrong', 'right')",-1.1648113,-1.0400585,0.1247528
34,4.0435348,4.228504,"('mean', 'honorable')",4.0435348,4.2285042,0.1849694
35,-1.0106977,-1.2426052,"('corrupt', 'incorrupt')",-1.0106977,-1.2426052,-0.2319075
36,-0.70965797,-0.922152,"('hostile', 'amicable')",-0.709658,-0.922152,-0.212494
37,0.9350392,0.9020165,"('fake', 'genuine')",0.9350392,0.9020165,-0.0330227
38,-0.24762,-0.19095816,"('untruthful', 'truthful')",-0.24762,-0.1909582,0.0566618
39,0.10488342,0.15224001,"('exploitative', 'cooperative')",0.1048834,0.15224,0.0473566
40,-0.85317343,-0.9892445,"('stingy', 'generous')",-0.8531734,-0.9892445,-0.1360711
41,0.3894034,0.22032218,"('unforgiving', 'forgiving')",0.3894034,0.2203222,-0.1690812
42,-1.3628824,-1.3780384,"('unreliable', 'reliable')",-1.3628824,-1.3780384,-0.015156
43,1.4769725,1.5067385,"('irresponsible', 'responsible')",1.4769725,1.5067385,0.029766
44,-1.0767845,-1.1505094,"('prejudiced', 'unprejudiced')",-1.0767845,-1.1505094,-0.0737249
45,0.8819035,0.7413081,"('incompetent', 'competent')",0.8819035,0.7413081,-0.1405954
46,-0.22387087,-0.1950971,"('uncompetitive', 'competitive')",-0.2238709,-0.1950971,0.0287738
47,5.3372836,5.471917,"('stupid', 'smart')",5.3372836,5.4719172,0.1346336
48,1.0365137,0.9706835,"('unintelligent', 'intelligent')",1.0365137,0.9706835,-0.0658302
49,-0.4708049,-0.3399573,"('unable', 'able')",-0.4708049,-0.3399573,0.1308476
50,0.1317398,-0.016129222,"('clumsy', 'skillful')",0.1317398,-0.0161292,-0.147869
51,0.45529673,0.46479118,"('uneducated', 'educated')",0.4552967,0.4647912,0.0094945
52,-0.5961281,-0.6422205,"('irrational', 'rational')",-0.5961281,-0.6422205,-0.0460924
53,0.35644817,0.27113858,"('uncreative', 'creative')",0.3564482,0.2711386,-0.0853096
54,0.7315669,0.80601,"('incapable', 'capable')",0.7315669,0.80601,0.0744431
55,1.1694413,1.2067789,"('incompetent', 'clever')",1.1694413,1.2067789,0.0373376
56,0.62269014,0.76514345,"('impractical', 'practical')",0.6226901,0.7651435,0.1424534
57,-1.9759425,-1.9985198,"('unimaginative', 'imaginative')",-1.9759425,-1.9985198,-0.0225773
58,0.24006242,0.13821587,"('undiscriminating', 'discriminating')",0.2400624,0.1382159,-0.1018465
59,-0.06309316,-0.0024472028,"('foolish', 'wise')",-0.0630932,-0.0024472,0.060646
60,0.46323007,0.6496605,"('inefficient', 'efficient')",0.4632301,0.6496605,0.1864304
61,0.5288224,0.3349408,"('illogical', 'logical')",0.5288224,0.3349408,-0.1938816
62,1.3543365,1.4876816,"('incompetent', 'brilliant')",1.3543365,1.4876816,0.1333451
63,0.9626941,0.9922624,"('unperceptive', 'insightful')",0.9626941,0.9922624,0.0295683
64,-5.5794253,-5.423165,"('shy', 'confident')",-5.5794253,-5.4231648,0.1562605
65,1.4524635,1.3850168,"('insecure', 'secure')",1.4524635,1.3850168,-0.0674467
66,0.06664649,-0.04040618,"('inactive', 'active')",0.0666465,-0.0404062,-0.1070527
67,-0.8038971,-0.7170258,"('doubtful', 'determined')",-0.8038971,-0.7170258,0.0868713
68,-0.3967008,-0.33940804,"('dependent', 'independent')",-0.3967008,-0.339408,0.0572928
69,-1.9688954,-1.9494406,"('lazy', 'industrious')",-1.9688954,-1.9494406,0.0194548
70,1.8386009,1.8435464,"('lethargic', 'energetic')",1.8386009,1.8435464,0.0049455
71,0.16967587,0.3018871,"('diffident', 'self-confident')",0.1696759,0.3018871,0.1322112
72,0.86152273,0.99640113,"('unambitious', 'ambitious')",0.8615227,0.9964011,0.1348784
73,-3.186328,-3.0085921,"('helpless', 'self-reliant')",-3.1863279,-3.0085921,0.1777358
74,0.27366883,0.26547098,"('undedicated', 'dedicated')",0.2736688,0.265471,-0.0081978
75,-0.80867547,-0.7003183,"('meek', 'impulsive')",-0.8086755,-0.7003183,0.1083572
76,1.361287,1.2803761,"('anxious', 'daring')",1.361287,1.2803761,-0.0809109
77,-1.2227186,-1.1505384,"('unmotivated', 'motivated')",-1.2227186,-1.1505384,0.0721802
78,-0.3196989,-0.4593763,"('nonresilient', 'resilient')",-0.3196989,-0.4593763,-0.1396774
79,0.19590612,-0.0040423106,"('wavering', 'unwavering')",0.1959061,-0.0040423,-0.1999484
80,0.31707063,0.20884115,"('dominated', 'dominating')",0.3170706,0.2088411,-0.1082295
81,0.4594125,0.5517083,"('submissive', 'aggressive')",0.4594125,0.5517083,0.0922958
82,6.070349,6.154388,"('poor', 'rich')",6.0703492,6.154388,0.0840388
83,-0.6733593,-0.5637612,"('powerless', 'powerful')",-0.6733593,-0.5637612,0.1095981
84,-0.0409861,-0.044067554,"('inferior', 'superior')",-0.0409861,-0.0440676,-0.0030815
85,-1.5455147,-1.5964074,"('insignificant', 'prestigious')",-1.5455147,-1.5964074,-0.0508927
86,0.5683846,0.5644337,"('uninfluential', 'influential')",0.5683846,0.5644337,-0.0039509
87,-0.11449794,-0.028073847,"('unsuccessful', 'successful')",-0.1144979,-0.0280738,0.0864241
88,-0.069252424,-0.031025685,"('low', 'eminent')",-0.0692524,-0.0310257,0.0382267
