,sba_male,sba_female,tuple,communications_male,communications_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.17828846,-0.353893,"('unsociable', 'sociable')",0.08066932,-0.18328302,-0.08172788,-0.25027838,-0.0597823,-0.2624848,-0.2027025
1,-1.8034058,-1.8601925,"('unfriendly', 'friendly')",0.58942455,0.49257943,0.8051687,0.61028045,-0.1362708,-0.2524442,-0.1161734
2,1.1206846,1.0382402,"('unlikable', 'likable')",1.6357486,1.7251216,1.2094591,1.2694081,1.3219641,1.3442567,0.0222926
3,0.673974,0.78160447,"('repellent', 'pleasant')",0.3578762,0.46399432,0.56749433,0.5848191,0.5331148,0.6101393,0.0770245
4,-0.20618816,-0.24961364,"('disliked', 'liked')",-0.44520622,-0.47183457,-5.274037,-5.33867,-1.9751438,-2.0200392,-0.0448954
5,-1.0266635,-0.9997188,"('distant', 'outgoing')",-0.1752959,0.018116042,-0.8904028,-0.78518945,-0.6974541,-0.5889307,0.1085234
6,-1.3725725,-1.3201799,"('distant', 'open')",-1.0972408,-0.9747333,-1.2038084,-1.1305283,-1.2245406,-1.1418139,0.0827267
7,0.35935584,0.445781,"('insensitive', 'sensitive')",-0.07385588,0.027763702,0.0887997,0.09711191,0.1247665,0.1902189,0.0654524
8,-1.6119689,-1.6288165,"('unaffectionate', 'affectionate')",-0.7390811,-0.6581981,-0.108768515,-0.17843436,-0.8199395,-0.8218163,-0.0018768
9,-1.1031164,-1.1477592,"('unaffectionate', 'caring')",-0.12474115,-0.07891174,0.62589276,0.5762998,-0.2006549,-0.2167904,-0.0161355
10,-0.0793909,-0.10324376,"('unsympathetic', 'sympathetic')",-0.2920516,-0.35757664,-0.37053663,-0.46061516,-0.2473264,-0.3071452,-0.0598188
11,0.37532434,0.3224771,"('unhelpful', 'helpful')",1.1698434,1.1125281,2.2889721,2.247069,1.2780466,1.227358,-0.0506886
12,0.10388955,0.1908014,"('unsupportive', 'supportive')",-0.01933164,0.16902055,-1.6861956,-1.637026,-0.5338792,-0.4257347,0.1081445
13,0.5257028,0.47044381,"('impolite', 'polite')",0.77993757,0.6796261,-0.1422176,-0.071741015,0.3878076,0.359443,-0.0283646
14,0.7217196,0.72519934,"('antisocial', 'social')",1.821209,1.7768116,0.2711378,0.23168717,0.9380221,0.9112326,-0.0267895
15,0.45463422,0.3012235,"('boring', 'funny')",0.40835568,0.31012827,0.14355846,0.1118794,0.3355161,0.241077,-0.0944391
16,-0.74419886,-0.79575133,"('unpopular', 'popular')",-0.53874457,-0.53906363,0.2971056,0.23199871,-0.3286126,-0.3676054,-0.0389928
17,0.09411675,0.114813656,"('nasty', 'nice')",-0.81569016,-0.74113005,-0.431077,-0.4147779,-0.3842168,-0.3470314,0.0371854
18,-0.66316324,-0.66207105,"('disagreeable', 'welcoming')",0.14999434,0.11217676,-0.45931295,-0.4881311,-0.3241606,-0.3460085,-0.0218479
19,-0.5010713,-0.5217048,"('inhospitable', 'hospitable')",-0.6784513,-0.6633168,-0.654101,-0.5745384,-0.6112078,-0.58652,0.0246878
20,0.09170831,0.17527547,"('rough', 'thoughtful')",0.010201024,0.08313338,0.1588641,0.15957782,0.0869245,0.1393289,0.0524044
