,construction_male,construction_female,tuple,average_male,average_female,female-male
0,-0.1711419,-0.28918177,"('unsociable', 'sociable')",-0.1711419,-0.2891818,-0.1180399
1,0.75430405,0.8192612,"('unfriendly', 'friendly')",0.7543041,0.8192612,0.0649571
2,0.52431345,0.6286852,"('unlikable', 'likable')",0.5243134,0.6286852,0.1043718
3,0.3106382,0.44918364,"('repellent', 'pleasant')",0.3106382,0.4491836,0.1385454
4,-6.9539666,-7.1175838,"('disliked', 'liked')",-6.9539666,-7.1175838,-0.1636172
5,-0.63794446,-0.43225998,"('distant', 'outgoing')",-0.6379445,-0.43226,0.2056845
6,-0.7972463,-0.51612765,"('distant', 'open')",-0.7972463,-0.5161276,0.2811187
7,0.29458654,0.37562808,"('insensitive', 'sensitive')",0.2945865,0.3756281,0.0810416
8,0.72832483,0.77254736,"('unaffectionate', 'affectionate')",0.7283248,0.7725474,0.0442226
9,1.3500506,1.5273108,"('unaffectionate', 'caring')",1.3500506,1.5273108,0.1772602
10,0.30696833,0.3961202,"('unsympathetic', 'sympathetic')",0.3069683,0.3961202,0.0891519
11,2.4262285,2.3255842,"('unhelpful', 'helpful')",2.4262285,2.3255842,-0.1006443
12,-1.5151471,-1.5141237,"('unsupportive', 'supportive')",-1.5151471,-1.5141237,0.0010234
13,0.089551136,-0.10639187,"('impolite', 'polite')",0.0895511,-0.1063919,-0.195943
14,0.60122776,0.44767472,"('antisocial', 'social')",0.6012278,0.4476747,-0.1535531
15,-0.19714606,-0.28590494,"('boring', 'funny')",-0.1971461,-0.2859049,-0.0887588
16,-0.16819298,-0.14116956,"('unpopular', 'popular')",-0.168193,-0.1411696,0.0270234
17,-0.17001574,-0.15401882,"('nasty', 'nice')",-0.1700157,-0.1540188,0.0159969
18,-0.95042753,-0.9483539,"('disagreeable', 'welcoming')",-0.9504275,-0.9483539,0.0020736
19,-0.91458774,-0.72474134,"('inhospitable', 'hospitable')",-0.9145877,-0.7247413,0.1898464
20,0.5264759,0.50965,"('rough', 'thoughtful')",0.5264759,0.50965,-0.0168259
21,-0.11430003,-0.03565639,"('immoral', 'moral')",-0.1143,-0.0356564,0.0786436
22,-0.9445194,-1.0089686,"('untrustworthy', 'trustworthy')",-0.9445194,-1.0089686,-0.0644492
23,6.5861864,6.67671,"('insincere', 'sincere')",6.5861864,6.6767101,0.0905237
24,1.0986304,1.1755564,"('dishonest', 'honest')",1.0986304,1.1755564,0.076926
25,0.63791835,0.61859363,"('egoistic', 'altruistic')",0.6379184,0.6185936,-0.0193248
26,1.1450801,0.8837799,"('hardhearted', 'benevolent')",1.1450801,0.8837799,-0.2613002
27,0.3435036,0.482797,"('hardhearted', 'softhearted')",0.3435036,0.482797,0.1392934
28,1.2351768,1.1588267,"('disloyal', 'loyal')",1.2351768,1.1588267,-0.0763501
29,-1.0043415,-1.1405671,"('unfair', 'fair')",-1.0043415,-1.1405671,-0.1362256
30,0.848524,0.8972068,"('intolerant', 'tolerant')",0.848524,0.8972068,0.0486828
31,-2.2238207,-2.0835288,"('evil', 'good')",-2.2238207,-2.0835288,0.1402919
32,1.3641877,1.2123215,"('unkind', 'kind')",1.3641877,1.2123215,-0.1518662
33,-0.020160917,-0.22182335,"('wrong', 'right')",-0.0201609,-0.2218233,-0.2016624
