,wells_male,wells_female,tuple,fargo_male,fargo_female,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,-1.663986,-1.7492888,"('unsociable', 'sociable')",-0.90692,-1.0200588,-0.41505107,-0.4462927,-0.47904834,-0.60419255,-0.8662513,-0.9549582,-0.0887069
1,1.8090951,1.5784268,"('unfriendly', 'friendly')",1.9658165,1.8054861,1.5745944,1.4522179,2.1401172,1.818774,1.8724058,1.6637263,-0.2086795
2,0.933051,1.1240783,"('unlikable', 'likable')",0.50328034,0.6273577,1.2603668,1.381378,0.6591899,0.76161027,0.838972,0.9736061,0.1346341
3,-0.58865285,-0.58979887,"('repellent', 'pleasant')",-1.2526139,-1.2321767,-0.79247075,-0.7885585,0.29966828,0.34580883,-0.5835173,-0.5661813,0.017336
4,0.53881097,0.4809357,"('disliked', 'liked')",0.3913242,0.3806961,0.47422186,0.40346065,-6.749592,-6.536445,-1.3363087,-1.3178382,0.0184705
5,1.6815577,1.6831604,"('distant', 'outgoing')",2.284114,2.2953491,1.6783912,1.7022966,0.8673168,0.9285424,1.6278449,1.6523371,0.0244922
6,1.2528001,1.2523371,"('distant', 'open')",2.1236815,2.1467314,1.6390313,1.6241806,0.9878256,0.9438278,1.5008346,1.4917691,-0.0090655
7,-0.8087572,-0.74965507,"('insensitive', 'sensitive')",-1.1648006,-1.1144115,-0.92982113,-0.82895565,-0.27161303,-0.35360175,-0.793748,-0.761656,0.032092
8,0.6473402,0.54162276,"('unaffectionate', 'affectionate')",1.3604729,1.2736107,1.0543131,0.9243983,1.2944918,1.0220865,1.0891545,0.9404296,-0.1487249
9,0.99296314,0.90413034,"('unaffectionate', 'caring')",1.4534458,1.3999434,0.94756925,0.8255949,1.5234241,1.2994587,1.2293506,1.1072819,-0.1220687
10,-1.558069,-1.4724172,"('unsympathetic', 'sympathetic')",-1.6185768,-1.6569889,-1.1488996,-1.193417,-0.54280293,-0.6209107,-1.217087,-1.2359334,-0.0188464
11,-0.98699826,-0.98688823,"('unhelpful', 'helpful')",-0.75109017,-0.7560484,-1.3787645,-1.3808243,1.5934442,1.5828292,-0.3808521,-0.3852329,-0.0043808
12,0.5127449,0.5473162,"('unsupportive', 'supportive')",0.6955125,0.67255294,1.191409,1.2029461,-1.8214827,-1.8574411,0.1445459,0.1413436,-0.0032023
13,-1.4346749,-1.4341706,"('impolite', 'polite')",-0.92109746,-0.9741246,-1.0980448,-1.029656,-0.67197704,-0.62087846,-1.0314485,-1.0147073,0.0167412
14,-1.5952977,-1.4855171,"('antisocial', 'social')",-1.1178163,-1.105512,-0.4869161,-0.39639935,-1.3574691,-1.3295484,-1.1393747,-1.0792441,0.0601306
15,1.0194311,0.99670434,"('boring', 'funny')",1.2131581,1.2033235,1.1459007,1.1103625,0.752816,0.81095606,1.0328265,1.0303366,-0.0024899
