,tenth_male,tenth_female,tuple,average_male,average_female,female-male
0,0.28943005,0.23658845,"('unsociable', 'sociable')",0.2894301,0.2365884,-0.0528417
1,1.7808305,1.818465,"('unfriendly', 'friendly')",1.7808305,1.818465,0.0376345
2,0.3097309,0.4795466,"('unlikable', 'likable')",0.3097309,0.4795466,0.1698157
3,1.0224168,1.0623926,"('repellent', 'pleasant')",1.0224168,1.0623926,0.0399758
4,-6.935115,-6.929891,"('disliked', 'liked')",-6.9351149,-6.9298911,0.0052238
5,0.109644815,0.34226352,"('distant', 'outgoing')",0.1096448,0.3422635,0.2326187
6,0.46073896,0.64029574,"('distant', 'open')",0.460739,0.6402957,0.1795567
7,1.5283424,1.5929615,"('insensitive', 'sensitive')",1.5283424,1.5929615,0.0646191
8,1.128815,1.1573136,"('unaffectionate', 'affectionate')",1.1288151,1.1573136,0.0284985
9,1.7268155,1.8835305,"('unaffectionate', 'caring')",1.7268155,1.8835305,0.156715
10,1.1379361,1.1996442,"('unsympathetic', 'sympathetic')",1.1379361,1.1996442,0.0617081
11,2.04052,2.1130455,"('unhelpful', 'helpful')",2.04052,2.1130455,0.0725255
12,-1.0820415,-0.83631974,"('unsupportive', 'supportive')",-1.0820415,-0.8363197,0.2457218
13,0.18992612,0.10444531,"('impolite', 'polite')",0.1899261,0.1044453,-0.0854808
14,-0.046789624,-0.11683808,"('antisocial', 'social')",-0.0467896,-0.1168381,-0.0700485
15,0.5455265,0.58619565,"('boring', 'funny')",0.5455265,0.5861956,0.0406691
16,-0.60138094,-0.51987964,"('unpopular', 'popular')",-0.6013809,-0.5198796,0.0815013
17,-0.3313825,-0.2755069,"('nasty', 'nice')",-0.3313825,-0.2755069,0.0558756
18,-0.08283961,-0.04223859,"('disagreeable', 'welcoming')",-0.0828396,-0.0422386,0.040601
19,-0.11767002,0.13119048,"('inhospitable', 'hospitable')",-0.11767,0.1311905,0.2488605
20,0.5438925,0.43231192,"('rough', 'thoughtful')",0.5438925,0.4323119,-0.1115806
21,0.13358092,0.35553467,"('immoral', 'moral')",0.1335809,0.3555347,0.2219538
22,-0.117803976,-0.012378098,"('untrustworthy', 'trustworthy')",-0.117804,-0.0123781,0.1054259
23,6.9502497,7.0446157,"('insincere', 'sincere')",6.9502497,7.0446157,0.094366
24,2.1117375,2.2558656,"('dishonest', 'honest')",2.1117375,2.2558656,0.1441281
25,0.87177503,0.7419305,"('egoistic', 'altruistic')",0.871775,0.7419305,-0.1298445
26,0.59537673,0.4559492,"('hardhearted', 'benevolent')",0.5953767,0.4559492,-0.1394275
27,2.0982614,1.9184692,"('hardhearted', 'softhearted')",2.0982614,1.9184692,-0.1797922
28,1.4616725,1.4573253,"('disloyal', 'loyal')",1.4616725,1.4573253,-0.0043472
