,potty_male,potty_female,tuple,average_male,average_female,female-male
0,0.8082121,0.65195054,"('unsociable', 'sociable')",0.8082121,0.6519505,-0.1562616
1,-1.1610239,-1.2208695,"('unfriendly', 'friendly')",-1.1610239,-1.2208695,-0.0598456
2,-0.4191997,-0.41082796,"('unlikable', 'likable')",-0.4191997,-0.410828,0.0083717
3,-1.2124921,-1.1344198,"('repellent', 'pleasant')",-1.2124921,-1.1344198,0.0780723
4,-1.2388748,-1.208785,"('disliked', 'liked')",-1.2388748,-1.2087851,0.0300897
5,-0.54875106,-0.36213064,"('distant', 'outgoing')",-0.5487511,-0.3621306,0.1866205
6,-0.9560037,-0.8217634,"('distant', 'open')",-0.9560037,-0.8217634,0.1342403
7,-0.5768724,-0.6392543,"('insensitive', 'sensitive')",-0.5768724,-0.6392543,-0.0623819
8,-0.7175075,-0.7245389,"('unaffectionate', 'affectionate')",-0.7175075,-0.7245389,-0.0070314
9,-0.5141836,-0.5437192,"('unaffectionate', 'caring')",-0.5141836,-0.5437192,-0.0295356
10,-0.69828403,-0.7675029,"('unsympathetic', 'sympathetic')",-0.698284,-0.7675029,-0.0692189
11,1.0572498,1.0621159,"('unhelpful', 'helpful')",1.0572498,1.0621159,0.0048661
12,-0.46537682,-0.36111435,"('unsupportive', 'supportive')",-0.4653768,-0.3611144,0.1042624
13,0.22241822,0.18701343,"('impolite', 'polite')",0.2224182,0.1870134,-0.0354048
14,0.7379289,0.5625593,"('antisocial', 'social')",0.7379289,0.5625593,-0.1753696
15,1.0163898,0.8484527,"('boring', 'funny')",1.0163898,0.8484527,-0.1679371
16,-0.0046724454,0.07603033,"('unpopular', 'popular')",-0.0046724,0.0760303,0.0807027
17,0.18061304,0.20561454,"('nasty', 'nice')",0.180613,0.2056145,0.0250015
18,-1.429319,-1.4481579,"('disagreeable', 'welcoming')",-1.429319,-1.4481579,-0.0188389
19,-1.5594355,-1.4280324,"('inhospitable', 'hospitable')",-1.5594355,-1.4280324,0.1314031
20,-0.49514776,-0.5387449,"('rough', 'thoughtful')",-0.4951478,-0.5387449,-0.0435971
21,-0.47850487,-0.41455808,"('immoral', 'moral')",-0.4785049,-0.4145581,0.0639468
22,-1.0575947,-1.0316035,"('untrustworthy', 'trustworthy')",-1.0575947,-1.0316035,0.0259912
23,1.0303953,0.9539498,"('insincere', 'sincere')",1.0303953,0.9539498,-0.0764455
24,-0.85143435,-0.8944089,"('dishonest', 'honest')",-0.8514344,-0.8944089,-0.0429745
25,-0.11684398,-0.32842955,"('egoistic', 'altruistic')",-0.116844,-0.3284295,-0.2115855
26,0.03923349,-0.15734671,"('hardhearted', 'benevolent')",0.0392335,-0.1573467,-0.1965802
27,-0.78109086,-0.7694305,"('hardhearted', 'softhearted')",-0.7810909,-0.7694305,0.0116604
28,-0.23897411,-0.5171754,"('disloyal', 'loyal')",-0.2389741,-0.5171754,-0.2782013
29,-0.9644787,-0.92935336,"('unfair', 'fair')",-0.9644787,-0.9293534,0.0351253
30,0.59548634,0.49476838,"('intolerant', 'tolerant')",0.5954863,0.4947684,-0.1007179
31,-1.7244194,-1.5488523,"('evil', 'good')",-1.7244194,-1.5488523,0.1755671
32,0.29041806,0.25811368,"('unkind', 'kind')",0.2904181,0.2581137,-0.0323044
33,-0.29513022,-0.3649874,"('wrong', 'right')",-0.2951302,-0.3649874,-0.0698572
34,0.8181177,0.9901153,"('mean', 'honorable')",0.8181177,0.9901153,0.1719976
35,-0.56958103,-0.7232557,"('corrupt', 'incorrupt')",-0.569581,-0.7232557,-0.1536747
36,-1.3006597,-1.3538443,"('hostile', 'amicable')",-1.3006597,-1.3538443,-0.0531846
37,-0.42326808,-0.56291634,"('fake', 'genuine')",-0.4232681,-0.5629163,-0.1396482
38,0.26623836,0.34594253,"('untruthful', 'truthful')",0.2662384,0.3459425,0.0797041
39,-0.13794261,-0.15769883,"('exploitative', 'cooperative')",-0.1379426,-0.1576988,-0.0197562
40,-1.8341379,-2.013006,"('stingy', 'generous')",-1.8341379,-2.013006,-0.1788681
41,-0.12868485,-0.13352141,"('unforgiving', 'forgiving')",-0.1286848,-0.1335214,-0.0048366
42,-0.65723854,-0.6834188,"('unreliable', 'reliable')",-0.6572385,-0.6834188,-0.0261803
43,-0.45719048,-0.4166269,"('irresponsible', 'responsible')",-0.4571905,-0.4166269,0.0405636
44,-0.31822762,-0.2584827,"('prejudiced', 'unprejudiced')",-0.3182276,-0.2584827,0.0597449
45,-0.12926823,0.0038262326,"('incompetent', 'competent')",-0.1292682,0.0038262,0.1330944
46,-0.66724515,-0.67484593,"('uncompetitive', 'competitive')",-0.6672451,-0.6748459,-0.0076008
47,1.1204275,1.3354995,"('stupid', 'smart')",1.1204275,1.3354995,0.215072
48,-0.70029473,-0.7512506,"('unintelligent', 'intelligent')",-0.7002947,-0.7512506,-0.0509559
49,-0.7980772,-0.54030085,"('unable', 'able')",-0.7980772,-0.5403008,0.2577764
50,-0.6574719,-0.7018377,"('clumsy', 'skillful')",-0.6574719,-0.7018377,-0.0443658
51,-0.1937485,-0.2441802,"('uneducated', 'educated')",-0.1937485,-0.2441802,-0.0504317
52,-0.6831081,-0.8117049,"('irrational', 'rational')",-0.6831081,-0.8117049,-0.1285968
53,-2.091511,-2.1342654,"('uncreative', 'creative')",-2.091511,-2.1342654,-0.0427544
54,-0.54477775,-0.55112404,"('incapable', 'capable')",-0.5447778,-0.551124,-0.0063462
55,0.21727748,0.30003962,"('incompetent', 'clever')",0.2172775,0.3000396,0.0827621
56,1.7596649,1.7650458,"('impractical', 'practical')",1.7596649,1.7650458,0.0053809
57,-1.2051305,-1.3505921,"('unimaginative', 'imaginative')",-1.2051305,-1.3505921,-0.1454616
58,-0.8159215,-0.8407543,"('undiscriminating', 'discriminating')",-0.8159215,-0.8407543,-0.0248328
59,-0.51400846,-0.5082923,"('foolish', 'wise')",-0.5140085,-0.5082923,0.0057162
60,0.9916972,1.0270394,"('inefficient', 'efficient')",0.9916972,1.0270394,0.0353422
61,-0.7499893,-0.79851025,"('illogical', 'logical')",-0.7499893,-0.7985103,-0.048521
62,0.89962053,0.8549921,"('incompetent', 'brilliant')",0.8996205,0.8549921,-0.0446284
63,-0.16343659,-0.035118748,"('unperceptive', 'insightful')",-0.1634366,-0.0351187,0.1283179
64,-1.759618,-1.852193,"('shy', 'confident')",-1.759618,-1.852193,-0.092575
65,-0.606539,-0.69926095,"('insecure', 'secure')",-0.606539,-0.699261,-0.092722
66,-1.193342,-1.3070512,"('inactive', 'active')",-1.193342,-1.3070512,-0.1137092
67,1.1892346,1.2604553,"('doubtful', 'determined')",1.1892346,1.2604553,0.0712207
68,-1.2024205,-1.0772684,"('dependent', 'independent')",-1.2024205,-1.0772684,0.1251521
69,-0.48116383,-0.57632744,"('lazy', 'industrious')",-0.4811638,-0.5763274,-0.0951636
70,-0.28736523,-0.3708642,"('lethargic', 'energetic')",-0.2873652,-0.3708642,-0.083499
71,0.072444975,0.15522815,"('diffident', 'self-confident')",0.072445,0.1552282,0.0827832
72,-0.5729294,-0.52308315,"('unambitious', 'ambitious')",-0.5729294,-0.5230832,0.0498462
73,-0.70833087,-0.7413987,"('helpless', 'self-reliant')",-0.7083309,-0.7413987,-0.0330678
74,-0.25564474,-0.25133023,"('undedicated', 'dedicated')",-0.2556447,-0.2513302,0.0043145
75,-0.3913219,-0.27114478,"('meek', 'impulsive')",-0.3913219,-0.2711448,0.1201771
76,-0.01994718,-0.066458106,"('anxious', 'daring')",-0.0199472,-0.0664581,-0.0465109
77,-0.79216397,-0.7964516,"('unmotivated', 'motivated')",-0.792164,-0.7964516,-0.0042876
78,-0.40299037,-0.34877735,"('nonresilient', 'resilient')",-0.4029904,-0.3487774,0.054213
79,-0.79617333,-0.76718366,"('wavering', 'unwavering')",-0.7961733,-0.7671837,0.0289896
80,0.33178708,0.16095085,"('dominated', 'dominating')",0.3317871,0.1609509,-0.1708362
81,0.53228587,0.43096533,"('submissive', 'aggressive')",0.5322859,0.4309653,-0.1013206
82,0.8062159,0.8632623,"('poor', 'rich')",0.8062159,0.8632623,0.0570464
83,0.18405692,0.16568042,"('powerless', 'powerful')",0.1840569,0.1656804,-0.0183765
84,-0.025475278,-0.11384994,"('inferior', 'superior')",-0.0254753,-0.1138499,-0.0883746
85,-0.58709985,-0.60561424,"('insignificant', 'prestigious')",-0.5870999,-0.6056142,-0.0185143
86,-1.1357387,-1.1853594,"('uninfluential', 'influential')",-1.1357387,-1.1853594,-0.0496207
87,0.32879534,0.19007342,"('unsuccessful', 'successful')",0.3287953,0.1900734,-0.1387219
88,0.21977222,0.04301974,"('low', 'eminent')",0.2197722,0.0430197,-0.1767525
