,tapestry_male,tapestry_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.07303889,-0.07785241,"('unsociable', 'sociable')",-0.055550374,-0.15765488,0.0087443,-0.1177536,-0.1264979
1,-0.16965175,-0.292584,"('unfriendly', 'friendly')",1.7643726,1.6076573,0.7973604,0.6575366,-0.1398238
2,-0.17543033,-0.27480134,"('unlikable', 'likable')",0.4305173,0.4624706,0.1275435,0.0938346,-0.0337089
3,0.17507932,0.49041474,"('repellent', 'pleasant')",0.0317932,0.14118353,0.1034363,0.3157991,0.2123628
4,-1.8146974,-1.8801315,"('disliked', 'liked')",-6.633306,-6.59337,-4.2240019,-4.2367506,-0.0127487
5,-1.6016783,-1.6753125,"('distant', 'outgoing')",-0.19365115,-0.14009345,-0.8976647,-0.907703,-0.0100383
6,-1.3129333,-1.3555815,"('distant', 'open')",0.3694355,0.35756123,-0.4717489,-0.4990101,-0.0272612
7,1.1198704,1.2840854,"('insensitive', 'sensitive')",0.9578157,0.9608893,1.038843,1.1224873,0.0836443
8,0.0025007017,-0.09795065,"('unaffectionate', 'affectionate')",1.0878279,0.90397745,0.5451643,0.4030134,-0.1421509
9,0.5484446,0.60965025,"('unaffectionate', 'caring')",1.2498922,1.1896659,0.8991684,0.8996581,0.0004897
10,0.8561639,1.0589383,"('unsympathetic', 'sympathetic')",-0.13512474,-0.20496728,0.3605196,0.4269855,0.0664659
11,0.00013914704,0.12369798,"('unhelpful', 'helpful')",1.8423617,1.9017797,0.9212504,1.0127388,0.0914884
12,0.78198826,0.8764199,"('unsupportive', 'supportive')",-1.7805804,-1.7184287,-0.4992961,-0.4210044,0.0782917
13,0.2391541,-0.046554398,"('impolite', 'polite')",-0.4613068,-0.4258895,-0.1110764,-0.2362219,-0.1251455
14,1.9759245,1.8574288,"('antisocial', 'social')",-0.1174606,-0.1381088,0.9292319,0.85966,-0.0695719
15,0.59607977,0.33252713,"('boring', 'funny')",0.4764194,0.3883854,0.5362496,0.3604563,-0.1757933
16,-1.4142089,-1.3130319,"('unpopular', 'popular')",0.08160211,0.3108563,-0.6663034,-0.5010878,0.1652156
17,-0.5368062,-0.5654061,"('nasty', 'nice')",-0.36918366,-0.426732,-0.4529949,-0.496069,-0.0430741
18,-1.2280711,-1.1927841,"('disagreeable', 'welcoming')",-0.32968515,-0.30086792,-0.7788781,-0.746826,0.0320521
19,-1.5782535,-1.6262804,"('inhospitable', 'hospitable')",-0.207737,-0.17059949,-0.8929952,-0.8984399,-0.0054447
