,ingevity_male,ingevity_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.2940199,-1.4331964,"('unsociable', 'sociable')",-0.25064784,-0.3518851,-0.7723339,-0.8925408,-0.1202069
1,-2.426745,-2.447409,"('unfriendly', 'friendly')",1.7041966,1.5520929,-0.3612742,-0.447658,-0.0863838
2,-0.1324928,-0.122669995,"('unlikable', 'likable')",0.63627017,0.65038,0.2518887,0.263855,0.0119663
3,-0.4912959,-0.42248723,"('repellent', 'pleasant')",0.801182,0.78004956,0.154943,0.1787812,0.0238382
4,-0.36661792,-0.30832177,"('disliked', 'liked')",-7.408093,-7.535369,-3.8873553,-3.9218454,-0.0344901
5,-0.18359719,-0.09863019,"('distant', 'outgoing')",-0.23110703,-0.14565665,-0.2073521,-0.1221434,0.0852087
6,-0.6797579,-0.58751714,"('distant', 'open')",-0.115915716,-0.0567882,-0.3978368,-0.3221527,0.0756841
7,-0.8790087,-0.85025346,"('insensitive', 'sensitive')",0.072059855,0.12489562,-0.4034744,-0.3626789,0.0407955
8,-2.0162861,-2.0373995,"('unaffectionate', 'affectionate')",1.0121163,0.9638695,-0.5020849,-0.536765,-0.0346801
9,-1.9145622,-1.8960183,"('unaffectionate', 'caring')",1.3737509,1.5034522,-0.2704057,-0.196283,0.0741227
10,-1.7794881,-1.8118632,"('unsympathetic', 'sympathetic')",-0.40582415,-0.253461,-1.0926561,-1.0326622,0.0599939
11,-0.5648428,-0.7108044,"('unhelpful', 'helpful')",1.8780369,2.0464218,0.656597,0.6678087,0.0112117
12,-1.5593725,-1.4491012,"('unsupportive', 'supportive')",-2.3207233,-2.2514665,-1.940048,-1.8502839,0.0897641
13,-0.7105538,-0.8910112,"('impolite', 'polite')",-0.7230145,-0.64980024,-0.7167841,-0.7704057,-0.0536216
14,0.24390732,0.24665089,"('antisocial', 'social')",-0.23041005,-0.42582726,0.0067486,-0.0895882,-0.0963368
15,0.55150664,0.43593124,"('boring', 'funny')",-0.044712894,-0.090306,0.2533969,0.1728126,-0.0805843
16,-0.57550246,-0.529638,"('unpopular', 'popular')",0.4823872,0.4479594,-0.0465576,-0.0408393,0.0057183
17,-0.27023217,-0.2403223,"('nasty', 'nice')",-0.37912735,-0.38287127,-0.3246798,-0.3115968,0.013083
18,-0.7504419,-0.6982856,"('disagreeable', 'welcoming')",-0.5021864,-0.6378652,-0.6263142,-0.6680754,-0.0417612
19,-1.47478,-1.4663814,"('inhospitable', 'hospitable')",-0.37825963,-0.22902448,-0.9265198,-0.847703,0.0788168
20,0.23194279,0.2524689,"('rough', 'thoughtful')",0.71390945,0.6681598,0.4729261,0.4603143,-0.0126118
21,-0.24096544,-0.3926773,"('immoral', 'moral')",-0.55873716,-0.4880465,-0.3998513,-0.4403619,-0.0405106
22,-0.6184053,-0.6655268,"('untrustworthy', 'trustworthy')",-1.3288355,-1.2993162,-0.9736204,-0.9824215,-0.0088011
23,-0.99062943,-1.1101454,"('insincere', 'sincere')",6.3492055,6.462291,2.6792879,2.6760726,-0.0032153
24,-1.1075294,-1.1413318,"('dishonest', 'honest')",0.63667345,0.706837,-0.235428,-0.2172474,0.0181806
25,-0.4911066,-0.4404615,"('egoistic', 'altruistic')",1.1876534,0.9900516,0.3482734,0.2747951,-0.0734783
26,-0.61717415,-0.7233518,"('hardhearted', 'benevolent')",1.4858828,1.1722748,0.4343543,0.2244615,-0.2098928
27,-0.8492867,-0.85112375,"('hardhearted', 'softhearted')",1.2052107,1.1181328,0.177962,0.1335045,-0.0444575
28,-0.7031304,-0.7702623,"('disloyal', 'loyal')",1.3290509,1.2758206,0.3129602,0.2527792,-0.060181
29,-0.5807897,-0.5943827,"('unfair', 'fair')",-0.49570155,-0.64539874,-0.5382456,-0.6198907,-0.0816451
30,0.4755122,0.3613609,"('intolerant', 'tolerant')",0.724655,0.73707604,0.6000836,0.5492185,-0.0508651
31,-1.4910382,-1.3681643,"('evil', 'good')",-0.9177919,-1.047625,-1.2044151,-1.2078946,-0.0034795
32,-0.36661285,-0.54574937,"('unkind', 'kind')",0.8352563,0.69934464,0.2343217,0.0767976,-0.1575241
33,-0.0772645,-0.054704938,"('wrong', 'right')",-0.7530988,-0.8019061,-0.4151816,-0.4283055,-0.0131239
34,0.06405995,0.09441553,"('mean', 'honorable')",6.1378036,6.4014006,3.1009316,3.2479081,0.1469765
35,0.052007724,0.11874369,"('corrupt', 'incorrupt')",-0.41388324,-0.49828333,-0.1809378,-0.1897698,-0.008832
36,-0.80323136,-0.8094061,"('hostile', 'amicable')",-0.01144506,-0.22927818,-0.4073382,-0.5193421,-0.1120039
37,-0.48192826,-0.52014565,"('fake', 'genuine')",-0.0538412,0.07463077,-0.2678847,-0.2227574,0.0451273
38,-1.2317472,-1.2571754,"('untruthful', 'truthful')",0.08569506,0.28623798,-0.5730261,-0.4854687,0.0875574
39,0.48943633,0.4108095,"('exploitative', 'cooperative')",0.03462897,0.019569827,0.2620327,0.2151897,-0.046843
40,-0.3967325,-0.2865193,"('stingy', 'generous')",-2.2001734,-2.371687,-1.298453,-1.3291031,-0.0306501
41,-1.2010945,-1.2115378,"('unforgiving', 'forgiving')",-0.011087223,-0.13080502,-0.6060908,-0.6711714,-0.0650806
42,0.16960548,0.24045095,"('unreliable', 'reliable')",-3.5909562,-3.5233333,-1.7106754,-1.6414412,0.0692342
43,-1.0762829,-1.1398524,"('irresponsible', 'responsible')",0.37192714,0.41475216,-0.3521779,-0.3625501,-0.0103722
44,1.4539351,1.37364,"('prejudiced', 'unprejudiced')",-1.4562651,-1.5421858,-0.001165,-0.0842729,-0.0831079
45,-1.1479273,-1.1487967,"('incompetent', 'competent')",0.15697204,0.19203617,-0.4954776,-0.4783803,0.0170973
46,-1.0709441,-1.1089293,"('uncompetitive', 'competitive')",-0.9790829,-0.9002292,-1.0250134,-1.0045793,0.0204341
47,-0.24516653,-0.23933871,"('stupid', 'smart')",6.095473,6.3312426,2.9251533,3.0459518,0.1207985
48,-0.7065946,-0.70071626,"('unintelligent', 'intelligent')",0.75067115,0.8259989,0.0220383,0.0626413,0.040603
49,0.47966897,0.58276844,"('unable', 'able')",0.18717149,0.35023656,0.3334202,0.4665025,0.1330823
50,0.2162014,0.28173643,"('clumsy', 'skillful')",0.20623142,0.25938216,0.2112164,0.2705593,0.0593429
51,-0.5111748,-0.62351584,"('uneducated', 'educated')",0.08555156,0.12627874,-0.2128116,-0.2486185,-0.0358069
52,-0.730843,-0.8829176,"('irrational', 'rational')",0.2797857,0.13158228,-0.2255287,-0.3756677,-0.150139
53,-1.7898014,-1.7807595,"('uncreative', 'creative')",0.51155937,0.44794685,-0.639121,-0.6664063,-0.0272853
54,-0.6300003,-0.64419186,"('incapable', 'capable')",0.978827,1.162709,0.1744134,0.2592586,0.0848452
55,-0.56592697,-0.5912901,"('incompetent', 'clever')",0.24857636,0.2926671,-0.1586753,-0.1493115,0.0093638
56,0.5593211,0.40980127,"('impractical', 'practical')",-0.34646475,-0.2421261,0.1064282,0.0838376,-0.0225906
57,-1.0770905,-1.1616317,"('unimaginative', 'imaginative')",-3.4355218,-3.4553611,-2.2563062,-2.3084965,-0.0521903
58,-0.8307858,-0.8341366,"('undiscriminating', 'discriminating')",0.068794705,0.051106103,-0.3809955,-0.3915153,-0.0105198
59,-0.119102284,-0.11100915,"('foolish', 'wise')",0.26274896,0.39149648,0.0718233,0.1402437,0.0684204
60,0.3503231,0.3232663,"('inefficient', 'efficient')",0.0019260086,0.25426707,0.1761246,0.2887667,0.1126421
61,-0.5689804,-0.6679096,"('illogical', 'logical')",0.45680133,0.29189485,-0.0560895,-0.1880074,-0.1319179
62,0.1800523,0.27443415,"('incompetent', 'brilliant')",0.5665747,0.89915764,0.3733135,0.5867959,0.2134824
