,accordion_male,accordion_female,tuple,average_male,average_female,female-male
0,-0.05392241,-0.026414543,"('unsociable', 'sociable')",-0.0539224,-0.0264145,0.0275079
1,0.7376245,0.71067023,"('unfriendly', 'friendly')",0.7376245,0.7106702,-0.0269543
2,-0.093334675,-0.031684697,"('unlikable', 'likable')",-0.0933347,-0.0316847,0.06165
3,0.94750285,0.9547864,"('repellent', 'pleasant')",0.9475029,0.9547864,0.0072835
4,-7.0115004,-7.1799417,"('disliked', 'liked')",-7.0115004,-7.1799417,-0.1684413
5,-0.7427301,-0.71693337,"('distant', 'outgoing')",-0.7427301,-0.7169334,0.0257967
6,-0.18414094,-0.22482038,"('distant', 'open')",-0.1841409,-0.2248204,-0.0406795
7,0.65036476,0.7291752,"('insensitive', 'sensitive')",0.6503648,0.7291752,0.0788104
8,0.75352925,0.6821285,"('unaffectionate', 'affectionate')",0.7535293,0.6821285,-0.0714008
9,0.8838281,0.9429879,"('unaffectionate', 'caring')",0.8838281,0.9429879,0.0591598
10,1.0342559,1.0974532,"('unsympathetic', 'sympathetic')",1.0342559,1.0974532,0.0631973
11,1.1255374,1.1590444,"('unhelpful', 'helpful')",1.1255374,1.1590444,0.033507
12,-1.9495338,-1.9287387,"('unsupportive', 'supportive')",-1.9495338,-1.9287387,0.0207951
13,-0.2689762,-0.19354238,"('impolite', 'polite')",-0.2689762,-0.1935424,0.0754338
14,0.49192956,0.45770234,"('antisocial', 'social')",0.4919296,0.4577023,-0.0342273
15,-0.09635697,-0.18018988,"('boring', 'funny')",-0.096357,-0.1801899,-0.0838329
16,-0.59576094,-0.6022076,"('unpopular', 'popular')",-0.5957609,-0.6022076,-0.0064467
17,-0.14343883,-0.105333306,"('nasty', 'nice')",-0.1434388,-0.1053333,0.0381055
18,-0.23029575,-0.24479212,"('disagreeable', 'welcoming')",-0.2302957,-0.2447921,-0.0144964
19,-0.9286314,-0.9713804,"('inhospitable', 'hospitable')",-0.9286314,-0.9713804,-0.042749
20,0.8960405,0.8358961,"('rough', 'thoughtful')",0.8960405,0.8358961,-0.0601444
21,-0.2752028,-0.16525342,"('immoral', 'moral')",-0.2752028,-0.1652534,0.1099494
22,-0.19579726,-0.20411363,"('untrustworthy', 'trustworthy')",-0.1957973,-0.2041136,-0.0083163
23,5.6328006,5.7398725,"('insincere', 'sincere')",5.6328006,5.7398725,0.1070719
24,1.2071819,1.168646,"('dishonest', 'honest')",1.2071819,1.168646,-0.0385359
25,0.82239676,0.73121005,"('egoistic', 'altruistic')",0.8223968,0.7312101,-0.0911867
26,0.7104075,0.61184406,"('hardhearted', 'benevolent')",0.7104075,0.6118441,-0.0985634
27,1.4715691,1.3096395,"('hardhearted', 'softhearted')",1.4715691,1.3096395,-0.1619296
28,0.80166477,0.82074,"('disloyal', 'loyal')",0.8016648,0.82074,0.0190752
29,-0.63102967,-0.72348255,"('unfair', 'fair')",-0.6310297,-0.7234825,-0.0924528
30,0.9015526,0.9331214,"('intolerant', 'tolerant')",0.9015526,0.9331214,0.0315688
31,-1.2343413,-1.2906927,"('evil', 'good')",-1.2343413,-1.2906927,-0.0563514
32,0.71494734,0.66469455,"('unkind', 'kind')",0.7149473,0.6646945,-0.0502528
33,-0.6055778,-0.6105253,"('wrong', 'right')",-0.6055778,-0.6105253,-0.0049475
34,4.0508404,4.206328,"('mean', 'honorable')",4.0508404,4.2063279,0.1554875
35,-0.58112144,-0.83893865,"('corrupt', 'incorrupt')",-0.5811214,-0.8389387,-0.2578173
36,-0.6994599,-0.7960011,"('hostile', 'amicable')",-0.6994599,-0.7960011,-0.0965412
37,0.74814385,0.7553214,"('fake', 'genuine')",0.7481439,0.7553214,0.0071775
38,-0.6714219,-0.59609663,"('untruthful', 'truthful')",-0.6714219,-0.5960966,0.0753253
39,0.536834,0.5422706,"('exploitative', 'cooperative')",0.536834,0.5422706,0.0054366
40,-1.1125813,-1.2554369,"('stingy', 'generous')",-1.1125813,-1.2554369,-0.1428556
41,0.007287288,0.035556212,"('unforgiving', 'forgiving')",0.0072873,0.0355562,0.0282689
42,-1.9131092,-1.987279,"('unreliable', 'reliable')",-1.9131092,-1.9872791,-0.0741699
43,0.65891093,0.7432111,"('irresponsible', 'responsible')",0.6589109,0.7432111,0.0843002
44,-0.44726506,-0.47977683,"('prejudiced', 'unprejudiced')",-0.4472651,-0.4797768,-0.0325117
45,-0.09046684,-0.12806934,"('incompetent', 'competent')",-0.0904668,-0.1280693,-0.0376025
46,-0.39146435,-0.36515996,"('uncompetitive', 'competitive')",-0.3914644,-0.36516,0.0263044
47,4.653492,4.827707,"('stupid', 'smart')",4.653492,4.8277068,0.1742148
48,0.073663406,0.090525836,"('unintelligent', 'intelligent')",0.0736634,0.0905258,0.0168624
49,-0.27955285,-0.20503688,"('unable', 'able')",-0.2795528,-0.2050369,0.0745159
50,-0.5743555,-0.6427667,"('clumsy', 'skillful')",-0.5743555,-0.6427667,-0.0684112
51,0.31849408,0.2037554,"('uneducated', 'educated')",0.3184941,0.2037554,-0.1147387
52,-0.52919394,-0.6444516,"('irrational', 'rational')",-0.5291939,-0.6444516,-0.1152577
53,-0.46049175,-0.5186188,"('uncreative', 'creative')",-0.4604917,-0.5186188,-0.0581271
54,0.5192943,0.59249616,"('incapable', 'capable')",0.5192943,0.5924962,0.0732019
55,0.71568394,0.7678282,"('incompetent', 'clever')",0.7156839,0.7678282,0.0521443
56,0.34121576,0.37963545,"('impractical', 'practical')",0.3412158,0.3796355,0.0384197
57,-2.4994977,-2.5059724,"('unimaginative', 'imaginative')",-2.4994977,-2.5059724,-0.0064747
58,-0.07511762,-0.08074231,"('undiscriminating', 'discriminating')",-0.0751176,-0.0807423,-0.0056247
59,-0.24601461,-0.27590132,"('foolish', 'wise')",-0.2460146,-0.2759013,-0.0298867
60,0.26930913,0.49071938,"('inefficient', 'efficient')",0.2693091,0.4907194,0.2214103
61,0.0038401727,-0.08070359,"('illogical', 'logical')",0.0038402,-0.0807036,-0.0845438
62,0.21269143,0.29998142,"('incompetent', 'brilliant')",0.2126914,0.2999814,0.08729
63,-0.3384415,-0.26103893,"('unperceptive', 'insightful')",-0.3384415,-0.2610389,0.0774026
64,-5.6642795,-5.65004,"('shy', 'confident')",-5.6642795,-5.6500401,0.0142394
65,0.50670433,0.59544224,"('insecure', 'secure')",0.5067043,0.5954422,0.0887379
66,0.074839376,-0.06355213,"('inactive', 'active')",0.0748394,-0.0635521,-0.1383915
67,-0.48374805,-0.40292722,"('doubtful', 'determined')",-0.483748,-0.4029272,0.0808208
68,-0.72180116,-0.7512306,"('dependent', 'independent')",-0.7218012,-0.7512306,-0.0294294
69,-1.9003965,-1.9482961,"('lazy', 'industrious')",-1.9003965,-1.9482961,-0.0478996
70,1.4192548,1.3931705,"('lethargic', 'energetic')",1.4192548,1.3931705,-0.0260843
71,0.61037,0.6304986,"('diffident', 'self-confident')",0.61037,0.6304986,0.0201286
72,0.56818706,0.7248093,"('unambitious', 'ambitious')",0.5681871,0.7248093,0.1566222
73,-2.7904525,-2.809018,"('helpless', 'self-reliant')",-2.7904525,-2.8090179,-0.0185654
74,-0.028491156,-0.14182965,"('undedicated', 'dedicated')",-0.0284912,-0.1418297,-0.1133385
75,-0.57396215,-0.54094785,"('meek', 'impulsive')",-0.5739622,-0.5409479,0.0330143
76,0.75181043,0.7707931,"('anxious', 'daring')",0.7518104,0.7707931,0.0189827
77,-1.5449686,-1.335318,"('unmotivated', 'motivated')",-1.5449686,-1.335318,0.2096506
78,-0.8372067,-0.8300311,"('nonresilient', 'resilient')",-0.8372067,-0.8300311,0.0071756
79,-0.33521992,-0.36277366,"('wavering', 'unwavering')",-0.3352199,-0.3627737,-0.0275538
80,-0.24094222,-0.29555675,"('dominated', 'dominating')",-0.2409422,-0.2955568,-0.0546146
81,0.18798375,0.24697348,"('submissive', 'aggressive')",0.1879838,0.2469735,0.0589897
82,5.8090873,5.8762217,"('poor', 'rich')",5.8090873,5.8762217,0.0671344
83,-0.2610353,-0.21324846,"('powerless', 'powerful')",-0.2610353,-0.2132485,0.0477868
84,0.42315233,0.43410403,"('inferior', 'superior')",0.4231523,0.434104,0.0109517
85,-0.6953503,-0.79121846,"('insignificant', 'prestigious')",-0.6953503,-0.7912185,-0.0958682
