,evergy_male,evergy_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.320076,-1.5758232,"('unsociable', 'sociable')",-0.7012457,-0.82760984,-1.0106609,-1.2017165,-0.1910556
1,-0.029792132,0.11804454,"('unfriendly', 'friendly')",2.2667751,2.1718285,1.1184915,1.1449366,0.0264451
2,-0.53100663,-0.45251626,"('unlikable', 'likable')",0.1371556,0.15155926,-0.1969255,-0.1504785,0.046447
3,-1.181586,-1.1834474,"('repellent', 'pleasant')",0.13559312,0.22725059,-0.5229964,-0.4780984,0.044898
4,0.22487755,0.35095906,"('disliked', 'liked')",-6.5239863,-6.484051,-3.1495545,-3.066546,0.0830085
5,1.3003318,1.5452981,"('distant', 'outgoing')",0.40092406,0.43573087,0.850628,0.9905145,0.1398865
6,0.87679124,1.2122706,"('distant', 'open')",0.60272074,0.6164336,0.739756,0.9143521,0.1745961
7,-0.8451555,-0.8951933,"('insensitive', 'sensitive')",0.66799194,0.7632584,-0.0885818,-0.0659674,0.0226144
8,0.03653891,0.20485485,"('unaffectionate', 'affectionate')",1.0859863,0.978646,0.5612626,0.5917504,0.0304878
9,-0.101802,0.07222749,"('unaffectionate', 'caring')",1.3105482,1.3448389,0.6043731,0.7085332,0.1041601
10,-2.0296924,-2.2264001,"('unsympathetic', 'sympathetic')",-0.8896676,-0.87336236,-1.45968,-1.5498812,-0.0902012
11,-0.0773538,-0.14314981,"('unhelpful', 'helpful')",1.6970773,1.8695123,0.8098617,0.8631812,0.0533195
12,-0.43769264,-0.39791653,"('unsupportive', 'supportive')",-1.7843404,-1.7025858,-1.1110165,-1.0502511,0.0607654
13,-1.2429583,-1.5588822,"('impolite', 'polite')",-0.7971964,-0.8307154,-1.0200773,-1.1947988,-0.1747215
14,-1.5505,-1.7316303,"('antisocial', 'social')",-0.90597147,-0.9174914,-1.2282357,-1.3245609,-0.0963252
15,0.5444539,0.5248103,"('boring', 'funny')",0.5967883,0.5306167,0.5706211,0.5277135,-0.0429076
16,-0.3364099,-0.16553666,"('unpopular', 'popular')",0.46316224,0.4730741,0.0633762,0.1537687,0.0903925
17,-0.45399886,-0.33305785,"('nasty', 'nice')",-0.3176852,-0.27344003,-0.385842,-0.3032489,0.0825931
18,-0.38470167,-0.23320386,"('disagreeable', 'welcoming')",-0.22259901,-0.23883551,-0.3036503,-0.2360197,0.0676306
19,0.13336775,0.34799156,"('inhospitable', 'hospitable')",0.30996045,0.31154704,0.2216641,0.3297693,0.1081052
20,-0.5210736,-0.52222145,"('rough', 'thoughtful')",1.1284184,1.1633168,0.3036724,0.3205477,0.0168753
21,-1.1748531,-1.4541445,"('immoral', 'moral')",-0.7266677,-0.6810088,-0.9507604,-1.0675766,-0.1168162
22,-0.6958552,-0.8053853,"('untrustworthy', 'trustworthy')",-1.2070543,-1.1733371,-0.9514548,-0.9893612,-0.0379064
23,-0.66298956,-0.7545215,"('insincere', 'sincere')",6.10811,6.1901574,2.7225602,2.717818,-0.0047422
24,-0.4026785,-0.42874533,"('dishonest', 'honest')",0.79406375,0.826863,0.1956926,0.1990588,0.0033662
25,0.026435051,0.26675197,"('egoistic', 'altruistic')",1.654219,1.5933244,0.840327,0.9300382,0.0897112
26,0.38974005,0.31589964,"('hardhearted', 'benevolent')",1.5718173,1.366537,0.9807787,0.8412183,-0.1395604
27,0.89515966,1.0998546,"('hardhearted', 'softhearted')",1.9099098,1.8267694,1.4025347,1.4633119,0.0607772
28,-0.78164405,-0.80059856,"('disloyal', 'loyal')",0.92154205,0.90282416,0.069949,0.0511128,-0.0188362
29,0.002589712,-0.042827245,"('unfair', 'fair')",-0.30324343,-0.43858284,-0.1503269,-0.240705,-0.0903781
30,-0.029506225,-0.13210782,"('intolerant', 'tolerant')",0.8836747,0.8609232,0.4270842,0.3644077,-0.0626765
31,0.3722096,0.57288253,"('evil', 'good')",-0.5387312,-0.62826914,-0.0832608,-0.0276933,0.0555675
32,-0.29631037,-0.41555026,"('unkind', 'kind')",0.8910432,0.69521606,0.2973664,0.1398329,-0.1575335
33,0.850786,0.98504853,"('wrong', 'right')",-0.17782938,-0.22320029,0.3364783,0.3809241,0.0444458
34,-0.20061794,-0.12384086,"('mean', 'honorable')",6.2027245,6.399242,3.0010533,3.1377006,0.1366473
35,0.77170604,1.0746905,"('corrupt', 'incorrupt')",0.23108912,0.13954999,0.5013976,0.6071202,0.1057226
36,-0.20843959,0.0035483353,"('hostile', 'amicable')",0.12054551,-0.10448628,-0.043947,-0.050469,-0.006522
37,-0.38080087,-0.35633555,"('fake', 'genuine')",0.3830945,0.3959269,0.0011468,0.0197957,0.0186489
38,-0.07909773,0.09209775,"('untruthful', 'truthful')",0.32838947,0.467904,0.1246459,0.2800009,0.155355
39,0.31493583,0.2703354,"('exploitative', 'cooperative')",0.048994366,0.058099106,0.1819651,0.1642173,-0.0177478
40,-0.39372605,-0.38566455,"('stingy', 'generous')",-1.3579199,-1.3761468,-0.875823,-0.8809057,-0.0050827
41,-0.42382318,-0.5013462,"('unforgiving', 'forgiving')",-0.115443856,-0.2598205,-0.2696335,-0.3805833,-0.1109498
42,-0.7031802,-0.6365129,"('unreliable', 'reliable')",-3.6935778,-3.5397387,-2.198379,-2.0881257,0.1102533
43,-0.6292787,-0.65780646,"('irresponsible', 'responsible')",0.41069138,0.39790905,-0.1092937,-0.1299487,-0.020655
44,0.13218904,0.114329964,"('prejudiced', 'unprejudiced')",-1.6344022,-1.6708816,-0.7511066,-0.7782758,-0.0271692
45,-1.3357723,-1.4339626,"('incompetent', 'competent')",-0.48613694,-0.47637314,-0.9109546,-0.9551679,-0.0442133
46,-1.5547206,-1.7489632,"('uncompetitive', 'competitive')",-1.1145941,-1.122103,-1.3346574,-1.435533,-0.1008756
47,-0.94743294,-0.9563249,"('stupid', 'smart')",5.2013955,5.298945,2.1269813,2.1713099,0.0443286
48,-0.80554235,-0.99687827,"('unintelligent', 'intelligent')",0.6819027,0.6719887,-0.0618198,-0.1624448,-0.100625
49,0.053657982,0.28434524,"('unable', 'able')",0.10542661,0.32618263,0.0795423,0.3052639,0.2257216
50,0.26465306,0.43144205,"('clumsy', 'skillful')",0.44663346,0.43243635,0.3556433,0.4319392,0.0762959
51,-1.0614979,-1.343719,"('uneducated', 'educated')",0.43552637,0.37031004,-0.3129858,-0.4867045,-0.1737187
52,0.12543142,0.16796032,"('irrational', 'rational')",0.3675332,0.14518407,0.2464823,0.1565722,-0.0899101
53,-0.9228714,-0.70995665,"('uncreative', 'creative')",0.70539635,0.65770185,-0.1087375,-0.0261274,0.0826101
54,-0.40381765,-0.2827396,"('incapable', 'capable')",1.1641353,1.2908686,0.3801588,0.5040645,0.1239057
55,-1.0234878,-1.2100794,"('incompetent', 'clever')",-0.24337389,-0.19497189,-0.6334308,-0.7025257,-0.0690949
56,-0.58279747,-0.68294466,"('impractical', 'practical')",-0.5679286,-0.44494912,-0.575363,-0.5639469,0.0114161
57,-1.4126116,-1.5089855,"('unimaginative', 'imaginative')",-2.9841948,-3.041925,-2.1984031,-2.2754552,-0.0770521
58,-0.45707014,-0.38266844,"('undiscriminating', 'discriminating')",0.014174784,-0.032922737,-0.2214477,-0.2077956,0.0136521
