,eqt_male,eqt_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.8729828,-1.029438,"('unsociable', 'sociable')",0.0029444285,-0.1887418,-0.4350192,-0.6090899,-0.1740707
1,-1.8986036,-1.9708276,"('unfriendly', 'friendly')",1.3867378,1.2007056,-0.2559329,-0.385061,-0.1291281
2,0.43366072,0.41746646,"('unlikable', 'likable')",0.5394765,0.51214147,0.4865686,0.464804,-0.0217646
3,-0.35327235,-0.30395392,"('repellent', 'pleasant')",0.6576018,0.7195243,0.1521647,0.2077852,0.0556205
4,-0.037772354,-0.08122205,"('disliked', 'liked')",-6.3674645,-6.5618424,-3.2026184,-3.3215322,-0.1189138
5,-1.0460508,-1.0142004,"('distant', 'outgoing')",-0.6296532,-0.72492296,-0.837852,-0.8695617,-0.0317097
6,-1.0675527,-1.0014907,"('distant', 'open')",-0.41415194,-0.52246356,-0.7408523,-0.7619771,-0.0211248
7,-0.49293938,-0.49814454,"('insensitive', 'sensitive')",0.4595078,0.46136215,-0.0167158,-0.0183912,-0.0016754
8,-1.4785922,-1.5283916,"('unaffectionate', 'affectionate')",0.60843074,0.5045577,-0.4350807,-0.5119169,-0.0768362
9,-1.7584002,-1.8315165,"('unaffectionate', 'caring')",0.8663343,0.79416627,-0.4460329,-0.5186751,-0.0726422
10,-1.068828,-1.1357777,"('unsympathetic', 'sympathetic')",-0.80188185,-0.81065077,-0.9353549,-0.9732143,-0.0378594
11,-0.3683801,-0.44078594,"('unhelpful', 'helpful')",1.0551668,1.1293613,0.3433934,0.3442877,0.0008943
12,-0.3801356,-0.3262641,"('unsupportive', 'supportive')",-2.2319717,-2.3056204,-1.3060536,-1.3159423,-0.0098887
13,-0.6477376,-0.6892531,"('impolite', 'polite')",-1.1997703,-1.1540498,-0.923754,-0.9216514,0.0021026
14,0.4090891,0.34138176,"('antisocial', 'social')",0.28363028,0.22305015,0.3463597,0.282216,-0.0641437
15,0.47876343,0.38958538,"('boring', 'funny')",0.26342276,0.24289888,0.3710931,0.3162421,-0.054851
16,-0.21321367,-0.22981016,"('unpopular', 'popular')",0.53521836,0.46977192,0.1610023,0.1199809,-0.0410214
17,-0.28966215,-0.2386375,"('nasty', 'nice')",-0.511242,-0.4774365,-0.4004521,-0.358037,0.0424151
18,-1.0080808,-1.0274376,"('disagreeable', 'welcoming')",-0.4596776,-0.6220825,-0.7338792,-0.82476,-0.0908808
19,-1.1187966,-1.096407,"('inhospitable', 'hospitable')",-0.6205642,-0.64076316,-0.8696804,-0.8685851,0.0010953
20,0.610964,0.5925919,"('rough', 'thoughtful')",0.92861253,0.9224838,0.7697883,0.7575378,-0.0122505
21,0.10682457,0.034580026,"('immoral', 'moral')",-0.5439139,-0.5218241,-0.2185447,-0.243622,-0.0250773
