,coty_male,coty_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.92053574,0.74877733,"('unsociable', 'sociable')",-0.23212126,-0.48522753,0.3442072,0.1317749,-0.2124323
1,-1.0370499,-1.2719375,"('unfriendly', 'friendly')",1.6598549,1.650221,0.3114025,0.1891418,-0.1222607
2,0.7678192,0.8718213,"('unlikable', 'likable')",0.31084526,0.4429474,0.5393323,0.6573843,0.118052
3,-0.22725257,-0.0327323,"('repellent', 'pleasant')",0.056083146,0.16862531,-0.0855847,0.0679465,0.1535312
4,-0.6431541,-0.77056235,"('disliked', 'liked')",-6.1061497,-6.275281,-3.3746519,-3.5229216,-0.1482697
5,-1.7841814,-1.934932,"('distant', 'outgoing')",-0.11153014,-0.04561385,-0.9478558,-0.9902729,-0.0424171
6,-2.127023,-2.2062411,"('distant', 'open')",0.30805808,0.42314914,-0.9094825,-0.891546,0.0179365
7,0.29958984,0.33410114,"('insensitive', 'sensitive')",0.8240921,0.8005331,0.561841,0.5673171,0.0054761
8,-0.48103693,-0.54848164,"('unaffectionate', 'affectionate')",1.1841617,1.1256933,0.3515624,0.2886058,-0.0629566
9,-0.63621026,-0.69808924,"('unaffectionate', 'caring')",1.2108977,1.1571249,0.2873437,0.2295178,-0.0578259
10,0.32925949,0.2864039,"('unsympathetic', 'sympathetic')",-0.3081928,-0.45227897,0.0105333,-0.0829375,-0.0934708
11,0.25673026,0.42038184,"('unhelpful', 'helpful')",1.3917763,1.4607717,0.8242533,0.9405768,0.1163235
12,0.18440858,0.314179,"('unsupportive', 'supportive')",-1.5239456,-1.5459939,-0.6697685,-0.6159074,0.0538611
13,0.5959472,0.5788368,"('impolite', 'polite')",-0.66448706,-0.6098565,-0.0342699,-0.0155098,0.0187601
14,1.8032075,1.7709535,"('antisocial', 'social')",-0.09563231,-0.2716268,0.8537876,0.7496634,-0.1041242
15,0.06895564,-0.0997943,"('boring', 'funny')",0.76175743,0.7190903,0.4153565,0.309648,-0.1057085
16,-1.0539224,-0.87177664,"('unpopular', 'popular')",-0.19545254,-0.014856361,-0.6246875,-0.4433165,0.181371
17,0.5274568,0.5311635,"('nasty', 'nice')",-0.39151648,-0.38807693,0.0679702,0.0715433,0.0035731
18,-0.37582964,-0.20925109,"('disagreeable', 'welcoming')",-0.48571956,-0.37776816,-0.4307746,-0.2935096,0.137265
19,-1.1290269,-1.2167459,"('inhospitable', 'hospitable')",0.111379966,0.24780385,-0.5088235,-0.484471,0.0243525
20,0.33301127,0.36954373,"('rough', 'thoughtful')",0.8722181,0.8412739,0.6026146,0.6054088,0.0027942
