,cub_male,cub_female,tuple,average_male,average_female,female-male
0,0.563603,0.27155167,"('unsociable', 'sociable')",0.563603,0.2715517,-0.2920513
1,1.2221252,1.2447772,"('unfriendly', 'friendly')",1.2221252,1.2447772,0.022652
2,0.52254397,0.7443553,"('unlikable', 'likable')",0.522544,0.7443553,0.2218113
3,0.5815782,0.58554876,"('repellent', 'pleasant')",0.5815782,0.5855488,0.0039706
4,-7.266877,-7.1837707,"('disliked', 'liked')",-7.2668772,-7.1837707,0.0831065
5,-0.31992438,-0.08128768,"('distant', 'outgoing')",-0.3199244,-0.0812877,0.2386367
6,-0.123477146,0.10092376,"('distant', 'open')",-0.1234771,0.1009238,0.2244009
7,0.5840753,0.53103477,"('insensitive', 'sensitive')",0.5840753,0.5310348,-0.0530405
8,1.2502824,1.3140156,"('unaffectionate', 'affectionate')",1.2502824,1.3140156,0.0637332
9,2.0362287,2.0816686,"('unaffectionate', 'caring')",2.0362287,2.0816686,0.0454399
10,1.1904753,1.170853,"('unsympathetic', 'sympathetic')",1.1904753,1.170853,-0.0196223
11,2.2141871,2.2117832,"('unhelpful', 'helpful')",2.2141871,2.2117832,-0.0024039
12,-1.4869862,-1.482787,"('unsupportive', 'supportive')",-1.4869862,-1.482787,0.0041992
13,0.56538385,0.40938184,"('impolite', 'polite')",0.5653839,0.4093818,-0.1560021
14,0.121296935,-0.1900351,"('antisocial', 'social')",0.1212969,-0.1900351,-0.311332
15,0.5834098,0.6269468,"('boring', 'funny')",0.5834098,0.6269468,0.043537
16,-0.1931735,-0.16834018,"('unpopular', 'popular')",-0.1931735,-0.1683402,0.0248333
17,-0.25175667,-0.1935194,"('nasty', 'nice')",-0.2517567,-0.1935194,0.0582373
18,-0.6514183,-0.6815159,"('disagreeable', 'welcoming')",-0.6514183,-0.6815159,-0.0300976
19,-0.64277154,-0.35391456,"('inhospitable', 'hospitable')",-0.6427715,-0.3539146,0.2888569
20,0.65894604,0.4990672,"('rough', 'thoughtful')",0.658946,0.4990672,-0.1598788
21,0.14380845,0.13639249,"('immoral', 'moral')",0.1438085,0.1363925,-0.007416
22,-0.40666538,-0.37987456,"('untrustworthy', 'trustworthy')",-0.4066654,-0.3798746,0.0267908
23,6.2696743,6.185434,"('insincere', 'sincere')",6.2696743,6.1854339,-0.0842404
24,1.5831126,1.579789,"('dishonest', 'honest')",1.5831126,1.579789,-0.0033236
25,0.27339235,0.28915077,"('egoistic', 'altruistic')",0.2733923,0.2891508,0.0157585
26,0.78041965,0.52346694,"('hardhearted', 'benevolent')",0.7804196,0.5234669,-0.2569527
27,1.5094535,1.3801262,"('hardhearted', 'softhearted')",1.5094535,1.3801262,-0.1293273
28,1.140983,1.0353646,"('disloyal', 'loyal')",1.140983,1.0353646,-0.1056184
29,-0.46303353,-0.4745687,"('unfair', 'fair')",-0.4630335,-0.4745687,-0.0115352
30,1.1100088,0.97011805,"('intolerant', 'tolerant')",1.1100088,0.970118,-0.1398908
31,-1.7608826,-1.6736268,"('evil', 'good')",-1.7608826,-1.6736268,0.0872558
32,1.240622,1.1235791,"('unkind', 'kind')",1.240622,1.1235791,-0.1170429
33,-0.10678303,-0.06130066,"('wrong', 'right')",-0.106783,-0.0613007,0.0454823
34,4.680287,4.7962766,"('mean', 'honorable')",4.6802869,4.7962766,0.1159897
35,-1.2581345,-1.2869613,"('corrupt', 'incorrupt')",-1.2581345,-1.2869613,-0.0288268
36,-0.80704385,-0.8381194,"('hostile', 'amicable')",-0.8070439,-0.8381194,-0.0310755
