,sorbet_male,sorbet_female,tuple,average_male,average_female,female-male
36,-1.4216393,-1.5209732,"('hostile', 'amicable')",-1.4216393,-1.5209732,-0.0993339
37,0.2865589,0.14720409,"('fake', 'genuine')",0.2865589,0.1472041,-0.1393548
38,-0.39321426,-0.33493206,"('untruthful', 'truthful')",-0.3932143,-0.3349321,0.0582822
39,0.5693556,0.64883417,"('exploitative', 'cooperative')",0.5693556,0.6488342,0.0794786
40,-1.1726384,-1.3422285,"('stingy', 'generous')",-1.1726384,-1.3422285,-0.1695901
41,0.26826367,0.39520028,"('unforgiving', 'forgiving')",0.2682637,0.3952003,0.1269366
42,-0.03770543,-0.049939986,"('unreliable', 'reliable')",-0.0377054,-0.04994,-0.0122346
43,-0.2735766,-0.19696265,"('irresponsible', 'responsible')",-0.2735766,-0.1969627,0.0766139
44,0.54062706,0.5009395,"('prejudiced', 'unprejudiced')",0.5406271,0.5009395,-0.0396876
45,-0.1390764,-0.21684076,"('incompetent', 'competent')",-0.1390764,-0.2168408,-0.0777644
46,-0.052066267,-0.036689647,"('uncompetitive', 'competitive')",-0.0520663,-0.0366896,0.0153767
47,1.6375126,1.7162784,"('stupid', 'smart')",1.6375126,1.7162784,0.0787658
48,-0.84628487,-0.68429184,"('unintelligent', 'intelligent')",-0.8462849,-0.6842918,0.1619931
49,-0.4387353,-0.060992997,"('unable', 'able')",-0.4387353,-0.060993,0.3777423
50,-0.1427693,-0.11062983,"('clumsy', 'skillful')",-0.1427693,-0.1106298,0.0321395
51,-0.3216868,-0.36566573,"('uneducated', 'educated')",-0.3216868,-0.3656657,-0.0439789
52,-0.7972834,-0.81370485,"('irrational', 'rational')",-0.7972834,-0.8137048,-0.0164214
53,-1.1731427,-1.3018532,"('uncreative', 'creative')",-1.1731427,-1.3018532,-0.1287105
54,-0.8280088,-0.9234928,"('incapable', 'capable')",-0.8280088,-0.9234928,-0.095484
55,0.1500417,0.3700452,"('incompetent', 'clever')",0.1500417,0.3700452,0.2200035
56,0.91024053,0.8447759,"('impractical', 'practical')",0.9102405,0.8447759,-0.0654646
57,-1.1492755,-1.3535203,"('unimaginative', 'imaginative')",-1.1492755,-1.3535203,-0.2042448
58,0.03499999,0.029337106,"('undiscriminating', 'discriminating')",0.035,0.0293371,-0.0056629
59,-0.4270597,-0.32382774,"('foolish', 'wise')",-0.4270597,-0.3238277,0.103232
60,0.7362968,1.0226716,"('inefficient', 'efficient')",0.7362968,1.0226716,0.2863748
61,-0.44932666,-0.54619426,"('illogical', 'logical')",-0.4493267,-0.5461943,-0.0968676
62,0.21510342,0.48907802,"('incompetent', 'brilliant')",0.2151034,0.489078,0.2739746
63,-0.632615,-0.45920655,"('unperceptive', 'insightful')",-0.632615,-0.4592066,0.1734084
64,-1.514872,-1.5283644,"('shy', 'confident')",-1.514872,-1.5283644,-0.0134924
65,0.45114648,0.44843465,"('insecure', 'secure')",0.4511465,0.4484347,-0.0027118
66,-1.1944863,-1.422241,"('inactive', 'active')",-1.1944863,-1.422241,-0.2277547
67,0.5031654,0.51672775,"('doubtful', 'determined')",0.5031654,0.5167277,0.0135623
68,-0.7789406,-0.6292405,"('dependent', 'independent')",-0.7789406,-0.6292405,0.1497001
69,-1.2436448,-1.2394398,"('lazy', 'industrious')",-1.2436448,-1.2394398,0.004205
70,0.38414672,0.3049677,"('lethargic', 'energetic')",0.3841467,0.3049677,-0.079179
71,-0.98191005,-1.1033939,"('diffident', 'self-confident')",-0.98191,-1.1033939,-0.1214839
72,-0.65628374,-0.6419876,"('unambitious', 'ambitious')",-0.6562837,-0.6419876,0.0142961
73,-0.33412665,-0.41954723,"('helpless', 'self-reliant')",-0.3341267,-0.4195472,-0.0854205
74,-0.15594894,-0.13795088,"('undedicated', 'dedicated')",-0.1559489,-0.1379509,0.017998
75,-0.20561211,-0.22917356,"('meek', 'impulsive')",-0.2056121,-0.2291736,-0.0235615
76,1.0310664,1.1658022,"('anxious', 'daring')",1.0310664,1.1658022,0.1347358
77,-1.3265419,-1.0596694,"('unmotivated', 'motivated')",-1.3265419,-1.0596694,0.2668725
78,-1.1201875,-1.0292504,"('nonresilient', 'resilient')",-1.1201875,-1.0292504,0.0909371
79,-1.0640726,-1.2638011,"('wavering', 'unwavering')",-1.0640726,-1.2638011,-0.1997285
80,0.6341675,0.4584439,"('dominated', 'dominating')",0.6341675,0.4584439,-0.1757236
81,0.887593,1.005901,"('submissive', 'aggressive')",0.887593,1.005901,0.118308
82,1.6910352,1.6404034,"('poor', 'rich')",1.6910352,1.6404034,-0.0506318
83,-0.4388666,-0.49158195,"('powerless', 'powerful')",-0.4388666,-0.4915819,-0.0527153
84,-0.33969426,-0.31758335,"('inferior', 'superior')",-0.3396943,-0.3175834,0.0221109
85,-1.2907431,-1.2755642,"('insignificant', 'prestigious')",-1.2907431,-1.2755642,0.0151789
86,-0.9358438,-1.0129853,"('uninfluential', 'influential')",-0.9358438,-1.0129853,-0.0771415
87,0.091663465,-0.06278364,"('unsuccessful', 'successful')",0.0916635,-0.0627836,-0.1544471
88,-0.53602546,-0.5480755,"('low', 'eminent')",-0.5360255,-0.5480755,-0.01205
