,nvent_male,nvent_female,tuple,electric_male,electric_female,plc_male,plc_female,average_male,average_female,female-male
0,0.25038356,0.15987806,"('unsociable', 'sociable')",-0.5807282,-0.61661595,-0.6640423,-0.7471193,-0.3314623,-0.4012857,-0.0698234
1,-2.222505,-2.2446246,"('unfriendly', 'friendly')",-0.14979374,-0.2692021,1.8343761,1.5582343,-0.1793075,-0.3185308,-0.1392233
2,-0.15498397,-0.10756404,"('unlikable', 'likable')",0.1507,0.15843019,0.49957865,0.5413689,0.1650982,0.1974117,0.0323135
3,0.6152848,0.6460286,"('repellent', 'pleasant')",-0.76958317,-0.7011655,-0.39373395,-0.32175806,-0.1826774,-0.1256317,0.0570457
4,-0.9097106,-0.94291854,"('disliked', 'liked')",0.48796457,0.33315873,-2.7180347,-2.589163,-1.0465936,-1.0663076,-0.019714
5,-2.109366,-2.0233006,"('distant', 'outgoing')",0.05808851,0.002634436,0.53483295,0.36086482,-0.5054815,-0.5532671,-0.0477856
6,-2.16113,-2.0657537,"('distant', 'open')",-0.53974074,-0.6306896,0.5872972,0.4015609,-0.7045245,-0.7649608,-0.0604363
7,0.6628661,0.5634696,"('insensitive', 'sensitive')",-0.39940256,-0.3408664,0.18083099,0.14869986,0.1480982,0.1237677,-0.0243305
8,-2.2517183,-2.2337546,"('unaffectionate', 'affectionate')",-0.7465316,-0.8183805,0.5822947,0.33217758,-0.8053184,-0.9066525,-0.1013341
9,-1.4623615,-1.4860767,"('unaffectionate', 'caring')",-0.6346679,-0.7041405,0.9224634,0.72356594,-0.3915219,-0.4888838,-0.0973619
10,1.1321535,0.9997245,"('unsympathetic', 'sympathetic')",-1.6403573,-1.71783,-0.80482656,-0.75356615,-0.4376767,-0.4905572,-0.0528805
11,0.5717309,0.5282591,"('unhelpful', 'helpful')",-0.11009462,-0.08620024,0.4766997,0.4438662,0.3127787,0.2953084,-0.0174703
12,0.14291584,0.098890305,"('unsupportive', 'supportive')",-0.5214496,-0.50654703,-0.78903407,-0.77737194,-0.3891893,-0.3950096,-0.0058203
13,1.1908603,1.122717,"('impolite', 'polite')",0.18707594,0.31802505,-0.7366976,-0.7353613,0.2137462,0.2351269,0.0213807
14,1.2151041,1.1872083,"('antisocial', 'social')",0.32439998,0.332438,0.57820964,0.6690401,0.7059046,0.7295621,0.0236575
15,0.82513314,0.703005,"('boring', 'funny')",0.5966729,0.49152032,0.085067175,-0.026175447,0.5022911,0.38945,-0.1128411
16,-1.4765009,-1.4578918,"('unpopular', 'popular')",-0.5453663,-0.58519197,-0.0046947747,-0.104496345,-0.6755207,-0.71586,-0.0403393
17,-0.6243822,-0.65313643,"('nasty', 'nice')",-0.6072529,-0.5473331,-0.968183,-1.026772,-0.7332727,-0.7424138,-0.0091411
18,-1.3756254,-1.2822356,"('disagreeable', 'welcoming')",-0.6598428,-0.7026633,-0.99635226,-1.1384264,-1.0106068,-1.0411084,-0.0305016
