,velocity_male,velocity_female,tuple,average_male,average_female,female-male
0,1.1443009,1.049364,"('unsociable', 'sociable')",1.1443009,1.049364,-0.0949369
1,0.46280438,0.46891978,"('unfriendly', 'friendly')",0.4628044,0.4689198,0.0061154
2,0.16075785,0.22414558,"('unlikable', 'likable')",0.1607579,0.2241456,0.0633877
3,1.0118042,1.1716391,"('repellent', 'pleasant')",1.0118042,1.1716391,0.1598349
4,-7.3186736,-7.475345,"('disliked', 'liked')",-7.3186736,-7.4753451,-0.1566715
5,-1.4057252,-1.371757,"('distant', 'outgoing')",-1.4057252,-1.371757,0.0339682
6,-0.9075141,-0.9837175,"('distant', 'open')",-0.9075141,-0.9837175,-0.0762034
7,2.246824,2.209869,"('insensitive', 'sensitive')",2.246824,2.2098689,-0.0369551
8,0.6870007,0.71225137,"('unaffectionate', 'affectionate')",0.6870007,0.7122514,0.0252507
9,1.2275714,1.2686313,"('unaffectionate', 'caring')",1.2275714,1.2686313,0.0410599
10,2.174194,2.2015662,"('unsympathetic', 'sympathetic')",2.1741941,2.2015662,0.0273721
11,2.0443115,2.0962172,"('unhelpful', 'helpful')",2.0443115,2.0962172,0.0519057
12,-0.87405074,-0.86226386,"('unsupportive', 'supportive')",-0.8740507,-0.8622639,0.0117868
13,0.68041503,0.8442924,"('impolite', 'polite')",0.680415,0.8442924,0.1638774
14,0.8975258,1.0083802,"('antisocial', 'social')",0.8975258,1.0083802,0.1108544
15,0.6586525,0.5441955,"('boring', 'funny')",0.6586525,0.5441955,-0.114457
16,-1.072467,-1.1152822,"('unpopular', 'popular')",-1.072467,-1.1152822,-0.0428152
17,-0.06982548,-0.09161703,"('nasty', 'nice')",-0.0698255,-0.091617,-0.0217915
18,-0.9898072,-0.8162757,"('disagreeable', 'welcoming')",-0.9898072,-0.8162757,0.1735315
19,-1.0068412,-1.0104069,"('inhospitable', 'hospitable')",-1.0068412,-1.0104069,-0.0035657
20,0.8829017,0.7753857,"('rough', 'thoughtful')",0.8829017,0.7753857,-0.107516
21,0.3752103,0.61682445,"('immoral', 'moral')",0.3752103,0.6168244,0.2416141
22,0.47467583,0.42411193,"('untrustworthy', 'trustworthy')",0.4746758,0.4241119,-0.0505639
23,6.4177585,6.6095333,"('insincere', 'sincere')",6.4177585,6.6095333,0.1917748
24,1.4939566,1.5626285,"('dishonest', 'honest')",1.4939566,1.5626285,0.0686719
25,0.23709159,0.3124942,"('egoistic', 'altruistic')",0.2370916,0.3124942,0.0754026
26,1.3461998,1.1251408,"('hardhearted', 'benevolent')",1.3461998,1.1251408,-0.221059
27,1.770598,1.6002444,"('hardhearted', 'softhearted')",1.7705981,1.6002444,-0.1703537
28,1.3333201,1.130454,"('disloyal', 'loyal')",1.3333201,1.1304539,-0.2028662
29,-0.48567623,-0.5972759,"('unfair', 'fair')",-0.4856762,-0.5972759,-0.1115997
30,1.4229733,1.5984014,"('intolerant', 'tolerant')",1.4229733,1.5984014,0.1754281
31,-1.9190973,-1.949459,"('evil', 'good')",-1.9190973,-1.949459,-0.0303617
32,1.5006386,1.3769562,"('unkind', 'kind')",1.5006386,1.3769562,-0.1236824
33,-0.61232585,-0.706128,"('wrong', 'right')",-0.6123258,-0.706128,-0.0938022
34,3.9839802,4.27707,"('mean', 'honorable')",3.9839802,4.27707,0.2930898
35,-1.4414397,-1.8718654,"('corrupt', 'incorrupt')",-1.4414397,-1.8718654,-0.4304257
36,-1.3790051,-1.6294302,"('hostile', 'amicable')",-1.3790051,-1.6294302,-0.2504251
37,1.2274983,1.2412577,"('fake', 'genuine')",1.2274983,1.2412577,0.0137594
38,-0.6455666,-0.4738345,"('untruthful', 'truthful')",-0.6455666,-0.4738345,0.1717321
39,0.5609039,0.6454991,"('exploitative', 'cooperative')",0.5609039,0.6454991,0.0845952
40,-0.90990967,-1.0321901,"('stingy', 'generous')",-0.9099097,-1.0321901,-0.1222804
41,1.1483996,0.995758,"('unforgiving', 'forgiving')",1.1483996,0.995758,-0.1526416
42,-1.4678266,-1.5717689,"('unreliable', 'reliable')",-1.4678266,-1.5717689,-0.1039423
43,1.5534542,1.7302593,"('irresponsible', 'responsible')",1.5534542,1.7302593,0.1768051
44,-1.2556877,-1.30839,"('prejudiced', 'unprejudiced')",-1.2556877,-1.30839,-0.0527023
45,1.6832769,1.3426061,"('incompetent', 'competent')",1.6832769,1.3426061,-0.3406708
46,0.40645462,0.33896387,"('uncompetitive', 'competitive')",0.4064546,0.3389639,-0.0674907
47,5.0701,5.12561,"('stupid', 'smart')",5.0700998,5.1256099,0.0555101
48,0.9167022,0.94381493,"('unintelligent', 'intelligent')",0.9167022,0.9438149,0.0271127
49,-0.12641662,-0.010984586,"('unable', 'able')",-0.1264166,-0.0109846,0.115432
50,-0.55923736,-0.62616247,"('clumsy', 'skillful')",-0.5592374,-0.6261625,-0.0669251
51,0.9474686,0.9287414,"('uneducated', 'educated')",0.9474686,0.9287414,-0.0187272
52,-0.665888,-0.9316505,"('irrational', 'rational')",-0.665888,-0.9316505,-0.2657625
53,-0.032394215,-0.25643554,"('uncreative', 'creative')",-0.0323942,-0.2564355,-0.2240413
54,0.8826377,0.9033889,"('incapable', 'capable')",0.8826377,0.9033889,0.0207512
55,1.9559155,2.029595,"('incompetent', 'clever')",1.9559155,2.0295949,0.0736794
56,1.1877068,1.1937574,"('impractical', 'practical')",1.1877068,1.1937574,0.0060506
57,-0.9286454,-1.2374697,"('unimaginative', 'imaginative')",-0.9286454,-1.2374697,-0.3088243
58,0.7295623,0.7103789,"('undiscriminating', 'discriminating')",0.7295623,0.7103789,-0.0191834
59,-0.6426574,-0.704723,"('foolish', 'wise')",-0.6426574,-0.704723,-0.0620656
60,1.2905704,1.5925915,"('inefficient', 'efficient')",1.2905704,1.5925915,0.3020211
61,0.8860127,0.64475876,"('illogical', 'logical')",0.8860127,0.6447588,-0.2412539
62,1.4987444,1.6138495,"('incompetent', 'brilliant')",1.4987444,1.6138495,0.1151051
63,0.8869171,0.9661874,"('unperceptive', 'insightful')",0.8869171,0.9661874,0.0792703
64,-5.6558924,-5.513042,"('shy', 'confident')",-5.6558924,-5.513042,0.1428504
65,1.2051104,1.3396703,"('insecure', 'secure')",1.2051104,1.3396703,0.1345599
66,-0.36062655,-0.57064986,"('inactive', 'active')",-0.3606265,-0.5706499,-0.2100234
67,-0.6886779,-0.55716085,"('doubtful', 'determined')",-0.6886779,-0.5571609,0.131517
68,-1.1341615,-0.9986051,"('dependent', 'independent')",-1.1341615,-0.9986051,0.1355564
69,-2.4497411,-2.5612946,"('lazy', 'industrious')",-2.4497411,-2.5612946,-0.1115535
70,2.6898026,2.5818615,"('lethargic', 'energetic')",2.6898026,2.5818615,-0.1079411
71,-0.12808938,-0.11997812,"('diffident', 'self-confident')",-0.1280894,-0.1199781,0.0081113
72,1.0882372,1.3105836,"('unambitious', 'ambitious')",1.0882372,1.3105836,0.2223464
73,-2.9524493,-2.860149,"('helpless', 'self-reliant')",-2.9524493,-2.8601489,0.0923004
74,1.05553,0.83552235,"('undedicated', 'dedicated')",1.05553,0.8355224,-0.2200076
75,-1.1311929,-1.2156022,"('meek', 'impulsive')",-1.1311929,-1.2156022,-0.0844093
76,1.153492,1.3178892,"('anxious', 'daring')",1.153492,1.3178892,0.1643972
77,-0.93202716,-0.8546122,"('unmotivated', 'motivated')",-0.9320272,-0.8546122,0.077415
78,-0.69945884,-0.80759436,"('nonresilient', 'resilient')",-0.6994588,-0.8075944,-0.1081356
79,-0.7346719,-0.9172348,"('wavering', 'unwavering')",-0.7346719,-0.9172348,-0.1825629
80,1.1639675,0.9887702,"('dominated', 'dominating')",1.1639675,0.9887702,-0.1751973
81,1.0995166,1.1380833,"('submissive', 'aggressive')",1.0995166,1.1380833,0.0385667
82,6.3073316,6.2716675,"('poor', 'rich')",6.3073316,6.2716675,-0.0356641
83,-0.24216211,-0.1530029,"('powerless', 'powerful')",-0.2421621,-0.1530029,0.0891592
84,0.28257063,0.2261188,"('inferior', 'superior')",0.2825706,0.2261188,-0.0564518
85,-1.9431459,-2.0755215,"('insignificant', 'prestigious')",-1.9431459,-2.0755215,-0.1323756
86,1.4214257,1.312596,"('uninfluential', 'influential')",1.4214257,1.312596,-0.1088297
87,0.51303643,0.3770448,"('unsuccessful', 'successful')",0.5130364,0.3770448,-0.1359916
88,0.2929611,0.24104309,"('low', 'eminent')",0.2929611,0.2410431,-0.051918
