,manitowoc_male,manitowoc_female,tuple,co_male,co_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.4793196,-1.5383332,"('unsociable', 'sociable')",0.45609695,0.33889526,-0.64038396,-0.7159916,-0.5545355,-0.6384765,-0.083941
1,-0.422686,-0.47468406,"('unfriendly', 'friendly')",-0.07283515,-0.40896887,2.4604626,2.3220987,0.6549805,0.4794819,-0.1754986
2,-0.30548075,-0.23653117,"('unlikable', 'likable')",1.4784669,1.5448728,0.81946933,0.87286574,0.6641518,0.7270691,0.0629173
3,-0.552865,-0.49459058,"('repellent', 'pleasant')",0.5130754,0.5909122,-0.035656612,0.017811,-0.0251487,0.0380442,0.0631929
4,0.30449218,0.32220063,"('disliked', 'liked')",-0.9015091,-1.0911384,-6.800685,-6.9173956,-2.4659006,-2.5621111,-0.0962105
5,0.89248234,0.8599635,"('distant', 'outgoing')",-0.87755805,-0.9815225,0.14325643,0.15260515,0.0527269,0.0103487,-0.0423782
6,0.7583007,0.7390685,"('distant', 'open')",-0.9787501,-1.1417964,0.92367655,0.9172075,0.2344091,0.1714932,-0.0629159
7,-1.2491035,-1.219838,"('insensitive', 'sensitive')",0.1332048,0.20598516,0.84638417,0.8895845,-0.0898382,-0.0414228,0.0484154
8,-0.43341827,-0.39449176,"('unaffectionate', 'affectionate')",-1.0393287,-1.2007097,1.461313,1.3912791,-0.0038113,-0.0679741,-0.0641628
9,0.15359178,0.17326108,"('unaffectionate', 'caring')",-0.43255556,-0.58939713,2.0051095,1.9936521,0.5753819,0.5258387,-0.0495432
10,-1.580546,-1.5756675,"('unsympathetic', 'sympathetic')",-0.13347748,-0.08992823,-0.6308019,-0.58894306,-0.7816084,-0.7515129,0.0300955
11,-1.0297426,-0.9910246,"('unhelpful', 'helpful')",-0.055137917,0.07009021,1.5933564,1.7266675,0.169492,0.2685777,0.0990857
12,-0.027300768,0.0077406764,"('unsupportive', 'supportive')",-0.03611979,0.04129549,-1.78704,-1.7887715,-0.6168202,-0.5799118,0.0369084
13,-1.0592861,-1.1388924,"('impolite', 'polite')",0.023049565,0.08350778,-0.6787314,-0.6712334,-0.571656,-0.5755394,-0.0038834
14,-1.5069194,-1.5155231,"('antisocial', 'social')",1.0698112,1.138651,-0.9255617,-0.965662,-0.4542233,-0.4475114,0.0067119
15,1.0153356,0.9763379,"('boring', 'funny')",0.388624,0.34181762,0.61794686,0.6197214,0.6739688,0.645959,-0.0280098
16,0.17812191,0.1410122,"('unpopular', 'popular')",-0.3218174,-0.4130638,1.0749273,1.0033884,0.3104106,0.2437789,-0.0666317
17,0.014550842,0.067797035,"('nasty', 'nice')",-0.04725932,-0.03289733,-1.1173112,-1.0764927,-0.3833399,-0.3471977,0.0361422
18,0.2650077,0.3533007,"('disagreeable', 'welcoming')",-0.70665467,-0.73307085,-0.3207537,-0.39002615,-0.2541335,-0.2565988,-0.0024653
19,-0.7524958,-0.64615923,"('inhospitable', 'hospitable')",-0.87022144,-0.9217228,-0.08909813,-0.0152095575,-0.5706051,-0.5276972,0.0429079
20,-1.3238622,-1.2704087,"('rough', 'thoughtful')",0.7239971,0.79054034,0.9368645,0.9303897,0.1123331,0.1501738,0.0378407
21,-1.0177786,-1.0311869,"('immoral', 'moral')",0.40531817,0.49033397,-1.0668555,-1.0198616,-0.559772,-0.5202382,0.0395338
22,-0.51979774,-0.46542796,"('untrustworthy', 'trustworthy')",0.2464506,0.2742891,-1.0543761,-1.0513926,-0.4425744,-0.4141771,0.0283973
23,-1.5740452,-1.5877923,"('insincere', 'sincere')",-0.2522237,-0.24134697,5.702158,5.719486,1.291963,1.2967823,0.0048193
24,-0.47926593,-0.5212585,"('dishonest', 'honest')",-0.23027152,-0.18836929,0.9041611,0.89723694,0.0648745,0.0625364,-0.0023381
25,0.39082906,0.33261207,"('egoistic', 'altruistic')",1.1031505,0.89359033,1.859354,1.7633798,1.1177778,0.9965274,-0.1212504
26,0.15891725,0.042388305,"('hardhearted', 'benevolent')",2.1275275,1.9944258,1.988782,1.8922883,1.4250755,1.3097008,-0.1153747
27,1.1243154,1.1178387,"('hardhearted', 'softhearted')",0.095805,0.11507213,1.8384781,1.7379173,1.0195328,0.990276,-0.0292568
28,-1.7939286,-1.9097271,"('disloyal', 'loyal')",-0.37018684,-0.5566914,1.3036331,1.1719146,-0.2868274,-0.4315013,-0.1446739
29,0.7060158,0.6197805,"('unfair', 'fair')",-0.18654305,-0.15523438,-0.32060874,-0.4333179,0.066288,0.0104094,-0.0558786
30,-0.23405522,-0.20961286,"('intolerant', 'tolerant')",1.2160001,1.2861999,1.055204,1.0398053,0.6790497,0.7054641,0.0264144
31,0.6960815,0.8134196,"('evil', 'good')",-0.24110402,-0.36162347,-0.67338026,-0.8111418,-0.0728009,-0.1197819,-0.046981
32,-0.73617834,-0.83314025,"('unkind', 'kind')",0.9841294,0.9096805,0.98536617,0.834425,0.4111058,0.3036551,-0.1074507
33,0.81049687,0.71420085,"('wrong', 'right')",0.39557394,0.24966657,0.3662446,0.28156397,0.5241052,0.4151438,-0.1089614
34,-0.47135958,-0.38649818,"('mean', 'honorable')",0.45740944,0.6336537,6.0320663,6.1482043,2.0060387,2.1317867,0.125748
35,1.3212037,1.2186422,"('corrupt', 'incorrupt')",-0.98192453,-1.1659582,0.5364834,0.39119983,0.2919209,0.1479613,-0.1439596
36,-0.24277315,-0.22493367,"('hostile', 'amicable')",-1.0326138,-1.4027457,1.1463975,1.0008937,-0.0429965,-0.2089285,-0.165932
37,-0.07848968,-0.0656776,"('fake', 'genuine')",-0.28398445,-0.1998091,0.39029565,0.426835,0.0092738,0.0537828,0.044509
38,-0.7842551,-0.76664597,"('untruthful', 'truthful')",-0.7727524,-0.8292052,0.119656116,0.13760851,-0.4791172,-0.4860809,-0.0069637
39,-0.020528324,0.06696007,"('exploitative', 'cooperative')",1.8644795,2.065555,0.0705259,0.10423425,0.638159,0.7455831,0.1074241
40,1.1376293,1.0804876,"('stingy', 'generous')",0.34982663,0.25990093,-1.5594485,-1.6844652,-0.0239975,-0.1146922,-0.0906947
41,-0.911448,-0.89381534,"('unforgiving', 'forgiving')",-0.019247817,-0.10988744,0.10409201,0.01176881,-0.2755346,-0.3306446,-0.05511
42,0.59202874,0.6663584,"('unreliable', 'reliable')",0.92601323,1.0810508,-2.996131,-2.9198236,-0.4926963,-0.3908048,0.1018915
43,-0.41170052,-0.30359727,"('irresponsible', 'responsible')",0.57705647,0.80138093,0.65313035,0.7288004,0.2728288,0.4088614,0.1360326
44,1.2947838,1.3633,"('prejudiced', 'unprejudiced')",-0.7578098,-0.5710182,-1.5935739,-1.5412829,-0.3522,-0.249667,0.102533
45,-1.0681407,-1.0149664,"('incompetent', 'competent')",0.026747745,0.05483245,-0.3723453,-0.3838299,-0.4712461,-0.447988,0.0232581
46,-1.7058122,-1.6773286,"('uncompetitive', 'competitive')",0.07379959,0.2528244,-1.2651961,-1.2266631,-0.9657362,-0.8837225,0.0820137
47,-0.041365337,-0.05202911,"('stupid', 'smart')",0.60545826,0.64551747,5.7700925,5.8408213,2.1113952,2.1447698,0.0333746
48,-0.6190677,-0.6506556,"('unintelligent', 'intelligent')",0.21420845,0.2295972,0.645395,0.67586195,0.0801786,0.0849345,0.0047559
49,-1.0104113,-0.9016879,"('unable', 'able')",-0.92686176,-0.7856707,-0.6116549,-0.49543557,-0.8496426,-0.727598,0.1220446
50,0.096097514,0.090885326,"('clumsy', 'skillful')",-0.292194,-0.40958217,0.5530912,0.49870667,0.1189982,0.0600033,-0.0589949
51,-0.8943359,-1.0227581,"('uneducated', 'educated')",0.33094162,0.2659412,0.22540674,0.19424947,-0.1126625,-0.1875225,-0.07486
52,1.5896714,1.462266,"('irrational', 'rational')",-0.2961391,-0.56100714,0.98773235,0.8343755,0.7604215,0.5785448,-0.1818767
