,cme_male,cme_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.38199252,-0.5212934,"('unsociable', 'sociable')",0.36641282,0.22309518,-0.464898,-0.54899913,-0.1601592,-0.2823991,-0.1222399
1,-1.2309442,-1.3520302,"('unfriendly', 'friendly')",-0.35850477,-0.45339733,1.6915641,1.6168258,0.0340384,-0.0628672,-0.0969056
2,1.1222669,1.133575,"('unlikable', 'likable')",1.8523688,1.9062814,0.62254363,0.7030047,1.1990597,1.2476204,0.0485607
3,0.106941946,0.15136707,"('repellent', 'pleasant')",0.71550536,0.79348314,0.24920224,0.29053232,0.3572165,0.4117942,0.0545777
4,-0.20217988,-0.28355208,"('disliked', 'liked')",-0.114812925,-0.2617659,-6.410839,-6.519422,-2.2426106,-2.3549134,-0.1123028
5,-0.8315674,-0.73269403,"('distant', 'outgoing')",-1.9057952,-1.834343,-0.28291655,-0.30396557,-1.0067597,-0.9570009,0.0497588
6,-1.1528631,-1.0918384,"('distant', 'open')",-2.1864495,-2.0994966,0.21660756,0.15464264,-1.0409017,-1.0122308,0.0286709
7,0.16142252,0.13217853,"('insensitive', 'sensitive')",0.15238826,0.21934925,0.67804,0.7141918,0.3306169,0.3552399,0.024623
8,-0.96526736,-1.0828655,"('unaffectionate', 'affectionate')",-0.15779784,-0.18850851,0.92931277,0.82038814,-0.0645842,-0.1503286,-0.0857444
9,-1.0527359,-1.1705327,"('unaffectionate', 'caring')",-0.1410629,-0.19039187,1.179727,1.1419849,-0.0046906,-0.0729799,-0.0682893
10,-0.6259362,-0.70033795,"('unsympathetic', 'sympathetic')",0.07728673,0.13971996,-0.4006552,-0.36744204,-0.3164349,-0.3093534,0.0070815
11,0.27877125,0.2206442,"('unhelpful', 'helpful')",0.2967041,0.27928424,1.6982309,1.7439667,0.7579021,0.747965,-0.0099371
12,0.2881794,0.31672665,"('unsupportive', 'supportive')",0.7028221,0.82730424,-1.7837987,-1.7692486,-0.2642657,-0.2084059,0.0558598
13,0.15543391,0.22170866,"('impolite', 'polite')",0.046525843,0.08664504,-0.5606003,-0.5004875,-0.1195468,-0.0640446,0.0555022
14,0.7474891,0.7031543,"('antisocial', 'social')",1.7554384,1.7516029,-0.24355681,-0.2682729,0.7531236,0.7288281,-0.0242955
15,0.43569523,0.36583406,"('boring', 'funny')",-0.6821184,-0.7825553,0.69275326,0.6450042,0.1487767,0.0760943,-0.0726824
16,-0.33329538,-0.4093763,"('unpopular', 'popular')",-0.223932,-0.26815078,0.49269682,0.49162725,-0.0215102,-0.0619666,-0.0404564
17,-0.111654475,-0.04985376,"('nasty', 'nice')",-0.5583418,-0.5303224,-0.27800715,-0.25818142,-0.3160011,-0.2794525,0.0365486
18,-0.5439836,-0.59240425,"('disagreeable', 'welcoming')",-0.5343505,-0.47978833,-0.41008997,-0.47395337,-0.4961414,-0.515382,-0.0192406
19,-0.40991342,-0.38182053,"('inhospitable', 'hospitable')",-1.4324353,-1.4914316,-0.116637275,-0.06656847,-0.6529953,-0.6466069,0.0063884
20,0.43488476,0.43451723,"('rough', 'thoughtful')",1.3575997,1.4004358,1.289068,1.247661,1.0271842,1.027538,0.0003538
21,0.7666673,0.7366448,"('immoral', 'moral')",0.58441794,0.6114048,-0.8011547,-0.7166956,0.1833102,0.2104513,0.0271411
22,0.40263495,0.34471917,"('untrustworthy', 'trustworthy')",0.521246,0.49743617,-0.9833938,-1.0316112,-0.0198376,-0.063152,-0.0433144
23,-0.39955166,-0.4771806,"('insincere', 'sincere')",0.29529214,0.31456518,5.7974253,5.7145033,1.8977219,1.8506293,-0.0470926
24,-0.30474326,-0.3608294,"('dishonest', 'honest')",-0.1668885,-0.11821558,0.5045798,0.47109276,0.0109827,-0.0026507,-0.0136334
25,-0.4969243,-0.55462724,"('egoistic', 'altruistic')",-0.07002669,-0.188294,1.4705771,1.4161599,0.3012087,0.2244129,-0.0767958
26,-0.25554705,-0.29663378,"('hardhearted', 'benevolent')",1.3203224,1.3267227,1.8128699,1.775307,0.9592151,0.935132,-0.0240831
27,-0.78078103,-0.73886615,"('hardhearted', 'softhearted')",-0.49157685,-0.44510826,1.2624731,1.1647172,-0.0032949,-0.0064191,-0.0031242
28,-0.332715,-0.49938485,"('disloyal', 'loyal')",0.51119,0.40401918,0.96666276,0.8484078,0.3817126,0.251014,-0.1306986
29,-0.26675168,-0.3049487,"('unfair', 'fair')",-0.5555499,-0.6107801,-0.6369576,-0.7830241,-0.4864198,-0.566251,-0.0798312
30,0.8926285,0.80118597,"('intolerant', 'tolerant')",0.88659704,0.8262067,1.3168818,1.2980897,1.0320358,0.9751608,-0.056875
31,-0.59920144,-0.52603894,"('evil', 'good')",-1.2105556,-1.1990126,-0.76518273,-0.84736127,-0.8583132,-0.857471,0.0008422
32,-0.32800627,-0.4140108,"('unkind', 'kind')",0.75011057,0.65396875,0.65231436,0.5217259,0.3581396,0.2538946,-0.104245
33,0.6256615,0.56950456,"('wrong', 'right')",-0.3845734,-0.42745623,-0.40103123,-0.464647,-0.0533144,-0.1075329,-0.0542185
34,-0.53015214,-0.38655683,"('mean', 'honorable')",-0.094382614,0.022750452,5.9222455,6.0539527,1.7659036,1.8967155,0.1308119
35,-0.5410185,-0.56123686,"('corrupt', 'incorrupt')",-1.3800621,-1.4750149,0.21972659,0.050498538,-0.567118,-0.6619178,-0.0947998
36,-1.0499913,-1.183616,"('hostile', 'amicable')",-1.2194071,-1.3730686,0.5812193,0.3991287,-0.5627263,-0.7191853,-0.156459
37,0.24927236,0.24649489,"('fake', 'genuine')",-0.033869,-0.026577014,0.37008822,0.36680877,0.1951639,0.1955756,0.0004117
38,-0.30767193,-0.3298782,"('untruthful', 'truthful')",-0.9764371,-0.990134,-0.15332061,-0.1267871,-0.4791432,-0.4822664,-0.0031232
39,1.9631858,1.9700787,"('exploitative', 'cooperative')",2.0716,2.146302,0.35062757,0.35192713,1.4618044,1.489436,0.0276316
40,-0.25370628,-0.30437413,"('stingy', 'generous')",0.28574526,0.35147727,-1.5700015,-1.6718917,-0.5126541,-0.5415962,-0.0289421
41,-0.079923004,-0.17202221,"('unforgiving', 'forgiving')",0.39652908,0.40455633,0.4067892,0.3100589,0.2411318,0.1808643,-0.0602675
42,0.87022156,0.960103,"('unreliable', 'reliable')",1.0273281,1.1767571,-3.2869925,-3.2518232,-0.4631476,-0.3716544,0.0914932
43,0.4600079,0.5311025,"('irresponsible', 'responsible')",0.70736027,0.8495438,0.5882371,0.61792916,0.5852017,0.6661918,0.0809901
44,0.113761306,0.1721088,"('prejudiced', 'unprejudiced')",-0.22352144,-0.19445357,-1.276097,-1.2801099,-0.4619524,-0.4341516,0.0278008
45,-0.11253391,-0.1347369,"('incompetent', 'competent')",0.32961613,0.3615296,-0.4138771,-0.4511632,-0.0655983,-0.0747902,-0.0091919
46,0.11633544,0.07003765,"('uncompetitive', 'competitive')",1.443095,1.4898434,-0.7806812,-0.7316201,0.2595831,0.276087,0.0165039
47,0.17151842,0.2661863,"('stupid', 'smart')",0.4089183,0.54721797,5.6139526,5.7253156,2.0647964,2.1795732,0.1147768
48,-0.81922394,-0.88106763,"('unintelligent', 'intelligent')",-0.18394811,-0.18655686,0.22210857,0.27235416,-0.2603545,-0.2650901,-0.0047356
49,-0.52659667,-0.4659899,"('unable', 'able')",-0.8232312,-0.7461854,-0.39228714,-0.2929074,-0.580705,-0.5016942,0.0790108
50,0.2650193,0.23727992,"('clumsy', 'skillful')",-0.114320755,-0.15127851,-0.0851232,-0.13659412,0.0218584,-0.0168642,-0.0387226
51,-0.30000952,-0.42453986,"('uneducated', 'educated')",0.56805515,0.46091786,0.43109518,0.39671308,0.2330469,0.1443637,-0.0886832
52,0.09492893,-0.13271739,"('irrational', 'rational')",-0.67669475,-0.81019366,0.43465617,0.3030236,-0.0490366,-0.2132958,-0.1642592
53,-0.60109055,-0.6201209,"('uncreative', 'creative')",0.20705977,0.14595866,0.96208,0.938715,0.1893497,0.1548509,-0.0344988
54,-0.47681051,-0.5863241,"('incapable', 'capable')",-0.1320412,-0.19427839,1.0451487,1.0480777,0.1454323,0.0891584,-0.0562739
55,0.047607798,0.025342558,"('incompetent', 'clever')",1.052838,1.068543,-0.102387354,-0.085620426,0.3326861,0.3360884,0.0034023
56,1.1440334,1.1486145,"('impractical', 'practical')",0.96702105,0.9261485,0.012122728,-0.001946941,0.7077257,0.6909387,-0.016787
57,-0.7206665,-0.7972368,"('unimaginative', 'imaginative')",-0.044012073,-0.055621855,-2.4308937,-2.422588,-1.0651908,-1.0918156,-0.0266248
58,0.13264103,0.06521133,"('undiscriminating', 'discriminating')",0.99931663,0.9944729,0.33836478,0.32546237,0.4901075,0.4617155,-0.028392
59,0.1853533,0.21698505,"('foolish', 'wise')",-0.74744654,-0.7657891,0.4949678,0.48541903,-0.0223752,-0.0211283,0.0012469
60,0.7709073,0.804946,"('inefficient', 'efficient')",1.415135,1.4826914,-0.50918186,-0.35835585,0.5589535,0.6430939,0.0841404
61,0.68002677,0.5383618,"('illogical', 'logical')",-0.039118294,-0.15224616,0.26222402,0.18008158,0.3010442,0.1887324,-0.1123118
